rank,delta_rank,ticker,name,sector,cap_band,close,peer_rs_score,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
2,-1,DTR.AX,Dateline Resources Limited,Gold,mid,0.24,100.0,-0.1035,-0.5529,-0.1431,FLAT,-11.11,2300.0,1900.0,-71.54,47.04,115.43,0.3947,LOW,EARLY,0.3513,0.3833,0.3128,0,937.2953,LAGGARD,198.5323
3,0,TM1.AX,Terra Metals Limited,Gold,small,0.325,98.69,-0.0858,0.1523,0.1429,FLAT,109.68,1060.71,501.85,-46.49,43.48,105.43,3.2953,HIGH,-,0.3263,0.3314,0.1927,1,437.4453,LEADER,114.8824
7,7,PDI.AX,Predictive Discovery Limited,Gold,mid,1.015,86.93,0.0586,0.3455,0.3068,FLAT,91.51,178.08,383.33,-30.85,48.62,71.06,1.8534,HIGH,-,0.9237,0.8871,0.6656,1,121.8457,LEADER,41.3174
23,11,PRX.AX,Prodigy Gold NL,Gold,small,0.074,66.67,0.3736,0.2474,0.2452,STRONG_UP,45.1,85.0,38.75,-66.67,26.48,65.16,2.7851,HIGH,-,0.0586,0.0608,0.0573,1,34.5427,CONTENDER,26.0488
41,22,MOH.AX,Moho Resources Limited,Gold,small,0.009,89.54,0.0282,0.0509,-0.186,FLAT,12.5,200.0,80.0,-57.14,17.39,142.22,2.8635,HIGH,-,0.0089,0.0079,0.0075,1,24.4551,LEADER,22.0921
55,-4,RMS.AX,Ramelius Resources Limited,Gold,large,3.59,42.48,-0.0461,-0.0804,-0.1112,STRONG_UP,13.73,39.44,82.15,-33.84,48.62,60.86,0.8185,LOW,EARLY,3.8665,4.0421,3.7129,0,31.5091,WEAK,19.6482
57,2,NST.AX,Northern Star Resources Limited,Gold,large,21.59,30.72,-0.023,0.0325,-0.0907,FLAT,-6.66,15.21,52.57,-45.32,54.15,69.53,0.8285,LOW,EARLY,23.018,24.1061,23.4071,0,11.8444,WEAK,19.0923
58,4,TRE.AX,Toubani Resources Inc,Gold,small,0.455,58.82,-0.1984,0.0494,0.0562,STRONG_DOWN,19.74,68.52,264.0,-44.79,43.08,88.89,1.8573,HIGH,-,0.548,0.4886,0.4058,1,33.2071,CONTENDER,18.6788
60,13,SMI.AX,Santana Minerals Limited,Gold,mid,0.615,32.68,-0.03,-0.1555,-0.2917,STRONG_UP,-16.89,16.04,57.69,-47.44,46.64,56.11,1.441,MED,EARLY,0.6755,0.7704,0.8026,0,13.331,WEAK,18.5824
64,5,STK.AX,Strickland Metals Limited,Gold,mid,0.175,71.9,-0.0551,-0.1593,0.0061,FLAT,-2.78,92.31,52.17,-31.25,37.55,85.14,0.2894,LOW,EARLY,0.2052,0.2103,0.1856,0,40.7112,LAGGARD,17.73
75,-5,CMM.AX,Capricorn Metals Ltd,Gold,mid,11.8,36.6,0.0206,0.0551,-0.0905,FLAT,-2.07,28.11,136.52,-41.12,54.94,64.91,0.704,LOW,PROGRESS,11.7245,12.2113,12.5458,0,23.7889,WEAK,16.1888
77,-23,PNR.AX,Pantoro Gold Limited,Gold,mid,3.27,27.45,-0.1246,-0.0521,-0.2299,FLAT,-32.99,11.99,121.1,-52.82,51.78,85.15,0.9512,LOW,EARLY,3.7065,4.1174,4.7552,0,7.2889,WEAK,16.1267
81,16,CYL.AX,Catalyst Metals Limited,Gold,mid,5.65,17.65,-0.1123,-0.1308,-0.2258,STRONG_UP,-13.61,-0.35,507.53,-41.6,47.83,76.94,1.5201,HIGH,EARLY,6.494,6.8794,7.1402,0,-0.2193,WEAK,15.1426
89,2,BC8.AX,Black Cat Syndicate Limited,Gold,mid,1.14,30.07,-0.0182,0.1323,-0.0981,FLAT,18.13,15.15,314.55,-41.51,50.2,80.55,0.6646,LOW,EARLY,1.1862,1.2278,1.1635,0,9.4427,WEAK,13.505
105,-16,ATM.AX,Aneka Tambang (Persero) Tbk,Gold,large,0.96,24.18,0.0078,-0.1155,0.0455,FLAT,-6.8,6.86,-3.39,-26.41,20.55,16.47,,LOW,EARLY,0.9838,0.9922,1.0083,0,8.5584,WEAK,11.243
