rank,delta_rank,ticker,name,commodity,type,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
8,0,KCP.V,King Copper Discovery,copper,producer,small,0.88,2.1706,1.044,0.8705,0.7492,STRONG_UP,29.41,433.33,363.16,-47.77,43.37,91.21,1.5128,HIGH,-,0.8285,0.9742,0.7008,1,206.0483,TREND+LEAD,61.5238
9,15,002709.SZ,GUANGZHOU TINCI MATERIALS -A,lithium,producer,large,49.35,1.2661,1.0449,0.917,0.9507,FLAT,29.44,188.67,107.86,-21.71,52.7,45.88,1.6091,HIGH,-,44.912,43.5902,34.512,1,216.7163,TREND+LEAD,60.8398
28,34,OM.TO,"ticker
OM.TO    Osisko Metals
OM.TO    Osisko Metals
Name: name, dtype: object",copper,explorer,mid,1.52,1.5862,1.0686,1.1339,1.478,STRONG_DOWN,186.79,289.74,850.0,-34.19,42.17,70.4,1.581,HIGH,-,1.2295,1.2378,0.7179,1,173.5581,TREND+LEAD,52.3042
62,0,MKO.V,Mako Mining Corp,gold,producer,mid,10.49,1.1764,1.1295,1.0589,1.1185,FLAT,21.69,136.26,227.81,-31.85,51.41,53.64,1.7725,HIGH,-,8.8505,9.6712,7.8037,1,130.5964,TREND+LEAD,42.6068
71,1,LEU,Centrus Energy -A,uranium,producer,mid,193.11,1.2454,0.988,0.8577,0.6221,STRONG_UP,-51.81,203.35,361.32,-61.35,52.61,90.13,0.6999,LOW,PROGRESS,189.0465,205.9662,251.0619,0,118.6955,WEAK,40.9352
85,-19,29M.AX,29Metals,copper,producer,mid,0.375,1.3272,0.901,0.9101,0.5999,FLAT,-25.74,226.09,-24.24,-51.91,49.2,85.19,0.5336,LOW,PROGRESS,0.3595,0.3929,0.4121,0,130.5726,WEAK,39.6755
108,65,REG.V,Regulus Resources,copper,producer,mid,4.38,0.8913,1.0393,1.1357,0.9031,FLAT,62.83,119.0,180.77,-43.72,48.59,66.2,2.2155,HIGH,-,3.893,4.3218,3.3714,1,87.3446,TREND_ONLY,35.8015
115,6,300207.SZ,SUNWODA ELECTRONIC CO LTD-A,lithium,producer,large,30.01,0.7254,1.1651,0.9785,1.0158,FLAT,-11.01,65.39,115.8,-38.09,53.53,46.92,2.2522,HIGH,-,26.5865,25.7078,26.3403,1,74.6049,TREND_ONLY,35.1492
119,28,MARI.TO,Marimaca Copper,copper,producer,mid,9.07,0.8409,0.9906,0.9061,0.7082,STRONG_UP,-23.52,106.61,145.14,-37.79,49.0,48.3,1.3577,MED,PROGRESS,8.454,9.6522,10.4318,0,108.1509,WEAK,34.8836
123,0,SLI.V,STANDARD LITHIUM LTD,lithium,producer,mid,4.84,1.16,0.9523,0.7782,0.5812,STRONG_UP,-34.06,164.48,216.34,-43.01,54.62,81.54,0.4676,LOW,EARLY,4.9025,5.5254,5.2212,0,110.1784,WEAK,34.3285
131,1,GTWO.TO,G2 Golfields,gold,producer,mid,12.4,1.7295,2.0039,1.9296,1.7084,STRONG_UP,200.24,247.34,1017.12,-39.35,49.4,175.1,1.5147,HIGH,-,6.59,6.5106,4.8398,1,69.7804,TREND+LEAD,33.2689
148,1,KGL.AX,KGL Resources,copper,producer,small,0.315,1.4569,0.9802,1.3334,1.021,FLAT,125.0,257.95,133.33,-38.98,40.0,118.12,3.4211,HIGH,-,0.2297,0.2345,0.174,1,87.3534,TREND+LEAD,31.5683
154,11,002176.SZ,JIANGXI SPECIAL ELECTRIC -A,lithium,producer,large,11.28,0.7139,1.024,1.0029,0.9776,STRONG_UP,12.57,62.77,11.57,-28.5,51.04,48.22,1.829,HIGH,-,10.026,9.8944,9.4876,1,66.4415,TREND_ONLY,30.1948
155,42,MGA.TO,Mega Uranium Ltd.,uranium,producer,small,0.74,1.2153,1.1997,1.1468,1.111,STRONG_UP,57.45,196.0,89.74,-31.58,39.76,92.26,1.7629,HIGH,-,0.5915,0.6234,0.4568,1,84.4674,TREND+LEAD,30.1302
174,6,SLX.AX,Silex Systems,uranium,producer,mid,5.76,0.8386,0.9545,0.9356,0.8297,STRONG_UP,-19.67,104.26,12.72,-53.38,54.0,85.91,0.441,LOW,PROGRESS,5.35,6.084,6.3829,0,65.5312,WEAK,27.9695
177,-24,LAC.TO,LITHIUM AMERICAS CORP,lithium,producer,mid,6.11,0.7243,1.0067,0.9009,0.6352,STRONG_UP,-56.7,65.14,-34.65,-63.78,50.6,67.45,0.6236,LOW,PROGRESS,5.6185,6.114,6.3112,0,48.8634,WEAK,27.6059
181,22,006360.KS,Gs En & Co,uranium,producer,large,37450.0,0.9523,0.974,1.6092,1.9312,STRONG_DOWN,103.45,131.95,168.62,-25.18,52.28,102.65,1.7313,HIGH,-,29847.5,24404.5107,20317.3597,1,67.2024,TREND_ONLY,27.0194
184,5,AIS.AX,Aeris Resources,copper,producer,mid,0.385,0.9217,0.8498,0.7874,0.5878,STRONG_UP,-30.0,126.47,45.28,-43.7,43.6,75.51,0.6512,LOW,EARLY,0.4045,0.4739,0.4223,0,73.025,WEAK,26.6912
194,25,FPC.V,Falco Resources,gold,explorer,small,0.42,0.9958,1.0631,0.9481,0.9037,STRONG_UP,23.53,100.0,50.0,-41.38,37.75,63.16,1.9832,HIGH,-,0.3747,0.418,0.3536,1,59.7688,TREND_ONLY,25.308
196,-6,NFG.V,New Found Gold Corp,gold,explorer,mid,2.94,0.8926,1.0418,0.906,0.6687,STRONG_UP,-18.11,79.27,-42.69,-51.05,51.0,75.61,0.3156,LOW,PROGRESS,2.6475,3.263,3.1264,0,53.4676,WEAK,25.052
198,0,SMR,Nuscale Power Corp,uranium,producer,mid,10.25,0.2736,1.0112,0.8095,0.5121,STRONG_UP,-77.23,-33.36,111.34,-82.86,47.79,86.99,1.7494,HIGH,EARLY,10.652,12.6054,27.3735,0,-18.3244,WEAK,24.7914
207,24,FOM.TO,Foran Mining,copper,producer,mid,5.66,0.6856,0.9627,0.8851,0.8379,STRONG_UP,52.97,68.45,37.38,-32.7,47.79,71.52,4.2953,HIGH,-,5.4725,6.1298,4.4074,1,45.7402,TREND_ONLY,23.8807
211,1,VZLA,Vizsla Silver Corp,silver,producer,mid,3.46,0.6395,1.0075,0.909,0.5587,STRONG_UP,-28.66,56.56,141.96,-56.27,54.62,80.02,,LOW,PROGRESS,3.249,3.7622,4.1839,0,38.6074,WEAK,23.7374
214,-1,TSLA,TESLA INC,lithium,producer,large,364.2,0.6286,1.0105,0.8186,0.7129,STRONG_UP,-16.45,43.32,125.54,-29.93,53.01,36.71,0.916,LOW,EARLY,367.3435,391.6988,397.6701,0,62.5604,WEAK,23.5687
226,23,ORLA,Orla Mining Ltd,gold,producer,mid,17.79,0.7923,0.9778,1.0076,1.1296,STRONG_DOWN,54.83,59.12,351.52,-38.39,55.82,82.65,1.5222,HIGH,-,15.909,17.086,13.2641,1,39.9307,TREND_ONLY,22.3276
234,-18,CHN.AX,Challice Mining,palladium,producer,mid,1.605,1.0382,0.9607,0.9777,0.804,FLAT,-34.22,52.86,15.05,-53.73,48.0,82.49,0.4057,LOW,PROGRESS,1.4528,1.7175,1.9035,0,30.757,WEAK,21.5656
242,0,IVN.TO,Ivanhoe Mines Class A,copper,producer,large,12.69,0.4293,1.0989,0.9344,0.699,STRONG_UP,-18.55,5.49,-33.03,-45.14,52.21,67.21,1.2439,MED,PROGRESS,11.258,13.759,13.5572,0,4.2618,WEAK,20.4524
