rank,delta_rank,ticker,name,sector,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
4,0,VTM.AX,Victory Metals Limited,Gold,small,1.845,2.3046,1.1023,1.3261,1.4941,STRONG_DOWN,57.69,361.25,668.75,-46.36,46.91,82.39,2.3657,HIGH,-,1.4817,1.3502,1.2612,1,205.6832,TREND+LEAD,58.655
18,0,CTO.AX,Citigold Corporation Limited,Gold,small,0.021,2.6231,1.0433,1.3113,1.0865,FLAT,82.61,425.0,320.0,-43.48,24.9,128.57,3.0625,HIGH,-,0.0178,0.0173,0.0115,1,82.3092,TREND+LEAD,32.0175
25,-6,TRE.AX,Toubani Resources Inc,Gold,small,0.57,1.1392,1.1571,1.1864,1.2947,STRONG_DOWN,34.12,128.0,338.46,-44.79,43.37,77.17,2.3932,HIGH,-,0.4507,0.4631,0.3872,1,71.9368,TREND+LEAD,27.8202
48,-1,PNR.AX,Pantoro Gold Limited,Gold,mid,3.87,0.7269,1.0437,0.9991,0.7223,STRONG_UP,-40.92,45.49,171.01,-52.82,53.01,87.11,0.5146,LOW,PROGRESS,3.492,4.413,4.7122,0,27.6817,WEAK,20.785
61,2,SMI.AX,Santana Minerals Limited,Gold,mid,0.68,0.6597,0.951,0.7677,0.6462,STRONG_UP,-15.0,32.04,48.91,-43.16,46.99,62.7,0.6005,LOW,EARLY,0.7418,0.8681,0.795,0,24.0112,WEAK,17.4135
64,-2,CMM.AX,Capricorn Metals Ltd,Gold,mid,12.23,0.6535,1.0553,0.9388,0.8276,STRONG_UP,-11.64,30.79,,-41.12,55.42,66.47,0.6488,LOW,PROGRESS,11.1164,12.7511,12.3928,0,25.6752,WEAK,17.2336
74,2,KAU.AX,Kaiser Reef Limited,Gold,small,0.27,0.7495,0.9268,0.7391,0.8244,FLAT,-12.9,50.0,74.19,-40.96,38.96,83.53,2.1065,HIGH,-,0.2833,0.3249,0.2685,1,23.321,TREND_ONLY,15.8904
92,-2,FG1.AX,Flynn Gold Limited,Gold,small,0.027,0.5621,1.2743,1.1729,0.9671,STRONG_UP,8.0,12.5,-34.15,-45.71,27.71,97.51,7.0378,HIGH,-,0.0222,0.0236,0.0249,1,3.5522,TREND_ONLY,13.3975
94,1,RTG.AX,RTG Mining Inc.,Gold,small,0.033,0.6595,0.944,0.785,0.9039,FLAT,0.0,32.0,-10.81,-40.54,31.33,81.58,1.6859,HIGH,-,0.0345,0.037,0.0322,1,12.2893,TREND_ONLY,13.2079
95,-2,CYL.AX,Catalyst Metals Limited,Gold,mid,6.81,0.5243,1.0504,1.0095,0.8772,STRONG_UP,-10.28,4.93,751.25,-41.6,47.79,82.76,0.5237,LOW,PROGRESS,6.3355,7.2604,7.0604,0,2.8472,WEAK,13.0924
122,-1,ATM.AX,Aneka Tambang (Persero) Tbk,Gold,large,0.985,0.5257,0.9345,0.9891,1.0136,STRONG_DOWN,-4.83,5.21,-0.88,-26.41,20.88,25.22,0.0332,LOW,EARLY,0.995,1.0098,1.0174,0,4.3151,WEAK,9.591
