rank,delta_rank,ticker,name,commodity,type,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
3,2,KCP.V,King Copper Discovery,copper,producer,small,1.04,2.6605,1.1843,1.096,0.8477,STRONG_UP,20.93,550.0,700.0,-47.77,44.4,91.08,2.1443,HIGH,-,0.856,0.9566,0.717,1,268.1159,TREND+LEAD,75.7033
15,-7,OKLO,Oklo Inc.,uranium,producer,large,68.13,1.2773,1.0964,1.0459,0.7315,STRONG_UP,-58.3,234.13,441.57,-73.83,51.2,89.45,1.302,MED,SHIFT,53.924,59.726,85.73,0,134.0154,WEAK,59.7836
16,41,LGD.TO,Liberty Gold Corp,gold,producer,mid,1.72,2.7809,1.1278,1.4332,1.8385,STRONG_DOWN,142.25,437.5,391.43,-41.21,39.2,90.13,1.7082,HIGH,-,1.2845,1.3228,0.8365,1,190.2807,TREND+LEAD,58.9173
38,0,EUR.AX,EUROPEAN LITHIUM LTD,lithium,producer,small,0.265,1.9177,1.0961,0.9114,0.7588,STRONG_UP,-43.01,356.9,390.74,-67.74,38.25,101.36,2.3652,HIGH,-,0.2292,0.236,0.1826,1,134.6813,TREND+LEAD,49.8238
44,-4,APM.TO,Andean Precious Metals,gold,producer,mid,7.31,2.0117,0.9827,1.0457,0.6596,FLAT,-5.06,288.83,721.35,-51.34,55.6,89.95,,LOW,PROGRESS,6.9325,8.0788,7.4243,0,178.5318,WEAK,48.4377
65,38,URG,Ur-Energy Inc,uranium,producer,mid,1.71,0.9905,1.0139,0.9771,0.86,STRONG_UP,6.21,159.09,3.64,-45.71,49.6,69.21,2.5591,HIGH,-,1.5265,1.5518,1.4963,1,114.014,TREND_ONLY,43.613
70,-3,LEU,Centrus Energy -A,uranium,producer,mid,199.61,1.2184,0.9745,0.8856,0.6101,STRONG_UP,-47.5,218.71,375.26,-61.35,52.8,88.34,0.7529,LOW,PROGRESS,188.5035,201.2032,251.5922,0,130.7228,WEAK,43.1572
86,62,7JR.MU,Northam Platinum,palladium,producer,small,18.8,3.9994,1.0322,1.0242,1.8575,FLAT,92.01,472.31,528.62,-24.8,40.24,143.85,3.2101,HIGH,-,17.58,14.848,9.9438,1,132.1209,TREND+LEAD,39.2434
93,5,NEXA,Nexa Resources S.A.,copper,producer,mid,16.0,1.1313,1.3428,1.3944,1.21,FLAT,186.74,176.39,122.85,-37.31,52.0,91.61,2.6428,HIGH,-,11.6855,11.6724,7.9495,1,100.1231,TREND+LEAD,37.8875
94,6,300750.SZ,CONTEMPORARY AMPEREX TECHN-A,lithium,producer,large,432.5,0.8033,0.9759,0.8464,1.0176,FLAT,20.81,91.38,139.16,-18.46,48.55,35.33,1.5524,HIGH,-,411.2495,386.0866,349.2864,1,125.5794,TREND_ONLY,37.786
101,27,MARI.TO,Marimaca Copper,copper,producer,mid,9.0,0.826,0.9944,0.891,0.7286,STRONG_UP,-19.93,101.79,145.9,-37.79,48.4,49.11,2.3664,HIGH,PROGRESS,8.532,9.4116,10.4681,0,100.3221,WEAK,36.6219
129,-7,SLI.V,STANDARD LITHIUM LTD,lithium,producer,mid,5.18,1.1149,1.0403,0.9082,0.6531,STRONG_UP,-15.08,165.64,247.65,-43.01,54.0,82.9,0.3649,LOW,PROGRESS,4.9075,5.4672,5.2698,0,107.8964,WEAK,33.9164
131,44,COSA.V,Cosa Resources,uranium,producer,small,0.78,1.4546,1.0894,1.8205,1.569,FLAT,164.41,280.49,90.24,-42.74,39.2,119.03,1.5563,HIGH,-,0.6597,0.5484,0.3719,1,92.3727,TREND+LEAD,33.5901
139,-1,SLX.AX,Silex Systems,uranium,producer,mid,6.02,0.9432,0.9853,0.9723,0.8164,STRONG_UP,-23.41,146.72,23.61,-53.38,54.58,85.65,0.4839,LOW,PROGRESS,5.4855,6.0238,6.4154,0,93.4974,WEAK,33.1615
141,-29,TSLA,TESLA INC,lithium,producer,large,392.5,0.7241,1.0475,0.8622,0.7908,STRONG_UP,-10.66,72.53,176.31,-29.93,53.6,40.56,1.0151,MED,SHIFT,369.0265,390.2384,399.2517,0,95.845,WEAK,32.9671
148,58,NFG.V,New Found Gold Corp,gold,explorer,mid,3.14,0.967,1.0855,0.9761,0.7501,STRONG_UP,-7.92,86.9,-36.18,-51.05,51.2,76.97,2.3977,HIGH,PROGRESS,2.7055,3.1954,3.1463,0,57.8086,WEAK,31.61
