rank,delta_rank,ticker,name,sector,industry,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
14,8,CELC,CELCUITY INC,Health Care,,mid,88.24,5.7902,0.9959,0.7202,0.7294,FLAT,-14.1,606.49,501.91,-39.7,54.0,86.32,1.6397,HIGH,EARLY,118.2735,121.1844,96.2714,0,379.4045,WEAK,100.9325
298,45,SMCI,Supermicro,Information Technology,"Technology Hardware, Storage & Peripherals",large,29.27,0.5552,0.6513,0.9083,0.8674,FLAT,-16.42,-32.26,-61.87,-66.18,47.6,126.71,4.1968,HIGH,EARLY,38.4785,31.9186,35.9427,0,-12.1192,WEAK,26.8346
330,-49,INSM,Insmed Incorporated,Health Care,Biotechnology,large,91.88,0.7686,0.9139,0.806,0.603,STRONG_UP,-52.68,-6.23,48.5,-56.54,52.8,72.34,1.7147,HIGH,EARLY,105.4695,127.3154,154.7316,0,-4.5441,WEAK,25.5313
370,145,VRRM,VERRA MOBILITY CORP CLASS A,Industrials,,mid,4.68,0.1574,1.1332,0.3509,0.2827,STRONG_UP,-77.96,-80.8,-81.81,-84.99,41.6,151.25,1.6532,HIGH,EARLY,8.3705,12.1968,19.0773,0,-22.2223,WEAK,24.3599
404,195,LMND,LEMONADE INC,Financials,,mid,55.86,1.079,1.1305,1.0309,0.9671,STRONG_UP,-29.44,31.65,251.1,-47.7,49.2,72.38,1.8004,HIGH,PROGRESS,55.1145,58.4316,63.8901,0,21.5154,WEAK,23.3549
449,0,PRIM,PRIMORIS SERVICES CORP,Industrials,,mid,93.88,1.054,0.7677,0.8432,0.6503,FLAT,-28.77,28.6,80.33,-53.74,54.8,123.64,1.9927,HIGH,EARLY,117.194,140.4526,136.7142,0,12.6751,WEAK,22.3514
653,209,BULL,WEBULL CORP CLASS A,Financials,,mid,6.12,0.4597,1.0471,0.8871,1.0593,FLAT,-40.29,-43.9,-44.86,-73.9,45.2,62.07,1.9137,HIGH,EARLY,6.4095,6.3662,8.5574,0,-31.9718,WEAK,17.6572
690,247,PEP,PepsiCo,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,large,144.32,0.9466,1.0707,0.9773,0.8406,STRONG_UP,1.73,15.5,-5.8,-16.25,47.2,20.02,1.6457,HIGH,EARLY,144.6285,150.1784,147.3988,0,36.5425,WEAK,16.8767
794,-50,ENSG,ENSIGN GROUP INC,Health Care,,large,151.65,0.8328,0.9633,0.8766,0.6667,STRONG_UP,-12.85,1.61,27.74,-29.71,47.6,27.59,2.1184,HIGH,EARLY,169.3815,181.9652,183.6184,0,2.7856,WEAK,15.3159
868,18,SR,SPIRE INC,Utilities,,mid,80.26,0.9252,1.0328,0.9433,0.8056,STRONG_UP,-0.43,12.89,46.3,-15.69,54.8,21.0,1.6524,HIGH,EARLY,83.8435,87.9604,84.7088,0,33.6237,WEAK,14.3344
1043,132,OPCH,OPTION CARE HEALTH INC,Health Care,,mid,21.38,0.5529,1.1118,1.1106,0.6661,STRONG_UP,-33.64,-32.53,-24.32,-46.65,44.4,61.42,1.5657,HIGH,PROGRESS,20.73,23.7908,28.7872,0,-23.5185,WEAK,11.6657
1046,-25,USLM,UNITED STATES LIME AND MINERALS IN,Materials,,mid,103.97,0.8586,1.0127,0.9672,0.8171,STRONG_UP,-14.43,4.76,59.81,-26.55,53.6,48.16,1.5886,HIGH,EARLY,107.1801,118.4754,121.5578,0,5.2988,WEAK,11.6378
1066,0,TYL,Tyler Technologies,Information Technology,Application Software,large,302.81,0.4249,1.0256,0.9951,0.8025,STRONG_UP,-33.21,-48.15,-37.17,-53.08,46.0,36.36,2.239,HIGH,EARLY,310.2175,323.9352,415.96,0,-60.919,WEAK,11.3471
1086,113,KR,Kroger,Consumer Staples,Food Retail,large,64.46,0.8346,1.0809,1.0204,0.7915,STRONG_UP,3.54,1.83,30.85,-19.44,48.4,27.39,1.5278,HIGH,EARLY,64.7926,66.6403,66.0303,0,3.2393,WEAK,10.9067
1106,129,FRSH,FRESHWORKS INC CLASS A,Information Technology,,mid,9.39,0.4924,1.0219,1.1241,1.0815,FLAT,-28.05,-39.92,-26.53,-56.07,45.6,48.35,2.8538,HIGH,SHIFT,9.272,8.7552,10.4229,0,-37.6525,WEAK,10.5455
1229,102,ACIW,ACI WORLDWIDE INC,Information Technology,,mid,43.73,0.7616,1.0774,1.055,0.9904,STRONG_UP,-3.83,-7.08,27.31,-28.25,51.6,37.35,1.5134,HIGH,SHIFT,42.6175,42.7488,45.381,0,-9.7758,WEAK,8.8083
1483,-30,CPB,Campbell's Company (The),Consumer Staples,Packaged Foods & Meats,mid,22.88,0.5944,1.1081,1.1418,0.9848,FLAT,-16.98,-27.47,-41.78,-38.53,44.8,27.73,1.5718,HIGH,SHIFT,20.8495,20.8676,26.1898,0,-44.3833,WEAK,3.3225
