rank,delta_rank,ticker,name,sector,cap_band,close,peer_rs_score,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
14,0,RSG.AX,Resolute Mining Limited,Gold,mid,1.135,80.92,-0.0565,-0.0368,0.0165,STRONG_DOWN,3.18,99.12,110.19,-31.25,51.59,67.11,1.6242,HIGH,EARLY,1.2676,1.3207,1.1903,0,76.1995,LAGGARD,28.7603
15,0,DTR.AX,Dateline Resources Limited,Gold,mid,0.155,59.87,-0.0751,-0.2708,-0.3778,STRONG_UP,-35.42,55.0,1450.0,-76.15,45.63,96.08,0.5022,LOW,EARLY,0.1892,0.277,0.3197,0,26.1204,LAGGARD,27.8485
16,0,TOK.AX,Tolu Minerals Limited,Gold,small,1.65,77.63,0.1936,0.1907,0.3751,FLAT,36.93,94.12,230.0,-33.13,46.03,56.83,10.2427,HIGH,-,1.4353,1.4672,1.3301,1,76.2315,LEADER,27.7878
23,0,ORP.AX,Orpheus Uranium Limited,Gold,small,0.072,88.82,0.1144,0.1268,0.3866,STRONG_DOWN,56.52,148.28,-15.29,-30.0,34.92,72.78,1.7498,HIGH,-,0.0688,0.0648,0.0548,1,71.1431,LEADER,25.2421
24,0,WGX.AX,Westgold Resources Limited,Gold,large,4.89,61.18,-0.015,-0.0435,-0.0581,STRONG_UP,-16.55,55.99,116.32,-39.5,51.59,62.62,0.8673,LOW,EARLY,5.2135,5.7084,5.7741,0,46.1318,LAGGARD,25.1909
27,0,BM1.AX,Ballard Mining Limited,Gold,small,0.7,75.66,-0.0518,-0.0192,0.0873,STRONG_DOWN,12.0,89.19,89.19,-43.65,44.3,80.25,2.1834,HIGH,-,0.743,0.7097,0.675,1,49.2347,LEADER,22.9789
36,0,VAU.AX,Vault Minerals Limited,Gold,mid,4.14,59.21,0.0139,-0.0358,-0.0158,FLAT,-14.33,53.76,46.77,-41.81,51.19,61.15,0.3164,LOW,EARLY,4.4195,4.4872,4.7645,0,45.0062,LAGGARD,21.1099
37,0,SBM.AX,St Barbara Limited,Gold,mid,0.565,66.45,-0.0032,-0.0407,-0.0612,STRONG_UP,3.67,66.18,145.65,-39.53,43.65,67.63,0.5178,LOW,EARLY,0.6022,0.634,0.5939,0,42.7119,LAGGARD,21.0884
42,0,EVN.AX,Evolution Mining Limited,Gold,large,11.73,54.61,-0.0172,-0.0178,0.0089,FLAT,1.4,40.76,227.59,-34.92,53.17,62.71,0.4886,LOW,EARLY,12.3745,12.7716,12.2391,0,34.5584,LAGGARD,20.4
44,0,RMS.AX,Ramelius Resources Limited,Gold,large,3.05,32.89,-0.0195,-0.0502,-0.0983,STRONG_UP,-13.45,11.67,,-39.03,47.62,58.55,1.3708,MED,EARLY,3.2935,3.5572,3.8067,0,9.4941,WEAK,19.1915
45,0,PEC.AX,Perpetual Resources Limited,Gold,small,0.017,51.32,0.254,0.5,0.7117,STRONG_DOWN,78.95,36.0,13.33,-70.37,27.78,96.68,6.889,HIGH,-,0.0138,0.0123,0.012,1,10.3442,CONTENDER,18.8001
49,0,PRU.AX,Perseus Mining Limited,Gold,large,5.01,50.66,0.0069,-0.0091,0.0958,FLAT,-7.28,32.81,124.72,-28.47,49.21,44.53,0.4349,LOW,EARLY,5.3,5.4008,5.2193,0,36.2627,LAGGARD,18.2494
58,0,A8G.AX,Australasian Metals Limited,Gold,small,0.1,55.92,0.1036,0.2598,0.3858,STRONG_DOWN,25.0,44.93,25.0,-58.71,19.84,53.91,1.8811,HIGH,-,0.0891,0.0795,0.0879,1,16.5343,CONTENDER,17.6499
