rank,delta_rank,ticker,name,sector,industry,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
257,2,EXTR,EXTREME NETWORKS INC,Information Technology,,mid,17.37,1.1725,1.0896,1.1908,1.1329,FLAT,-16.97,50.91,56.91,-39.87,54.22,35.47,1.6406,HIGH,SHIFT,15.448,14.8344,17.7097,0,77.8253,WEAK,32.1991
269,54,SEZL,SEZZLE INC,Financials,,mid,59.705,1.2014,0.8415,0.894,0.7882,FLAT,-26.91,54.64,429.85,-72.02,52.21,105.64,2.5071,HIGH,EARLY,66.3958,66.8949,84.9479,0,27.0026,WEAK,31.6219
318,47,PLTR,Palantir Technologies,Information Technology,Application Software,large,128.06,1.1236,0.8395,0.8156,0.735,STRONG_UP,-30.95,44.62,460.68,-38.19,55.02,55.63,2.2699,HIGH,EARLY,147.7585,144.3344,164.1583,0,44.1296,WEAK,29.5137
472,177,ADPT,ADAPTIVE BIOTECHNOLOGIES CORP,Health Care,,mid,12.79,1.2515,0.8809,1.0043,0.8267,FLAT,-18.27,61.08,388.17,-39.35,49.8,70.9,1.6276,HIGH,EARLY,13.6555,15.0744,14.7092,0,42.9046,WEAK,24.3411
546,60,ZS,Zscaler,Technology,EDP Services,large,118.05,0.463,0.8205,0.7612,0.5549,STRONG_UP,-62.55,-40.4,-36.11,-64.89,51.41,60.8,1.9184,HIGH,EARLY,142.207,157.3274,246.5983,0,-34.163,WEAK,22.5235
597,48,AXON,Axon Enterprise,Industrials,Aerospace & Defense,large,345.94,0.4732,0.8122,0.6772,0.5579,STRONG_UP,-52.87,-39.09,6.74,-60.28,52.61,69.39,1.604,HIGH,EARLY,442.728,467.428,629.6141,0,-29.6394,WEAK,21.5092
758,83,NOW,ServiceNow,Information Technology,Systems Software,large,83.0,0.4104,0.7859,0.7183,0.5963,STRONG_UP,-54.79,-47.18,-46.2,-60.28,48.19,53.12,2.8671,HIGH,EARLY,104.655,107.7774,158.0091,0,-42.8002,WEAK,18.5297
779,34,INTU,Intuit,Information Technology,Application Software,large,350.94,0.4682,0.818,0.7909,0.5544,STRONG_UP,-45.32,-39.73,-43.27,-56.24,49.0,53.09,1.8337,HIGH,EARLY,424.4963,424.628,613.6865,0,-36.6714,WEAK,18.1421
781,51,CRWD,CrowdStrike,Information Technology,Systems Software,large,379.02,0.7792,0.9221,0.8392,0.8205,STRONG_UP,-25.56,0.3,19.26,-37.18,52.21,54.53,2.1893,HIGH,EARLY,405.556,407.5012,461.8679,0,0.2838,WEAK,18.0973
846,171,FICO,Fair Isaac,Information Technology,Application Software,large,922.37,0.3795,0.8174,0.8245,0.5642,FLAT,-46.02,-51.16,-22.6,-58.19,51.0,62.32,3.1209,HIGH,EARLY,1080.994,1251.6742,1524.2532,0,-41.8649,WEAK,16.7292
885,162,CVLT,COMMVAULT SYSTEMS INC,Information Technology,,mid,88.87,0.4528,1.0914,1.0746,0.7291,STRONG_UP,-49.65,-41.72,-9.24,-61.53,51.81,77.21,4.8118,HIGH,SHIFT,79.655,83.652,137.9589,0,-27.9958,WEAK,15.6322
945,95,BRZE,BRAZE INC CLASS A,Information Technology,,mid,18.97,0.5077,0.7955,0.9981,0.6427,FLAT,-31.19,-34.65,-56.13,-57.2,47.79,80.7,1.714,HIGH,EARLY,20.9637,19.5514,26.4595,0,-20.5218,WEAK,14.7344
1057,109,SYY,Sysco,Consumer Staples,Food Distributors,large,72.82,0.8264,0.9642,0.8447,1.0062,FLAT,-5.29,6.37,0.57,-23.98,48.59,43.4,2.109,HIGH,EARLY,77.7991,83.0664,78.0695,0,7.1276,WEAK,12.6818
1175,25,QLYS,QUALYS INC,Information Technology,,mid,76.2,0.477,0.8182,0.7681,0.583,STRONG_UP,-41.29,-38.6,-54.31,-50.46,48.59,54.71,1.6386,HIGH,EARLY,90.243,99.406,127.0154,0,-34.2802,WEAK,10.5748
1184,63,FIS,Fidelity National Information Services,Financials,Transaction & Payment Processing Services,large,43.37,0.4777,0.901,0.8607,0.6667,STRONG_UP,-35.82,-38.51,-37.18,-46.24,46.99,35.0,1.581,HIGH,EARLY,47.691,49.0418,63.1943,0,-51.7064,WEAK,10.4176
1331,79,FTNT,Fortinet,Information Technology,Systems Software,large,76.7,0.6097,0.9039,0.8884,0.9863,FLAT,-11.01,-21.52,12.43,-31.56,52.61,36.44,1.797,HIGH,EARLY,81.528,81.6668,84.6634,0,-31.0672,WEAK,7.5356
1358,47,AJG,Arthur J. Gallagher & Co.,Financials,Insurance Brokers,large,213.55,0.5016,0.9445,1.0223,0.8247,FLAT,-28.94,-35.43,-8.69,-40.88,50.2,34.33,1.7751,HIGH,EARLY,214.1465,219.6674,264.2904,0,-51.8136,WEAK,6.9845
1503,-7,AON,Aon plc,Financials,Insurance Brokers,large,312.57,0.6481,0.9293,0.9673,0.9077,FLAT,-13.28,-16.59,1.75,-19.01,50.2,31.79,1.5787,HIGH,EARLY,322.4705,327.1172,347.1476,0,-26.1919,WEAK,3.0814
