rank,delta_rank,ticker,name,sector,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
4,0,DTR.AX,Dateline Resources Limited,Gold,mid,0.24,3.5245,0.9248,0.5934,0.8421,FLAT,-5.88,566.67,2081.82,-71.54,47.43,106.71,0.7126,LOW,EARLY,0.2813,0.3719,0.3162,0,251.8696,WEAK,68.0192
9,15,ERM.AX,Emmerson Resources Limited,Gold,small,0.42,1.586,1.0141,1.0897,1.5228,STRONG_DOWN,47.37,200.0,740.0,-23.81,44.27,69.77,1.5881,HIGH,-,0.4017,0.3864,0.2905,1,126.9027,TREND+LEAD,35.6238
22,42,AS1.AX,Asara Resources Limited,Gold,small,0.15,1.9825,1.3582,1.1675,1.3597,FLAT,105.48,275.0,1150.0,-35.48,37.15,136.29,5.0596,HIGH,-,0.135,0.1312,0.0962,1,74.9597,TREND+LEAD,28.1154
29,12,ORP.AX,Orpheus Uranium Limited,Gold,small,0.069,1.1399,0.88,1.2288,1.1372,FLAT,25.45,115.62,-26.6,-37.84,38.26,79.29,1.8983,HIGH,-,0.0646,0.0626,0.05,1,55.7928,TREND+LEAD,23.7288
33,9,TAM.AX,Tanami Gold NL,Gold,small,0.079,1.1601,0.7451,0.9433,0.8593,FLAT,19.7,119.44,113.51,-36.8,39.13,93.82,3.1803,HIGH,-,0.092,0.0976,0.0783,1,49.8173,TREND+LEAD,22.2118
43,-5,NST.AX,Northern Star Resources Limited,Gold,large,21.16,0.5791,0.9081,0.9082,0.8371,FLAT,-12.82,9.54,54.07,-45.32,53.36,66.41,1.0595,MED,EARLY,22.425,23.0461,23.584,0,7.6688,WEAK,20.2335
51,6,HAW.AX,Hawthorn Resources Limited,Gold,small,0.098,0.9594,0.8874,1.0726,0.7352,FLAT,11.36,81.48,40.0,-40.69,26.48,57.79,1.5716,HIGH,-,0.1017,0.0978,0.0884,1,37.3357,TREND_ONLY,18.9155
57,-6,AAU.AX,Antilles Gold Limited,Gold,small,0.011,1.4538,0.7662,0.8256,0.8547,STRONG_DOWN,37.5,175.0,0.0,-35.29,28.06,136.67,3.4368,HIGH,-,0.0131,0.0136,0.0103,1,35.9296,TREND+LEAD,17.847
61,0,RMS.AX,Ramelius Resources Limited,Gold,large,3.52,0.6624,0.9402,0.9387,0.8422,STRONG_UP,4.92,25.29,87.57,-33.84,47.83,58.34,0.8127,LOW,EARLY,3.712,3.8778,3.744,0,20.7335,WEAK,17.3359
62,1,GMN.AX,Gold Mountain Limited,Gold,small,0.125,0.6608,0.9055,1.0945,1.8374,STRONG_DOWN,92.31,25.0,-37.5,-70.0,32.81,143.37,2.9398,HIGH,-,0.1215,0.1159,0.0858,1,5.7212,TREND_ONLY,17.1296
69,2,PNR.AX,Pantoro Gold Limited,Gold,mid,3.39,0.5498,0.9563,0.9204,0.7682,STRONG_UP,-30.1,3.99,131.87,-52.82,51.38,83.56,0.5443,LOW,EARLY,3.5665,3.8582,4.7505,0,2.452,WEAK,16.0795
71,-4,SMI.AX,Santana Minerals Limited,Gold,mid,0.63,0.5792,0.9669,0.9735,0.6589,FLAT,-23.17,9.57,73.39,-52.14,47.43,59.09,0.7028,LOW,EARLY,0.64,0.7277,0.8025,0,7.6778,WEAK,15.9211
75,22,RTG.AX,RTG Mining Inc.,Gold,small,0.046,0.7845,0.9687,1.4647,1.283,FLAT,76.92,48.39,,-40.54,31.23,70.17,2.1526,HIGH,-,0.0411,0.0381,0.0331,1,21.5353,TREND_ONLY,15.313
83,-24,STK.AX,Strickland Metals Limited,Gold,mid,0.14,0.7049,0.8743,0.6396,0.6768,FLAT,-15.15,33.33,40.0,-42.86,35.97,81.49,0.5764,LOW,EARLY,0.1832,0.1988,0.1854,0,14.7135,WEAK,14.6644
87,-12,TCG.AX,Turaco Gold Limited,Gold,mid,0.58,0.6814,0.9134,0.9449,0.9416,FLAT,41.46,28.89,176.19,-37.36,46.64,75.44,0.4836,LOW,EARLY,0.6092,0.6439,0.5977,0,17.8603,WEAK,13.8258
88,37,HMG.AX,Hamelin Gold Limited,Gold,small,0.135,0.7209,1.2474,1.2335,1.9579,FLAT,80.0,36.36,90.14,-48.48,30.04,170.62,2.322,HIGH,-,0.1082,0.1222,0.0846,1,6.4023,TREND_ONLY,13.6645
92,-15,CYL.AX,Catalyst Metals Limited,Gold,mid,5.45,0.4739,0.9139,0.8409,0.7739,STRONG_UP,-23.35,-10.36,598.72,-47.72,48.62,76.45,0.9538,LOW,EARLY,6.026,6.4918,7.1522,0,-6.5898,WEAK,12.9985
100,-2,ATM.AX,Aneka Tambang (Persero) Tbk,Gold,large,0.975,0.5738,0.9196,1.0401,1.0606,STRONG_DOWN,2.63,8.53,-1.88,-26.41,21.34,10.51,0.0,LOW,PROGRESS,0.974,0.9866,1.0035,0,17.3174,WEAK,11.9475
102,19,HMX.AX,Hammer Metals Limited,Gold,small,0.034,0.4993,0.9329,1.0507,0.9246,FLAT,25.93,-5.56,-12.82,-50.0,31.62,76.36,2.2643,HIGH,-,0.0338,0.0361,0.0338,1,-2.3005,TREND_ONLY,11.9173
127,10,GUL.AX,Gullewa Limited,Gold,small,0.1,0.6447,0.9055,1.1421,1.1572,STRONG_DOWN,19.05,21.95,99.28,-30.0,25.69,61.07,1.9179,HIGH,-,0.0946,0.0968,0.0868,1,9.2341,TREND_ONLY,9.0107
