rank,delta_rank,ticker,name,sector,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
19,7,GMD.AX,Genesis Minerals Limited,Gold,large,5.89,0.7782,0.9067,0.8308,0.7688,STRONG_UP,-0.67,57.07,204.39,-36.46,53.17,67.34,1.5959,HIGH,EARLY,6.2085,6.904,5.8922,0,45.0584,WEAK,27.8912
27,12,RXR.AX,Robex Resources Inc.,Gold,mid,5.92,0.8125,0.9312,0.876,0.9828,FLAT,48.0,63.99,63.99,-32.16,52.91,60.02,2.0665,HIGH,-,6.34,6.6284,4.9738,1,56.4088,TREND_ONLY,24.9863
33,7,TCG.AX,Turaco Gold Limited,Gold,mid,0.61,0.7556,0.9484,0.8968,0.6913,STRONG_UP,38.64,52.5,238.89,-37.36,46.83,68.25,1.736,HIGH,-,0.654,0.6937,0.5788,1,36.0231,TREND_ONLY,23.2
41,-10,NST.AX,Northern Star Resources Limited,Gold,large,20.36,0.562,1.0187,0.7665,0.7267,STRONG_UP,-14.15,13.44,44.85,-45.32,55.56,71.19,1.2028,MED,EARLY,22.161,25.8508,22.8992,0,10.4858,WEAK,21.8345
42,4,VAU.AX,Vault Minerals Limited,Gold,mid,4.17,0.7162,0.9757,0.8433,0.7328,STRONG_UP,-2.18,44.55,64.68,-41.81,50.0,58.89,1.2051,MED,EARLY,4.5363,5.1867,4.3212,0,37.8265,WEAK,21.7865
44,10,CMM.AX,Capricorn Metals Ltd,Gold,mid,11.0,0.6732,0.9625,0.8312,0.7269,STRONG_UP,-17.32,35.87,107.64,-41.12,55.56,61.95,1.2144,MED,EARLY,11.6448,13.1923,12.3449,0,32.1721,WEAK,20.4695
46,19,TOK.AX,Tolu Minerals Limited,Gold,small,1.555,0.8467,0.9142,1.2341,1.1147,FLAT,20.08,70.88,170.43,-33.13,43.25,61.74,8.4966,HIGH,-,1.4093,1.3739,1.1948,1,49.6521,TREND_ONLY,20.0997
53,5,PNR.AX,Pantoro Gold Limited,Gold,mid,3.32,0.5864,0.955,0.6668,0.6425,STRONG_UP,-45.57,18.36,178.99,-52.82,51.98,82.49,0.6422,LOW,EARLY,3.805,4.6288,4.6934,0,11.5694,WEAK,17.7778
62,12,MOH.AX,Moho Resources Limited,Gold,small,0.008,0.991,1.0033,1.1468,0.9463,FLAT,33.33,100.0,33.33,-57.14,16.67,172.79,2.2379,HIGH,-,0.0073,0.0083,0.007,1,9.6475,TREND_ONLY,16.4166
76,-9,SMI.AX,Santana Minerals Limited,Gold,mid,0.67,0.6036,0.8459,0.8731,0.6891,FLAT,-16.77,21.82,52.27,-43.16,47.22,59.01,0.5474,LOW,EARLY,0.7908,0.9217,0.7905,0,17.459,WEAK,15.2993
83,0,CYL.AX,Catalyst Metals Limited,Gold,mid,6.3,0.5291,0.9466,0.8642,0.81,STRONG_UP,-21.84,6.78,763.01,-41.6,48.41,76.28,0.8069,LOW,EARLY,6.5075,7.5868,7.0278,0,4.3026,WEAK,13.3666
102,-11,BC8.AX,Black Cat Syndicate Limited,Gold,mid,0.995,0.4718,0.9406,0.7338,0.7593,FLAT,-30.66,-4.78,314.58,-41.51,49.21,68.26,0.8279,LOW,EARLY,1.149,1.3231,1.126,0,-3.4494,WEAK,11.0125
110,6,ATM.AX,Aneka Tambang (Persero) Tbk,Gold,large,0.995,0.5239,0.9406,1.1468,1.1077,FLAT,-2.93,5.75,0.13,-26.41,20.24,25.25,0.0,LOW,PROGRESS,0.995,1.0158,1.0194,0,4.606,WEAK,10.5395
