rank,delta_rank,ticker,name,sector,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
4,0,TM1.AX,Terra Metals Limited,Gold,small,0.305,6.6345,1.0639,0.9516,1.9745,FLAT,69.44,1425.0,416.95,-46.49,42.0,175.26,2.0266,HIGH,-,0.2862,0.3336,0.1685,1,341.4927,TREND+LEAD,94.2882
11,24,ERM.AX,Emmerson Resources Limited,Gold,small,0.38,1.5745,0.9574,1.1687,1.2084,STRONG_DOWN,65.22,261.9,708.51,-23.81,43.2,74.68,5.5715,HIGH,-,0.3748,0.3387,0.2578,1,151.5036,TREND+LEAD,41.2966
16,14,HRN.AX,Horizon Gold Limited,Gold,small,1.28,1.4278,0.8862,1.0224,1.3648,STRONG_DOWN,100.0,228.21,412.0,-21.68,39.6,68.05,7.6495,HIGH,-,1.3543,1.206,0.7974,1,132.7983,TREND+LEAD,36.5249
24,-5,RRL.AX,Regis Resources Limited,Gold,mid,6.72,0.7612,0.9736,0.8131,0.8119,STRONG_UP,14.25,74.96,237.12,-39.58,54.8,64.57,1.5551,HIGH,-,6.9544,7.8011,6.2639,1,63.6209,TREND_ONLY,30.1906
30,-7,GMD.AX,Genesis Minerals Limited,Gold,large,5.87,0.7533,0.9473,0.8715,0.7056,STRONG_UP,-4.4,73.16,216.44,-36.46,53.6,69.5,1.1761,MED,EARLY,6.0735,6.837,5.9072,0,56.4198,WEAK,27.6966
41,-2,VAU.AX,Vault Minerals Limited,Gold,mid,4.12,0.6904,0.9436,0.8206,0.6749,STRONG_UP,-6.18,58.69,66.93,-41.81,50.4,60.86,1.0202,MED,EARLY,4.4154,5.1131,4.3374,0,48.6009,WEAK,24.0019
43,0,SMI.AX,Santana Minerals Limited,Gold,mid,0.675,0.691,0.9206,0.8352,0.676,STRONG_UP,-13.46,58.82,49.45,-43.16,47.6,61.32,1.1429,MED,EARLY,0.7745,0.9031,0.7918,0,45.6621,WEAK,23.7917
48,-11,NST.AX,Northern Star Resources Limited,Gold,large,21.91,0.5245,1.0712,0.8033,0.8024,STRONG_UP,-9.51,20.56,55.56,-45.32,55.6,71.24,1.1686,MED,PROGRESS,21.397,25.6088,22.9195,0,16.0478,WEAK,22.9758
53,-10,PNR.AX,Pantoro Gold Limited,Gold,mid,3.5,0.6292,0.9982,0.6938,0.6054,STRONG_UP,-44.53,44.63,178.22,-52.82,52.8,84.77,0.9223,LOW,EARLY,3.6155,4.5456,4.6972,0,27.7971,WEAK,20.8007
55,-17,CMM.AX,Capricorn Metals Ltd,Gold,mid,10.94,0.5901,0.9709,0.8305,0.6839,STRONG_UP,-18.5,35.63,111.68,-41.12,55.6,64.57,1.3531,MED,EARLY,11.3364,13.0257,12.3545,0,30.6817,WEAK,20.1709
61,-11,GUL.AX,Gullewa Limited,Gold,small,0.092,0.8973,0.8972,0.9903,0.7941,FLAT,13.58,106.25,80.0,-34.74,26.8,66.24,2.8083,HIGH,-,0.0978,0.0986,0.0836,1,42.9876,TREND_ONLY,18.9624
66,-1,OBM.AX,Ora Banda Mining Ltd,Gold,mid,1.12,0.5156,0.911,0.849,0.6549,STRONG_UP,-10.76,18.52,267.21,-50.0,50.8,96.13,1.0275,MED,EARLY,1.2422,1.2808,1.1368,0,9.7861,WEAK,18.5393
80,-3,CYL.AX,Catalyst Metals Limited,Gold,mid,6.12,0.4738,0.9251,0.8297,0.7536,STRONG_UP,-24.07,8.9,813.43,-41.6,48.4,79.47,1.1072,MED,EARLY,6.347,7.4728,7.0342,0,5.4185,WEAK,15.0833
83,-1,BC8.AX,Black Cat Syndicate Limited,Gold,mid,1.025,0.5126,0.9943,0.7331,0.7092,STRONG_UP,-27.05,17.82,301.96,-41.51,49.6,69.53,0.9165,LOW,EARLY,1.1035,1.3041,1.128,0,12.7093,WEAK,14.9059
124,-15,ATM.AX,Aneka Tambang (Persero) Tbk,Gold,large,0.995,0.46,0.907,1.0764,1.0609,FLAT,-2.93,5.75,0.13,-26.41,20.4,25.25,0.0,LOW,PROGRESS,0.995,1.0166,1.0197,0,4.6424,WEAK,10.5475
