rank,delta_rank,ticker,name,sector,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
4,1,DTR.AX,Dateline Resources Limited,Gold,mid,0.2,2.9154,1.0134,0.7713,0.7846,FLAT,-27.27,440.54,1566.67,-71.54,47.43,108.36,0.4212,LOW,EARLY,0.2337,0.3508,0.3187,0,192.828,WEAK,56.9377
9,5,NMG.AX,New Murchison Gold Limited,Gold,small,0.045,1.618,1.0905,1.0665,0.8542,STRONG_UP,25.0,200.0,350.0,-50.67,39.2,79.61,1.5269,HIGH,-,0.0476,0.0484,0.0426,1,98.4801,TREND+LEAD,37.4242
14,-1,WGX.AX,Westgold Resources Limited,Gold,large,5.14,1.0748,1.0106,0.9208,0.8545,STRONG_UP,-9.67,99.29,129.39,-37.64,51.78,63.02,0.9659,LOW,EARLY,5.711,5.9384,5.6237,0,81.5782,WEAK,30.8579
23,35,BEZ.AX,Besra Gold Inc,Gold,small,0.13,1.7101,1.3802,1.286,1.9616,FLAT,251.35,217.07,30.0,-58.33,42.29,223.88,1.5195,HIGH,-,0.1087,0.1117,0.0719,1,41.0042,TREND+LEAD,25.4738
26,7,AS1.AX,Asara Resources Limited,Gold,small,0.135,1.8203,1.0033,1.0591,1.2222,STRONG_DOWN,68.75,237.5,1127.27,-35.48,37.55,134.2,2.4331,HIGH,-,0.1353,0.1319,0.099,1,66.454,TREND+LEAD,24.9835
34,3,VAU.AX,Vault Minerals Limited,Gold,mid,4.38,0.857,1.0279,1.0579,0.9608,FLAT,-11.84,58.89,43.84,-41.81,50.2,58.77,1.0196,MED,EARLY,4.679,4.5516,4.6513,0,50.3056,WEAK,23.3417
38,11,BM1.AX,Ballard Mining Limited,Gold,small,0.69,1.0058,0.9615,1.1213,0.9964,FLAT,0.0,86.49,86.49,-43.65,43.46,82.41,2.1322,HIGH,-,0.715,0.706,0.6543,1,45.6098,TREND+LEAD,22.6958
42,-10,GMD.AX,Genesis Minerals Limited,Gold,large,6.04,0.8268,1.0327,1.0194,0.9915,STRONG_UP,-3.97,53.3,215.4,-36.46,51.78,66.13,0.8349,LOW,EARLY,6.242,6.2332,6.2422,0,41.7337,WEAK,22.1956
52,8,STK.AX,Strickland Metals Limited,Gold,mid,0.11,0.5393,0.8175,0.5959,0.5885,STRONG_UP,-38.89,0.0,11.11,-55.1,35.18,82.8,4.6882,HIGH,EARLY,0.1603,0.1877,0.1849,0,0.0,WEAK,19.67
54,-18,RRL.AX,Regis Resources Limited,Gold,mid,6.4,0.7717,1.0664,0.948,0.922,STRONG_UP,-7.68,43.09,206.14,-39.58,53.36,58.46,0.8519,LOW,EARLY,6.9935,7.0593,6.6917,0,39.3274,WEAK,19.3009
56,-3,NST.AX,Northern Star Resources Limited,Gold,large,20.0,0.5848,1.0409,0.9544,0.8407,STRONG_UP,-23.91,8.42,39.74,-45.32,52.96,65.89,0.713,LOW,EARLY,21.469,21.9422,23.7499,0,6.7676,WEAK,18.9403
57,-1,RMS.AX,Ramelius Resources Limited,Gold,large,3.21,0.6936,0.9995,0.9129,0.8439,STRONG_UP,-9.16,28.59,,-35.84,47.43,58.21,0.6167,LOW,EARLY,3.558,3.7457,3.7711,0,23.298,WEAK,18.5258
58,-13,TCG.AX,Turaco Gold Limited,Gold,mid,0.54,0.7468,1.0561,0.9451,0.9703,FLAT,18.68,38.46,140.0,-37.93,47.43,75.77,4.8292,HIGH,EARLY,0.5877,0.6199,0.6015,0,24.0759,WEAK,18.5046
63,0,SMI.AX,Santana Minerals Limited,Gold,mid,0.615,0.6143,1.0629,1.0213,0.8133,STRONG_UP,-29.31,13.89,57.02,-52.14,47.43,59.12,0.3292,LOW,EARLY,0.6273,0.6981,0.804,0,11.1426,WEAK,17.4603
71,1,BC8.AX,Black Cat Syndicate Limited,Gold,mid,1.055,0.6897,0.9601,0.9525,0.9336,STRONG_UP,-0.47,27.88,201.43,-41.51,50.2,76.18,0.8035,LOW,EARLY,1.1695,1.1522,1.1843,0,18.3712,WEAK,15.9667
75,-13,PNR.AX,Pantoro Gold Limited,Gold,mid,3.11,0.5177,1.0108,0.9262,0.7547,STRONG_UP,-38.78,-4.01,101.03,-52.82,50.99,82.41,0.6114,LOW,EARLY,3.4285,3.576,4.7397,0,-2.4826,WEAK,15.159
81,40,RR1.AX,Reach Resources Limited,Gold,small,0.013,0.7012,1.4492,1.6432,0.9563,FLAT,30.0,30.0,-7.14,-52.94,28.85,140.3,8.9316,HIGH,-,0.01,0.0104,0.0116,1,6.1689,TREND_ONLY,14.5533
86,4,ODY.AX,Odyssey Gold Limited,Gold,small,0.036,0.7767,0.9788,1.1376,1.4123,STRONG_DOWN,24.14,44.0,56.52,-44.44,38.74,111.11,3.3927,HIGH,-,0.0376,0.0363,0.0333,1,15.3412,TREND_ONLY,13.7716
103,-28,CYL.AX,Catalyst Metals Limited,Gold,mid,5.46,0.4213,1.0967,0.9368,0.8591,STRONG_UP,-25.31,-21.89,451.52,-47.72,48.62,76.78,0.8809,LOW,EARLY,5.7295,6.1666,7.1739,0,-13.8606,WEAK,11.6483
106,-10,ATM.AX,Aneka Tambang (Persero) Tbk,Gold,large,0.98,0.5703,1.1205,1.1318,1.1477,STRONG_DOWN,0.51,5.75,0.45,-26.41,21.34,8.12,0.0,LOW,PROGRESS,0.9718,0.9845,0.9996,0,15.1011,WEAK,11.5385
113,13,WSR.AX,Westar Resources Limited,Gold,small,0.007,0.7551,1.1148,1.1376,1.177,STRONG_DOWN,0.0,40.0,-22.22,-45.0,11.46,111.98,1.644,HIGH,-,0.0068,0.0064,0.0068,1,4.0936,TREND_ONLY,11.1027
114,-1,GUL.AX,Gullewa Limited,Gold,small,0.1,0.7705,1.1375,1.1975,1.2521,STRONG_DOWN,23.46,42.86,95.65,-30.0,26.09,61.78,1.94,HIGH,-,0.0961,0.0961,0.0876,1,18.0988,TREND_ONLY,11.0573
