rank,delta_rank,ticker,name,sector,industry,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
261,136,GRAL,GRAIL INC,Health Care,,mid,50.78,1.6363,0.9183,1.0423,0.4987,FLAT,-19.17,103.94,271.74,-62.92,50.6,135.02,1.6816,HIGH,PROGRESS,49.0065,67.1676,66.2125,0,38.9509,WEAK,31.4467
343,82,EXTR,EXTREME NETWORKS INC,Information Technology,,mid,16.5,1.0781,1.0522,1.1559,1.04,FLAT,-17.71,34.36,43.35,-39.87,54.22,32.83,1.5049,HIGH,SHIFT,15.138,14.7282,17.7091,0,56.7548,WEAK,27.4908
349,173,SGHC,SUPER GROUP LTD,Consumer Discretionary,,mid,10.93,1.2675,0.9711,1.0055,1.0731,STRONG_DOWN,-17.74,57.98,256.17,-39.53,51.81,49.32,1.5204,HIGH,SHIFT,10.6534,10.1747,11.2578,0,60.9032,WEAK,27.2686
396,26,PSKY,Paramount Skydance Corporation,Communication Services,Movies & Entertainment,large,10.82,0.7918,1.1338,1.0518,0.8944,STRONG_UP,-41.02,-1.32,2.07,-55.05,46.99,65.48,1.5317,HIGH,SHIFT,9.4319,10.4337,13.5137,0,-0.9471,WEAK,25.6247
487,174,CCL,Carnival,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",large,28.03,1.1522,1.0222,1.0684,0.8921,FLAT,-1.92,43.6,81.67,-29.3,52.21,58.87,1.9139,HIGH,PROGRESS,25.2145,28.4897,28.81,0,38.6657,WEAK,23.2646
563,302,OSCR,OSCAR HEALTH INC CLASS A,Financials,,mid,14.64,0.9382,1.2097,1.0997,0.9037,STRONG_UP,-34.85,16.93,4.65,-51.71,45.78,61.55,1.8745,HIGH,SHIFT,12.584,13.202,16.036,0,12.5945,WEAK,21.5132
567,36,AXON,Axon Enterprise,Industrials,Aerospace & Defense,large,391.53,0.5611,0.896,0.738,0.6415,STRONG_UP,-45.21,-30.06,25.78,-57.19,53.01,66.66,1.5956,HIGH,EARLY,458.713,476.6842,634.0152,0,-23.9077,WEAK,21.4547
572,40,SLNO,SOLENO THERAPEUTICS INC,Health Care,,mid,52.6,0.667,1.3783,1.294,1.2054,STRONG_UP,-15.31,-16.86,28.01,-66.04,47.79,89.25,4.6256,HIGH,SHIFT,36.5298,38.5539,56.9083,0,-9.0302,WEAK,21.358
579,-48,UAL,United Airlines Holdings,Industrials,Passenger Airlines,large,96.3,1.0909,0.9817,1.056,0.8402,FLAT,-0.36,35.96,121.69,-27.5,51.81,56.85,2.3088,HIGH,PROGRESS,91.331,100.907,99.7361,0,32.7714,WEAK,21.1378
769,195,COMP,COMPASS INC CLASS A,Real Estate,,mid,7.44,0.7425,1.0044,0.8427,0.6392,STRONG_UP,0.4,-7.46,92.75,-50.81,48.19,70.98,1.5529,HIGH,EARLY,7.712,9.5712,9.0823,0,-5.0666,WEAK,17.2499
1090,-42,SKYW,SKYWEST INC,Industrials,,mid,95.15,0.8455,0.9843,1.0335,0.9899,FLAT,-4.12,5.38,36.95,-28.96,47.79,39.3,1.7062,HIGH,PROGRESS,91.2915,97.5766,103.2089,0,6.5455,WEAK,11.5462
1145,62,TENB,TENABLE HOLDINGS INC,Information Technology,,mid,17.93,0.4233,1.0193,0.8657,0.7632,STRONG_UP,-38.57,-47.25,-63.49,-53.36,44.98,54.9,1.8098,HIGH,EARLY,18.8575,20.0794,26.5866,0,-38.7116,WEAK,10.4791
1165,6,MGRC,MCGRATH RENT,Industrials,,mid,112.27,0.8547,0.9716,1.0758,1.0771,STRONG_DOWN,-1.13,6.53,-3.36,-24.87,48.59,28.47,1.5065,HIGH,SHIFT,107.969,111.447,112.8292,0,11.1384,WEAK,10.1208
1253,67,TMHC,TAYLOR MORRISON HOME CORP,Consumer Discretionary,,mid,59.01,0.8246,0.9809,0.9786,1.0272,FLAT,-6.87,2.77,-0.02,-22.2,46.59,34.02,1.5648,HIGH,PROGRESS,58.5505,62.097,62.9642,0,3.7922,WEAK,8.685
1485,13,MZTI,MARZETTI,Consumer Staples,,mid,144.38,0.654,1.0106,0.9151,0.8953,STRONG_UP,-11.25,-18.49,-25.66,-27.25,49.0,27.85,1.6049,HIGH,PROGRESS,143.155,154.2977,166.2905,0,-32.5311,WEAK,3.3933
1497,-117,RSG,Republic Services,Industrials,Environmental & Facilities Services,large,216.51,0.734,0.9538,0.9704,1.0564,STRONG_DOWN,-2.24,-8.52,17.21,-20.5,51.41,17.86,1.6595,HIGH,EARLY,220.0002,221.1259,222.4595,0,-24.511,WEAK,3.0556
