rank,delta_rank,ticker,name,sector,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
3,0,OKLO,OKLO INC,Uranium,large,49.59,1.0012,0.9069,0.8412,0.6121,STRONG_UP,-55.58,120.11,307.14,-73.83,49.6,92.28,0.9039,LOW,EARLY,56.9545,66.8082,85.9231,0,64.5566,WEAK,40.8778
7,1,LEU,CENTRUS ENERGY CORP-CLASS A,Uranium,mid,173.59,1.2164,0.9079,0.9444,0.6212,FLAT,-44.02,167.43,297.5,-61.35,51.2,96.12,1.0774,MED,EARLY,196.778,227.1874,250.8158,0,89.1855,WEAK,38.4238
14,4,DYL.AX,DEEP YELLOW LTD,Uranium,mid,1.745,0.8099,0.9826,0.6939,0.8383,FLAT,-12.09,78.06,26.91,-44.5,48.02,78.08,1.6454,HIGH,EARLY,1.884,2.2674,1.908,0,48.0085,WEAK,26.1186
15,1,SLX.AX,SILEX SYSTEMS LTD,Uranium,mid,5.29,0.6778,0.9634,0.8452,0.5418,STRONG_UP,-18.87,49.01,-1.86,-53.38,52.78,108.01,1.068,MED,EARLY,5.48,6.3418,6.3256,0,23.9511,WEAK,22.5281
18,-1,SMR,NUSCALE POWER CORP,Uranium,mid,10.84,0.3368,0.9372,0.9289,0.6696,STRONG_UP,-69.89,-25.96,106.87,-80.82,48.4,93.1,0.7632,LOW,EARLY,11.6795,14.3194,28.7016,0,-13.4939,WEAK,20.6347
20,5,ISO.TO,ISOENERGY LTD,Uranium,mid,14.74,0.7125,0.9932,1.0257,1.0432,STRONG_DOWN,5.14,56.64,-12.26,-29.99,54.8,83.78,1.6497,HIGH,-,14.587,15.0176,12.5817,1,37.0491,TREND_ONLY,18.8995
22,9,MGA.TO,MEGA URANIUM LTD,Uranium,small,0.6,0.9411,1.0107,0.9615,1.0824,FLAT,42.86,106.9,46.34,-31.58,38.4,96.03,1.857,HIGH,-,0.595,0.6348,0.4417,1,42.7453,TREND_ONLY,18.3443
27,-3,NNE,NANO NUCLEAR ENERGY INC,Uranium,mid,20.48,0.3588,0.9435,0.8451,0.7273,STRONG_UP,-46.89,-21.11,294.6,-66.45,46.0,83.31,0.7384,LOW,EARLY,22.3905,26.1632,33.8813,0,-11.6557,WEAK,17.0815
29,-6,BOE.AX,BOSS ENERGY LTD,Uranium,mid,1.525,0.2914,0.9604,0.8618,0.9202,FLAT,-22.39,-35.92,-69.19,-74.73,44.05,81.31,0.5873,LOW,EARLY,1.567,1.6677,2.0409,0,-19.4622,WEAK,16.941
31,5,PEN.AX,PENINSULA ENERGY LTD,Uranium,small,0.65,0.438,1.1327,0.9431,0.8908,STRONG_UP,30.0,-3.7,-73.3,-58.52,26.19,109.04,1.7055,HIGH,-,0.5905,0.7138,0.5972,1,-0.8896,TREND_ONLY,15.1505
35,7,AEU.AX,ATOMIC EAGLE LTD,Uranium,small,0.43,0.5588,1.1746,1.026,0.9746,STRONG_UP,22.86,22.86,2971.43,-50.68,14.29,132.32,1.835,HIGH,-,0.419,0.4709,0.3771,1,2.4685,TREND_ONLY,14.1504
37,2,SYH.V,SKYHARBOUR RESOURCES LTD,Uranium,small,0.49,0.6191,1.1518,1.0118,1.0564,FLAT,-2.0,36.11,-3.92,-40.0,32.8,95.47,1.8743,HIGH,-,0.448,0.4986,0.4014,1,12.4065,TREND_ONLY,13.1491
