rank,delta_rank,ticker,name,sector,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
9,-4,DTR.AX,Dateline Resources Limited,Gold,mid,0.115,0.8538,0.7293,0.675,0.3268,STRONG_UP,-45.24,26.37,1050.0,-82.31,45.06,91.33,1.3155,MED,EARLY,0.1732,0.25,0.3174,0,13.0121,WEAK,28.8515
14,8,RSG.AX,Resolute Mining Limited,Gold,mid,1.045,1.2386,0.9051,0.8778,0.8803,FLAT,-5.0,83.33,90.0,-39.33,51.38,65.92,1.493,MED,EARLY,1.202,1.2994,1.1974,0,64.9525,WEAK,26.6366
15,4,WGX.AX,Westgold Resources Limited,Gold,large,4.76,0.9794,0.9569,1.0272,0.9039,FLAT,-19.46,44.97,104.33,-44.22,50.99,63.18,1.068,MED,EARLY,5.0175,5.628,5.8012,0,36.2905,WEAK,25.6359
22,-6,NEM.AX,Newmont Corporation,Gold,large,137.79,1.0647,0.9105,0.9869,1.0066,STRONG_DOWN,-0.63,57.59,130.28,-29.94,56.52,51.9,0.8936,LOW,EARLY,148.9065,155.4488,147.6474,0,62.7177,WEAK,22.7836
25,35,PEC.AX,Perpetual Resources Limited,Gold,small,0.021,1.2898,1.2143,2.0544,2.2514,STRONG_DOWN,133.33,90.91,31.25,-70.37,28.06,104.59,5.067,HIGH,-,0.015,0.013,0.0119,1,24.3896,TREND+LEAD,22.6558
33,-2,EVN.AX,Evolution Mining Limited,Gold,large,11.75,0.8853,0.9847,1.0426,1.0257,FLAT,-2.19,31.04,232.57,-38.58,52.96,64.63,1.1267,MED,EARLY,11.9655,12.6614,12.3002,0,25.4329,WEAK,21.1723
34,0,GMD.AX,Genesis Minerals Limited,Gold,large,5.32,0.7411,0.9757,0.9653,1.0022,FLAT,-16.22,9.69,198.88,-42.99,50.99,70.66,1.6636,HIGH,EARLY,5.76,6.1032,6.3822,0,6.9931,WEAK,21.0576
39,7,TOK.AX,Tolu Minerals Limited,Gold,small,1.37,1.0889,0.8162,1.1016,1.1968,STRONG_DOWN,16.1,61.18,174.0,-33.13,45.45,58.97,4.4983,HIGH,-,1.428,1.4612,1.3418,1,47.1506,TREND+LEAD,19.5309
40,14,MOH.AX,Moho Resources Limited,Gold,small,0.009,1.5201,0.9313,1.1739,1.5163,STRONG_DOWN,-10.0,125.0,125.0,-57.14,18.97,103.08,2.5212,HIGH,-,0.0097,0.0093,0.0083,1,23.004,TREND+LEAD,19.4903
45,7,PNR.AX,Pantoro Gold Limited,Gold,mid,2.52,0.4729,0.9383,0.8992,0.8589,STRONG_UP,-46.5,-30.0,76.47,-64.89,50.99,73.72,1.7317,HIGH,EARLY,2.934,3.3178,4.622,0,-20.7501,WEAK,18.3776
47,-4,VAU.AX,Vault Minerals Limited,Gold,mid,4.01,0.9604,0.9521,0.9995,0.9573,FLAT,-17.69,42.16,42.16,-41.81,50.99,62.52,0.7891,LOW,EARLY,4.258,4.4782,4.7774,0,34.3888,WEAK,18.0894
50,29,HMX.AX,Hammer Metals Limited,Gold,small,0.053,1.023,1.0216,1.6816,1.4205,FLAT,120.83,51.43,55.88,-50.0,32.02,94.57,26.3666,HIGH,-,0.0423,0.037,0.0355,1,17.413,TREND+LEAD,17.6094
51,18,STK.AX,Strickland Metals Limited,Gold,mid,0.095,0.4937,0.8894,0.7435,0.5335,STRONG_UP,-48.65,-26.92,-9.52,-61.63,34.39,85.47,1.1,MED,EARLY,0.1072,0.1539,0.1822,0,-10.8329,WEAK,17.5586
54,-7,PRU.AX,Perseus Mining Limited,Gold,large,4.88,0.8717,0.9575,1.0157,1.09,STRONG_DOWN,-7.31,29.03,116.1,-28.47,48.62,45.78,1.2105,MED,EARLY,5.136,5.379,5.2416,0,30.8337,WEAK,17.1571
58,-18,RMS.AX,Ramelius Resources Limited,Gold,large,3.01,0.709,0.9701,1.0125,0.8786,FLAT,-15.06,4.94,68.44,-43.63,47.43,59.77,0.75,LOW,EARLY,3.17,3.503,3.806,0,3.9222,WEAK,16.8575
59,-17,SBM.AX,St Barbara Limited,Gold,mid,0.545,0.9689,0.9482,0.9694,0.9452,FLAT,-2.68,43.42,136.96,-41.28,43.48,66.91,0.5885,LOW,EARLY,0.5732,0.6292,0.5975,0,28.2162,WEAK,16.7722
60,-21,ATM.AX,Aneka Tambang (Persero) Tbk,Gold,large,0.99,0.8521,0.9357,1.1859,1.1734,FLAT,1.02,26.13,-2.16,-26.41,21.74,15.22,0.0,LOW,EARLY,1.0192,0.9948,0.9924,0,37.3249,WEAK,16.5158
