rank,delta_rank,ticker,name,commodity,type,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
156,20,GMD.AX,Genesis Minerals,gold,producer,large,5.89,0.7782,0.9067,0.8308,0.7688,STRONG_UP,-0.67,57.07,204.39,-36.46,53.17,67.34,1.5959,HIGH,EARLY,6.2085,6.904,5.8922,0,45.0584,WEAK,27.8912
164,52,MARI.TO,Marimaca Copper,copper,producer,mid,8.29,0.7891,1.0004,0.9272,0.7073,STRONG_UP,-27.98,57.6,132.87,-37.79,48.0,49.52,2.6465,HIGH,EARLY,8.8025,10.2186,10.3074,0,55.8364,WEAK,26.6362
167,61,DYL.AX,Deep Yellow Ltd.,uranium,producer,mid,1.745,0.8099,0.9826,0.6939,0.8383,FLAT,-12.09,78.06,26.91,-44.5,48.02,78.08,1.6454,HIGH,EARLY,1.884,2.2674,1.908,0,48.0085,WEAK,26.1186
179,-93,300014.SZ,EVE ENERGY CO LTD-A,lithium,producer,large,62.23,0.6906,0.8566,0.9563,0.7743,FLAT,-15.86,33.82,57.28,-33.74,53.11,44.2,2.0071,HIGH,EARLY,67.073,65.4752,63.42,0,40.6322,WEAK,24.5177
