rank,delta_rank,ticker,name,sector,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
5,-1,DTR.AX,Dateline Resources Limited,Gold,mid,0.2,2.2246,1.0685,0.7928,0.8295,FLAT,-28.57,284.62,1566.67,-71.54,47.04,108.34,0.3851,LOW,EARLY,0.2297,0.3469,0.319,0,123.5768,WEAK,43.9076
10,4,WGX.AX,Westgold Resources Limited,Gold,large,5.21,1.1866,1.0554,0.8993,0.9208,FLAT,-8.76,105.16,132.51,-37.64,52.17,62.99,1.1697,MED,EARLY,5.65,5.91,5.6369,0,87.0938,WEAK,34.4171
11,20,FXG.AX,Felix Gold Limited,Gold,small,0.365,1.508,1.2331,1.4215,1.4417,STRONG_DOWN,-23.16,160.71,444.78,-71.15,43.87,99.46,1.5046,HIGH,-,0.2847,0.2776,0.3609,1,70.8882,TREND+LEAD,33.5381
15,8,BEZ.AX,Besra Gold Inc,Gold,small,0.15,2.2831,1.5663,1.5135,2.4557,FLAT,305.41,294.74,50.0,-58.33,42.69,225.56,1.7933,HIGH,-,0.1107,0.1117,0.0724,1,55.7826,TREND+LEAD,29.0712
36,-2,VAU.AX,Vault Minerals Limited,Gold,mid,4.49,0.9532,1.07,1.0514,1.0529,FLAT,-7.23,64.8,47.45,-41.81,50.59,58.97,0.797,LOW,EARLY,4.6665,4.5382,4.6611,0,55.5918,WEAK,21.9838
37,5,GMD.AX,Genesis Minerals Limited,Gold,large,6.08,0.904,1.0517,1.0102,1.0869,FLAT,-5.74,56.3,217.49,-36.46,52.17,65.94,0.9079,LOW,EARLY,6.212,6.2202,6.2538,0,44.5417,WEAK,21.8153
41,13,RRL.AX,Regis Resources Limited,Gold,mid,6.46,0.8445,1.0801,0.9336,0.9745,FLAT,-3.82,46.01,209.01,-39.58,53.75,58.5,1.0045,MED,EARLY,6.9325,7.022,6.7039,0,42.2785,WEAK,21.0513
53,3,NST.AX,Northern Star Resources Limited,Gold,large,19.86,0.6314,1.0541,0.9317,0.8891,STRONG_UP,-24.04,9.16,38.77,-45.32,52.96,65.89,0.545,LOW,EARLY,21.279,21.7998,23.7702,0,7.3659,WEAK,19.0507
58,0,TCG.AX,Turaco Gold Limited,Gold,mid,0.535,0.7736,1.0781,0.9066,1.0086,FLAT,18.89,33.75,137.78,-38.51,47.04,75.58,1.8061,HIGH,EARLY,0.5818,0.6161,0.602,0,21.0056,WEAK,17.9955
59,-2,RMS.AX,Ramelius Resources Limited,Gold,large,3.22,0.755,1.0331,0.8935,0.9173,FLAT,-7.84,30.53,62.6,-35.84,47.83,58.17,0.4724,LOW,EARLY,3.519,3.7261,3.7745,0,25.1028,WEAK,17.9613
63,0,SMI.AX,Santana Minerals Limited,Gold,mid,0.605,0.6665,1.0372,0.9662,0.8554,STRONG_UP,-27.54,15.24,54.47,-52.14,47.43,56.29,0.3534,LOW,EARLY,0.6228,0.6932,0.804,0,12.8396,WEAK,17.7707
71,-19,STK.AX,Strickland Metals Limited,Gold,mid,0.105,0.5784,0.804,0.5685,0.5559,STRONG_UP,-40.0,0.0,6.06,-57.14,35.18,83.07,0.5765,LOW,EARLY,0.1553,0.1855,0.1848,0,0.0,WEAK,16.6444
72,-1,BC8.AX,Black Cat Syndicate Limited,Gold,mid,1.08,0.7665,1.0252,0.9292,0.9917,FLAT,4.85,32.52,208.57,-41.51,50.59,75.86,0.4211,LOW,EARLY,1.159,1.1458,1.1856,0,21.684,WEAK,15.6832
73,2,PNR.AX,Pantoro Gold Limited,Gold,mid,3.15,0.5784,1.0736,0.8965,0.8081,STRONG_UP,-38.95,0.0,103.62,-52.82,51.38,82.39,0.4998,LOW,EARLY,3.391,3.5362,4.7365,0,0.0,WEAK,15.6238
94,20,GUL.AX,Gullewa Limited,Gold,small,0.098,0.8676,1.2306,1.2268,1.3898,FLAT,29.63,50.0,105.43,-30.0,26.48,62.51,3.0943,HIGH,-,0.0901,0.0897,0.0819,1,21.1806,TREND_ONLY,12.871
96,10,ATM.AX,Aneka Tambang (Persero) Tbk,Gold,large,0.98,0.6116,1.1545,1.1043,1.2073,FLAT,0.51,5.75,0.45,-26.41,21.34,8.12,0.0,LOW,PROGRESS,0.9715,0.9842,0.9988,0,15.1011,WEAK,12.4385
98,5,CYL.AX,Catalyst Metals Limited,Gold,mid,5.47,0.4765,1.1042,0.9255,0.8943,STRONG_UP,-24.66,-17.62,452.53,-47.72,49.01,76.78,0.9134,LOW,EARLY,5.675,6.1352,7.1736,0,-11.2475,WEAK,12.1375
132,8,R8R.AX,Regener8 Resources NL,Gold,small,0.13,0.557,1.2443,0.9619,1.3479,FLAT,-7.14,-3.7,4.0,-37.14,10.28,172.82,2.8526,HIGH,-,0.1327,0.1431,0.1277,1,-0.2203,TREND_ONLY,9.3191
