rank,delta_rank,ticker,name,sector,industry,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
422,7,PSKY,Paramount Skydance Corporation,Communication Services,Movies & Entertainment,large,10.9,0.7743,1.1921,1.0047,0.9173,STRONG_UP,-42.51,3.98,1.99,-55.05,47.39,65.86,3.0739,HIGH,SHIFT,9.4048,10.4539,13.5206,0,2.8664,WEAK,26.4914
543,4,BBUC,BROOKFIELD BUSINESS CORP CLASS A,Industrials,,mid,32.93,1.1209,1.0268,1.0283,0.9408,FLAT,-3.06,50.53,49.08,-21.01,54.22,40.71,1.9023,HIGH,PROGRESS,31.8239,33.8345,33.6987,0,67.3042,WEAK,23.659
603,5,AXON,Axon Enterprise,Industrials,Aerospace & Defense,large,372.87,0.5508,0.8662,0.6844,0.6227,STRONG_UP,-48.33,-26.02,19.81,-57.19,53.01,67.04,2.0734,HIGH,EARLY,465.635,480.955,635.9442,0,-20.5764,WEAK,22.2054
612,6,SLNO,SOLENO THERAPEUTICS INC,Health Care,,mid,52.35,0.6602,1.5426,1.3507,1.1874,STRONG_UP,-10.44,-11.33,29.87,-66.04,47.79,89.31,6.1211,HIGH,SHIFT,35.9303,38.3581,57.0452,0,-6.0634,WEAK,22.0351
753,14,UNH,UnitedHealth Group,Health Care,Managed Health Care,large,307.73,0.426,1.1219,1.1073,0.9301,STRONG_UP,-12.98,-42.79,-29.5,-60.06,49.0,52.56,2.2157,HIGH,SHIFT,277.615,282.1208,308.4604,0,-39.8934,WEAK,19.1006
850,11,NKE,"Nike, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",large,42.69,0.6117,0.7973,0.7749,0.6882,STRONG_UP,-39.23,-17.85,-50.47,-45.14,45.78,42.02,1.841,HIGH,EARLY,51.565,57.8137,65.582,0,-19.4471,WEAK,17.1083
943,10,HUM,Humana,Health Care,Managed Health Care,large,197.15,0.5289,1.1217,1.1389,0.7411,FLAT,-32.65,-28.97,-36.06,-47.18,54.22,58.8,2.2562,HIGH,SHIFT,172.2414,181.8909,240.5163,0,-26.7156,WEAK,15.3507
1037,11,APAM,ARTISAN PARTNERS ASSET MANAGEMENT,Financials,,mid,35.52,0.8532,0.9629,0.9845,0.8913,FLAT,-13.64,14.59,-9.14,-21.92,49.8,28.51,1.847,HIGH,EARLY,35.988,39.3346,41.2405,0,25.486,WEAK,13.4525
1061,74,GRBK,GREEN BRICK PARTNERS INC,Consumer Discretionary,,mid,64.24,0.8942,0.9833,0.9841,1.044,STRONG_DOWN,-13.55,20.1,10.49,-23.99,48.19,37.65,1.6307,HIGH,PROGRESS,64.156,70.1052,67.9296,0,25.7234,WEAK,13.0944
1110,10,APLE,APPLE HOSPITALITY REIT INC,Real Estate,,mid,11.63,0.8804,0.9968,0.9989,1.0106,STRONG_DOWN,3.35,18.24,-16.74,-13.49,47.79,23.13,1.6062,HIGH,EARLY,11.682,11.8675,11.6334,0,37.6873,WEAK,12.2489
