rank,delta_rank,ticker,name,sector,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
3,1,OKLO,OKLO INC,Uranium,large,68.7,0.7886,1.1409,1.0087,1.1241,FLAT,-22.08,27.46,536.7,-73.83,49.2,99.06,1.5516,HIGH,SHIFT,68.274,61.759,85.9167,0,13.6377,WEAK,36.1475
4,2,UEC,URANIUM ENERGY CORP,Uranium,large,13.51,1.2703,1.0527,0.9774,0.938,STRONG_UP,23.94,105.32,80.37,-40.86,50.0,77.01,1.0031,MED,EARLY,14.3415,14.0238,13.7568,0,68.3802,WEAK,32.9413
5,-2,1164.HK,CGN MINING CO LTD,Uranium,large,3.35,1.1882,0.9595,0.9221,0.7018,STRONG_UP,2.45,92.04,22.45,-38.59,48.98,55.1,0.6335,LOW,EARLY,3.718,3.9532,3.5635,0,81.8142,WEAK,31.1911
6,1,SSW.JO,SIBANYE STILLWATER LTD,Uranium,large,4974.0,1.1317,0.9706,1.0431,0.8559,FLAT,-3.17,82.91,106.35,-43.75,53.01,68.15,0.7706,LOW,EARLY,5142.9,5209.83,5313.1043,0,64.4909,WEAK,29.0339
7,5,URG,UR-ENERGY INC,Uranium,mid,1.63,1.0844,1.0085,1.0266,1.0344,STRONG_DOWN,39.32,75.27,-9.44,-45.71,48.4,69.41,1.8141,HIGH,-,1.715,1.6116,1.5554,1,52.4854,TREND+LEAD,28.5947
11,-3,SLX.AX,SILEX SYSTEMS LTD,Uranium,mid,6.21,1.0978,1.0692,1.1024,0.9256,FLAT,-19.35,77.43,3.67,-53.38,52.96,75.95,0.5639,LOW,SHIFT,5.816,5.6968,6.6295,0,53.991,WEAK,25.7864
13,-2,LEU,CENTRUS ENERGY CORP-CLASS A,Uranium,mid,183.36,0.8873,1.0069,0.9209,0.9446,FLAT,-24.15,43.41,259.74,-61.35,52.0,78.12,1.017,MED,EARLY,195.35,195.1928,249.3331,0,28.8934,WEAK,24.8773
16,1,NNE,NANO NUCLEAR ENERGY INC,Uranium,mid,29.07,0.5155,1.21,1.2581,1.1597,FLAT,-2.42,-16.68,429.51,-66.45,47.2,100.91,2.3613,HIGH,SHIFT,25.4407,23.6484,31.7403,0,-7.8024,WEAK,20.6578
18,1,URC.TO,URANIUM ROYALTY CORP,Uranium,mid,4.86,0.9309,0.9556,1.05,0.8717,FLAT,-4.14,50.46,29.6,-38.43,50.0,61.6,1.3206,MED,EARLY,5.196,5.061,5.2811,0,40.9614,WEAK,20.4231
19,-3,SMR,NUSCALE POWER CORP,Uranium,mid,12.22,0.2129,1.1273,1.0769,1.0061,STRONG_UP,-34.3,-65.6,28.9,-82.86,44.8,93.52,1.4447,MED,SHIFT,11.843,11.46,22.8202,0,-31.4236,WEAK,19.7589
21,-3,DYL.AX,DEEP YELLOW LTD,Uranium,mid,1.62,0.7159,0.9731,0.8985,0.6369,STRONG_UP,2.86,15.71,-1.22,-46.91,47.83,71.36,0.5015,LOW,EARLY,1.7285,1.7968,1.9348,0,10.5327,WEAK,15.9486
25,2,7011.T,MITSUBISHI HEAVY INDUSTRIES,Uranium,large,3944.0,0.7475,0.9096,0.9753,0.8667,FLAT,-5.24,20.82,193.09,-24.56,46.69,45.18,1.0132,MED,EARLY,4328.95,4517.065,4262.2413,0,21.5109,WEAK,14.6763
27,-5,BMN.AX,BANNERMAN ENERGY LTD,Uranium,mid,3.54,0.7501,0.9606,0.9031,0.8387,STRONG_UP,26.43,21.23,-19.55,-34.17,47.83,75.22,0.5866,LOW,EARLY,3.9015,3.923,3.621,0,13.5013,WEAK,13.063
