rank,delta_rank,ticker,name,sector,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
3,0,OKLO,OKLO INC,Uranium,large,50.23,1.0894,0.9219,0.9299,0.6132,FLAT,-54.56,132.22,312.4,-71.16,49.8,89.38,0.619,LOW,EARLY,58.595,68.6328,86.1098,0,73.6713,WEAK,40.7026
7,-3,SSW.JO,SIBANYE STILLWATER LTD,Uranium,large,4865.0,1.096,1.056,0.8101,0.7376,STRONG_UP,-1.83,133.61,118.21,-43.75,54.62,70.25,0.9032,LOW,EARLY,5449.1387,6352.8697,5016.1341,0,103.8841,WEAK,37.2217
8,0,LEU,CENTRUS ENERGY CORP-CLASS A,Uranium,mid,182.9,1.3793,0.9755,1.0521,0.6754,FLAT,-40.1,194.0,318.82,-58.05,51.41,94.81,0.4586,LOW,EARLY,199.9395,233.0878,250.6881,0,105.1973,WEAK,36.6701
12,-1,URG,UR-ENERGY INC,Uranium,mid,1.42,0.9943,0.9775,0.9909,0.9663,FLAT,-19.32,111.94,-14.46,-45.71,49.0,68.35,0.4004,LOW,EARLY,1.495,1.636,1.458,0,80.2498,WEAK,27.6306
15,0,URC.TO,URANIUM ROYALTY CORP,Uranium,mid,4.64,0.8503,1.0304,0.9243,0.868,STRONG_UP,-22.15,81.25,33.72,-38.43,50.6,71.02,0.8218,LOW,EARLY,5.0315,5.6334,4.9539,0,57.8886,WEAK,22.4439
16,1,SLX.AX,SILEX SYSTEMS LTD,Uranium,mid,5.3,0.6888,1.0816,0.8951,0.5695,STRONG_UP,-18.21,46.81,-1.67,-53.38,52.59,107.2,0.9717,LOW,EARLY,5.647,6.4084,6.3148,0,22.9661,WEAK,20.0883
17,1,SMR,NUSCALE POWER CORP,Uranium,mid,10.3,0.3412,0.909,0.9341,0.6514,FLAT,-72.89,-27.26,96.56,-80.72,48.59,93.5,0.8203,LOW,EARLY,11.904,14.6794,29.006,0,-14.1664,WEAK,19.5836
18,-2,DYL.AX,DEEP YELLOW LTD,Uranium,mid,1.685,0.7457,1.0774,0.7466,0.8417,FLAT,-13.14,58.96,22.55,-44.5,47.41,78.17,0.9028,LOW,EARLY,1.9785,2.2852,1.9077,0,35.7605,WEAK,19.0908
23,2,BOE.AX,BOSS ENERGY LTD,Uranium,mid,1.495,0.2828,1.0537,1.0656,1.0248,FLAT,-27.78,-39.72,-69.8,-74.73,43.82,81.93,0.4318,LOW,EARLY,1.602,1.6749,2.0715,0,-21.2429,WEAK,16.6048
24,2,NNE,NANO NUCLEAR ENERGY INC,Uranium,mid,20.29,0.3597,0.9515,0.8892,0.6688,STRONG_UP,-48.36,-23.32,290.94,-64.17,45.78,82.72,0.5542,LOW,EARLY,23.096,26.7546,34.0166,0,-12.9051,WEAK,16.2311
