rank,delta_rank,ticker,name,sector,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
2,2,DTR.AX,Dateline Resources Limited,Gold,mid,0.235,6.0323,1.0337,0.6356,0.8044,FLAT,-17.54,968.18,2250.0,-71.54,47.43,110.21,0.4922,LOW,EARLY,0.3213,0.3794,0.3143,0,416.6669,WEAK,99.1282
5,0,DGR.AX,DGR Global Limited,Gold,small,0.028,3.1625,0.9337,0.9021,1.0034,FLAT,47.37,460.0,86.67,-40.0,26.09,82.28,1.7888,HIGH,-,0.0306,0.0312,0.0254,1,145.8605,TREND+LEAD,45.4003
10,4,WGX.AX,Westgold Resources Limited,Gold,large,5.45,1.1449,0.9236,0.9933,0.898,FLAT,2.44,102.73,156.8,-37.64,52.96,63.4,0.6734,LOW,EARLY,6.211,6.367,5.4818,0,85.8126,WEAK,30.7431
17,3,PRX.AX,Prodigy Gold NL,Gold,small,0.083,1.1718,1.2435,1.6235,1.4421,FLAT,45.61,107.5,86.75,-66.67,27.67,64.78,2.9959,HIGH,-,0.062,0.0616,0.0578,1,45.9173,TREND+LEAD,27.7466
38,-2,VAU.AX,Vault Minerals Limited,Gold,mid,4.5,0.9009,1.0004,1.1964,0.9601,FLAT,-3.84,59.54,63.25,-41.81,50.59,57.41,0.5184,LOW,EARLY,4.6355,4.7471,4.5429,0,52.4641,WEAK,21.4019
40,4,GMD.AX,Genesis Minerals Limited,Gold,large,5.81,0.837,0.9579,1.0842,0.9384,FLAT,-0.51,48.21,239.77,-36.46,52.17,68.11,0.7841,LOW,EARLY,6.397,6.4732,6.1252,0,36.9305,WEAK,20.4162
47,25,SMI.AX,Santana Minerals Limited,Gold,mid,0.59,0.6407,0.9837,0.9575,0.6353,STRONG_UP,-21.33,13.46,58.74,-52.14,47.04,58.68,1.2163,MED,EARLY,0.6585,0.7516,0.8023,0,10.7913,WEAK,19.3245
50,23,STK.AX,Strickland Metals Limited,Gold,mid,0.145,0.8619,0.8565,0.7748,0.8752,FLAT,-23.68,52.63,45.0,-40.82,36.76,87.37,2.3903,HIGH,EARLY,0.199,0.2063,0.1858,0,22.1442,WEAK,18.9783
51,-2,NST.AX,Northern Star Resources Limited,Gold,large,21.1,0.6339,1.0145,1.0549,0.9072,FLAT,-13.56,12.24,53.21,-45.32,53.75,67.52,0.4449,LOW,EARLY,22.963,23.6931,23.4827,0,9.746,WEAK,18.5973
62,-2,RMS.AX,Ramelius Resources Limited,Gold,large,3.39,0.7464,0.9549,1.0091,0.8761,FLAT,2.87,32.18,85.3,-33.84,48.22,59.57,0.3774,LOW,EARLY,3.8125,3.9786,3.7271,0,26.0453,WEAK,17.4204
66,4,PNR.AX,Pantoro Gold Limited,Gold,mid,3.21,0.6497,0.9817,1.0046,0.7606,FLAT,-37.3,15.05,127.5,-52.82,51.38,83.07,0.5014,LOW,EARLY,3.666,4.0194,4.7585,0,9.311,WEAK,16.454
68,-4,CMM.AX,Capricorn Metals Ltd,Gold,mid,11.9,0.7241,1.0706,1.1915,0.9981,FLAT,-7.0,28.22,154.8,-41.12,54.94,62.33,0.7852,LOW,PROGRESS,11.7925,12.1055,12.5804,0,24.8752,WEAK,16.176
70,-7,TCG.AX,Turaco Gold Limited,Gold,mid,0.575,0.738,0.9907,1.0078,0.9626,FLAT,22.34,30.68,210.81,-37.36,46.64,76.32,1.1284,MED,EARLY,0.6215,0.6548,0.5956,0,18.75,WEAK,15.5471
79,1,BC8.AX,Black Cat Syndicate Limited,Gold,mid,1.125,0.6981,1.0113,1.2023,0.9085,FLAT,10.84,23.63,341.18,-41.51,50.99,77.48,0.4075,LOW,EARLY,1.1995,1.2149,1.168,0,15.5486,WEAK,14.5504
82,5,CYL.AX,Catalyst Metals Limited,Gold,mid,5.4,0.5436,0.9242,0.9665,0.7879,FLAT,-20.47,-3.74,520.69,-46.37,48.22,76.19,1.0254,MED,EARLY,6.326,6.7334,7.1467,0,-2.3691,WEAK,13.9044
84,11,ATM.AX,Aneka Tambang (Persero) Tbk,Gold,large,0.96,0.6035,1.0337,1.0569,1.0008,FLAT,-4.0,6.86,-3.39,-26.41,20.55,16.17,12.6957,HIGH,EARLY,0.9785,0.9893,1.0062,0,8.7172,WEAK,13.7944
88,5,CDR.AX,Codrus Minerals Limited,Gold,small,0.026,0.4588,0.9268,1.1867,1.1926,STRONG_DOWN,18.18,-18.75,-38.1,-64.29,22.13,103.02,1.6787,HIGH,-,0.0245,0.0258,0.0244,1,-4.0277,TREND_ONLY,13.4186
