rank,delta_rank,ticker,name,sector,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
3,1,OKLO,OKLO INC,Uranium,large,52.005,1.0544,0.9578,0.8843,0.6084,STRONG_UP,-56.35,118.32,366.41,-70.14,49.6,89.15,0.5551,LOW,EARLY,59.2407,69.5515,86.1224,0,65.8319,WEAK,39.7725
4,-1,SSW.JO,SIBANYE STILLWATER LTD,Uranium,large,4907.0,1.2168,1.0314,0.8822,0.7729,STRONG_UP,2.81,151.96,138.84,-43.75,55.2,71.4,0.6824,LOW,EARLY,5555.8077,6394.1976,5007.6254,0,117.4799,WEAK,39.7402
7,0,LEU,CENTRUS ENERGY CORP-CLASS A,Uranium,mid,192.43,1.3449,1.0242,1.0713,0.7035,FLAT,-38.36,178.48,368.54,-57.52,50.8,94.29,0.4088,LOW,EARLY,200.88,235.5636,250.4988,0,96.1587,WEAK,34.8387
11,0,URG,UR-ENERGY INC,Uranium,mid,1.4215,0.9535,0.9745,0.9937,0.9522,FLAT,-18.77,97.43,-10.03,-45.71,49.2,68.36,0.6383,LOW,EARLY,1.5076,1.6436,1.4557,0,70.1226,WEAK,25.7573
14,1,URC.TO,URANIUM ROYALTY CORP,Uranium,mid,4.61,0.8629,1.0071,0.9054,0.8581,STRONG_UP,-21.47,78.68,38.44,-38.43,50.0,71.0,0.4827,LOW,EARLY,5.092,5.6614,4.9459,0,55.41,WEAK,21.9832
16,-2,DYL.AX,DEEP YELLOW LTD,Uranium,mid,1.745,0.795,1.0203,0.7763,0.8852,FLAT,-12.09,64.62,32.2,-44.5,47.62,77.89,0.7555,LOW,EARLY,2.0258,2.2915,1.9071,0,39.5087,WEAK,19.7878
17,0,SLX.AX,SILEX SYSTEMS LTD,Uranium,mid,5.29,0.667,1.0054,0.8991,0.5837,STRONG_UP,-19.24,38.12,9.52,-53.38,51.98,107.23,0.3568,LOW,EARLY,5.727,6.4362,6.3082,0,18.4788,WEAK,19.2438
19,-1,SMR,NUSCALE POWER CORP,Uranium,mid,11.135,0.334,0.9675,0.9811,0.6587,FLAT,-70.46,-30.84,93.57,-79.16,48.4,92.53,0.499,LOW,EARLY,12.0387,14.8729,29.128,0,-16.1308,WEAK,18.7942
21,5,BOE.AX,BOSS ENERGY LTD,Uranium,mid,1.535,0.293,0.9781,1.0605,1.0355,FLAT,-27.59,-39.33,-66.85,-74.73,44.05,82.77,0.4525,LOW,EARLY,1.609,1.6765,2.0856,0,-20.9303,WEAK,16.6645
25,-3,U-U.TO,SPROTT PHYSICAL URANIUM TR,Uranium,large,18.63,0.6279,0.9929,1.0842,0.9059,FLAT,-7.36,30.01,-10.95,-22.78,53.6,41.26,0.3899,LOW,EARLY,19.762,20.8474,18.7893,0,38.9814,WEAK,15.8079
26,-1,NNE,NANO NUCLEAR ENERGY INC,Uranium,mid,21.065,0.3601,0.9924,0.8925,0.6613,STRONG_UP,-49.12,-25.43,305.88,-62.9,45.6,82.88,0.4873,LOW,EARLY,23.4068,27.0345,34.0673,0,-13.9934,WEAK,15.683
