rank,delta_rank,ticker,name,sector,industry,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
350,0,EL,Estée Lauder Companies (The),Consumer Staples,Personal Care Products,large,69.12,1.0084,0.994,0.7469,0.6747,STRONG_UP,-21.6,32.62,-50.28,-43.62,52.82,61.94,1.7443,HIGH,EARLY,80.949,98.0561,94.3609,0,27.8155,WEAK,28.2367
514,0,BOOT,BOOT BARN HOLDINGS INC,Consumer Discretionary,,mid,135.16,1.0324,0.8757,0.7579,0.7523,STRONG_UP,-20.43,35.78,34.02,-35.01,49.19,45.7,1.9811,HIGH,EARLY,158.181,176.5692,178.6085,0,38.5174,WEAK,22.9257
589,0,ROAD,CONSTRUCTION PARTNERS INC CLASS A,Industrials,,mid,105.89,1.1538,0.9389,0.8732,0.9808,FLAT,-16.39,51.75,84.25,-26.55,51.21,53.7,1.601,HIGH,EARLY,113.8277,121.1643,114.978,0,49.3488,WEAK,21.5092
675,0,APTV,Aptiv,Consumer Discretionary,Automotive Parts & Equipment,large,60.99,0.8922,0.8796,0.875,0.8077,STRONG_UP,-30.19,17.33,-18.39,-31.22,50.4,45.25,1.6434,HIGH,EARLY,69.471,74.9658,76.9955,0,19.3064,WEAK,19.7149
868,0,NKE,"Nike, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",large,44.19,0.6194,0.8317,0.7891,0.7303,STRONG_UP,-39.97,-18.54,-48.06,-43.21,45.97,42.03,3.4505,HIGH,EARLY,52.906,58.6721,65.7352,0,-20.2798,WEAK,16.0749
873,0,SLNO,SOLENO THERAPEUTICS INC,Health Care,,mid,39.49,0.4312,1.2706,1.0607,0.8697,STRONG_UP,-31.89,-43.29,-5.53,-66.04,47.18,62.01,2.1188,HIGH,SHIFT,34.6728,37.9883,57.3071,0,-32.9401,WEAK,15.9749
940,0,APAM,ARTISAN PARTNERS ASSET MANAGEMENT,Financials,,mid,36.57,0.8753,1.0065,0.9923,0.9518,STRONG_UP,-10.01,15.12,-3.9,-21.92,50.0,28.9,1.5592,HIGH,PROGRESS,36.121,39.5792,41.2726,0,26.1611,WEAK,14.7056
971,0,HRI,HERC HOLDINGS INC,Industrials,,mid,91.04,0.5913,0.8772,0.716,0.6237,STRONG_UP,-25.74,-22.23,-42.8,-49.5,46.37,63.35,1.6445,HIGH,EARLY,105.984,135.5844,134.0348,0,-16.273,WEAK,14.2672
1131,0,SYY,Sysco,Consumer Staples,Food Distributors,large,71.16,0.8014,0.8474,0.8659,1.0256,STRONG_DOWN,-12.7,5.39,-1.85,-23.98,48.79,42.81,1.5092,HIGH,EARLY,80.3531,83.5405,78.0433,0,6.1465,WEAK,11.3638
1160,0,KNF,KNIFE RIVER CORP,Materials,,mid,73.91,0.6636,0.891,0.9111,1.0556,STRONG_DOWN,2.23,-12.73,-8.49,-41.75,47.18,61.23,1.6809,HIGH,EARLY,81.446,81.1502,77.6094,0,-9.808,WEAK,10.9827
1178,0,CCI,Crown Castle,Real Estate,Telecom Tower REITs,large,84.78,0.6873,1.043,0.9869,1.0054,FLAT,-9.01,-9.61,-6.31,-30.0,52.02,36.48,1.7625,HIGH,PROGRESS,83.6095,84.9038,91.3226,0,-13.6967,WEAK,10.7167
1228,0,IPAR,INTERPARFUMS INC,Consumer Staples,,mid,90.61,0.6889,0.9677,0.9877,1.1114,STRONG_DOWN,-1.93,-9.4,-26.92,-43.01,50.81,28.31,1.6677,HIGH,EARLY,91.0441,95.6188,99.9381,0,-16.8644,WEAK,9.9007
1246,0,CWST,CASELLA WASTE SYSTEMS INC CLASS A,Industrials,,mid,87.18,0.6372,1.1243,0.9266,0.9181,STRONG_UP,-3.77,-16.2,-7.74,-37.72,50.0,41.23,2.4748,HIGH,PROGRESS,83.963,93.7698,97.2242,0,-19.6426,WEAK,9.705
1258,0,CALM,CAL MAINE FOODS INC,Consumer Staples,,mid,78.1,0.6903,0.9791,0.9056,1.0429,FLAT,-13.56,-9.22,42.24,-37.0,52.02,32.51,1.577,HIGH,EARLY,82.8255,83.4839,90.9426,0,-14.7513,WEAK,9.4964
1304,0,VRRM,VERRA MOBILITY CORP CLASS A,Industrials,,mid,14.52,0.509,1.0114,0.9117,0.6755,STRONG_UP,-40.07,-33.06,-40.61,-45.89,41.53,38.39,1.7534,HIGH,EARLY,14.8275,17.0392,22.066,0,-35.7605,WEAK,8.6878
1505,0,ARE,Alexandria Real Estate Equities,Real Estate,Office REITs,mid,43.23,0.4505,0.9222,0.8784,0.9316,FLAT,-46.76,-40.75,-61.12,-48.23,55.24,40.39,1.5997,HIGH,EARLY,47.3967,51.1882,62.1179,0,-55.7388,WEAK,4.0817
1532,0,PBH,PRESTIGE CONSUMER HEALTHCARE INC,Health Care,,mid,52.48,0.4899,0.8568,0.8004,0.8905,FLAT,-16.49,-35.58,-24.11,-41.09,47.18,32.09,3.5802,HIGH,EARLY,61.2705,64.6648,65.9194,0,-52.3049,WEAK,2.4151
