rank,delta_rank,ticker,name,sector,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
4,-2,DTR.AX,Dateline Resources Limited,Gold,mid,0.23,2.8619,0.9763,0.531,0.7667,FLAT,-11.54,434.88,2200.0,-71.54,47.04,110.43,0.5814,LOW,EARLY,0.3003,0.3765,0.3152,0,185.2479,WEAK,55.5494
9,10,PDI.AX,Predictive Discovery Limited,Gold,mid,0.895,1.2943,0.9241,0.9954,1.1118,STRONG_DOWN,67.29,141.89,358.97,-30.85,48.22,70.85,1.6719,HIGH,-,0.9385,0.8859,0.6772,1,96.5706,TREND+LEAD,33.6808
10,0,WGX.AX,Westgold Resources Limited,Gold,large,5.45,1.0207,0.973,0.8525,0.7876,STRONG_UP,2.83,90.76,150.96,-37.64,52.57,63.18,1.1623,MED,EARLY,6.105,6.2868,5.5082,0,75.5202,WEAK,33.0488
29,9,VAU.AX,Vault Minerals Limited,Gold,mid,4.45,0.7819,0.9466,1.041,0.845,FLAT,-2.23,46.14,57.76,-41.81,50.2,57.89,3.8556,HIGH,EARLY,4.6525,4.7085,4.5626,0,40.0103,WEAK,23.3548
30,39,RC1.AX,Redcastle Resources Limited,Gold,small,0.185,1.4141,1.14,1.0916,1.0278,STRONG_UP,85.0,164.29,23.33,-47.73,25.69,112.16,3.9986,HIGH,-,0.1708,0.1626,0.1225,1,37.6293,TREND+LEAD,23.0845
34,-1,RRL.AX,Regis Resources Limited,Gold,mid,6.51,0.7638,0.8985,0.9382,0.8435,FLAT,5.24,42.75,215.81,-39.58,53.36,60.2,2.7054,HIGH,EARLY,7.2975,7.4517,6.586,0,37.8949,WEAK,22.1733
38,13,NST.AX,Northern Star Resources Limited,Gold,large,20.79,0.586,0.9456,0.9227,0.7695,STRONG_UP,-12.34,9.51,49.21,-45.32,53.36,66.21,1.1723,MED,EARLY,22.7295,23.3821,23.5306,0,7.6661,WEAK,21.2329
44,-4,GMD.AX,Genesis Minerals Limited,Gold,large,5.9,0.7681,0.9699,0.9466,0.8588,STRONG_UP,2.79,43.55,229.61,-36.46,52.17,67.73,0.7727,LOW,EARLY,6.352,6.426,6.1443,0,33.5468,WEAK,20.6903
56,59,GBR.AX,Great Boulder Resources Limited,Gold,small,0.11,0.8408,1.1939,1.1127,1.0476,STRONG_UP,54.93,57.14,77.42,-45.16,42.69,117.12,4.2312,HIGH,-,0.1023,0.1073,0.0867,1,20.8285,TREND_ONLY,17.4385
59,-9,STK.AX,Strickland Metals Limited,Gold,mid,0.14,0.8142,0.7866,0.6916,0.6667,STRONG_UP,-22.22,52.17,40.0,-42.86,36.76,82.67,0.7367,LOW,EARLY,0.1922,0.2025,0.1857,0,23.1996,WEAK,17.1668
61,1,RMS.AX,Ramelius Resources Limited,Gold,large,3.42,0.6582,0.9722,0.8859,0.776,STRONG_UP,6.01,23.02,83.63,-33.84,47.83,58.73,0.6745,LOW,EARLY,3.759,3.9276,3.7359,0,18.7442,WEAK,16.9697
63,8,GMN.AX,Gold Mountain Limited,Gold,small,0.12,0.6421,0.9551,1.1586,1.8462,STRONG_DOWN,71.43,20.0,-40.0,-70.0,32.41,144.96,3.6306,HIGH,-,0.1212,0.1181,0.0856,1,4.4716,TREND_ONLY,16.8283
67,-20,SMI.AX,Santana Minerals Limited,Gold,mid,0.605,0.563,1.0319,0.8802,0.5961,STRONG_UP,-18.79,5.22,66.51,-52.14,47.04,58.88,0.7674,LOW,EARLY,0.6473,0.7386,0.8023,0,4.1682,WEAK,16.1702
71,-5,PNR.AX,Pantoro Gold Limited,Gold,mid,3.25,0.5238,0.9551,0.8828,0.6974,STRONG_UP,-35.26,-2.11,112.42,-52.82,50.99,83.28,0.4875,LOW,EARLY,3.6125,3.9436,4.7552,0,-1.2909,WEAK,15.3804
75,-5,TCG.AX,Turaco Gold Limited,Gold,mid,0.57,0.6931,0.9722,0.9386,0.8636,STRONG_UP,32.56,29.55,208.11,-37.36,46.64,76.91,0.8148,LOW,EARLY,0.6147,0.6489,0.5966,0,17.917,WEAK,14.7384
77,5,CYL.AX,Catalyst Metals Limited,Gold,mid,5.15,0.4727,0.9514,0.7859,0.6671,STRONG_UP,-25.25,-11.66,509.47,-47.72,48.22,77.29,1.4737,MED,EARLY,6.174,6.6132,7.1481,0,-7.2769,WEAK,14.2962
86,-7,BC8.AX,Black Cat Syndicate Limited,Gold,mid,1.1,0.6068,0.9508,0.9576,0.7942,FLAT,18.92,13.4,315.09,-41.51,50.59,75.42,0.3668,LOW,EARLY,1.1963,1.2052,1.1708,0,8.9898,WEAK,13.3294
98,-14,ATM.AX,Aneka Tambang (Persero) Tbk,Gold,large,0.97,0.5777,0.9651,1.0302,0.9417,FLAT,-6.73,7.97,-2.39,-26.41,20.95,16.36,0.0,LOW,EARLY,0.9755,0.9877,1.0048,0,10.209,WEAK,11.5625
