rank,delta_rank,ticker,name,sector,cap_band,close,peer_rs_score,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
1,0,EFR.TO,ENERGY FUELS INC,Uranium,large,24.44,100.0,0.0537,-0.0287,0.1354,FLAT,1.75,325.04,196.6,-51.09,52.8,101.13,0.4924,LOW,-,26.6655,29.147,21.0539,1,169.7053,LEADER,53.2847
2,0,ARE.TO,AECON GROUP INC,Uranium,mid,42.07,89.13,-0.007,0.2848,0.2825,FLAT,86.11,150.91,164.35,-21.01,56.4,37.38,0.6452,LOW,-,40.841,37.8494,27.6422,1,227.7009,LEADER,50.2141
3,0,SSW.JO,SIBANYE STILLWATER LTD,Uranium,large,4907.0,91.3,0.0329,-0.0601,-0.2463,STRONG_UP,2.81,151.96,138.84,-43.75,55.2,71.4,0.6824,LOW,EARLY,5555.8077,6394.1976,5007.6254,0,117.4799,LAGGARD,40.4836
4,0,OKLO,OKLO INC,Uranium,large,52.015,80.43,-0.0435,-0.0582,-0.4192,STRONG_UP,-56.34,118.37,366.37,-70.13,49.6,89.14,0.5556,LOW,EARLY,59.2412,69.5517,86.1224,0,65.8627,LAGGARD,40.3223
5,0,CCO.TO,CAMECO CORP,Uranium,large,144.79,86.96,0.0284,0.0904,0.0882,FLAT,21.46,137.67,150.79,-24.86,55.6,54.93,0.3621,LOW,-,153.7955,159.7008,126.6916,1,139.3444,LEADER,37.4929
6,0,UEC,URANIUM ENERGY CORP,Uranium,large,12.935,93.48,0.0651,0.0356,-0.015,STRONG_UP,-3.76,153.13,92.91,-39.97,51.6,79.24,0.4988,LOW,-,13.7687,15.6995,12.3704,1,99.7169,LEADER,36.8366
7,0,LEU,CENTRUS ENERGY CORP-CLASS A,Uranium,mid,192.43,97.83,0.0256,0.1068,-0.3193,FLAT,-38.36,178.48,368.54,-57.52,50.8,94.29,0.4088,LOW,EARLY,200.88,235.5636,250.4988,0,96.1587,LAGGARD,35.6996
8,0,1164.HK,CGN MINING CO LTD,Uranium,large,3.84,95.65,0.0387,-0.0387,0.1714,FLAT,34.74,153.43,120.57,-30.04,48.98,68.27,0.5071,LOW,-,4.261,4.4414,3.2482,1,110.0807,LEADER,34.2438
9,0,NXE.TO,NEXGEN ENERGY LTD,Uranium,large,15.34,82.61,0.0038,0.0752,0.1388,STRONG_DOWN,22.82,122.0,47.08,-22.39,52.0,54.45,0.3682,LOW,-,16.557,16.637,12.6067,1,116.5078,LEADER,31.426
10,2,DML.TO,DENISON MINES CORP,Uranium,mid,4.64,84.78,0.0061,-0.0141,0.1799,FLAT,17.17,130.85,75.76,-29.2,49.6,69.94,0.7725,LOW,-,5.1765,5.2814,3.859,1,92.7931,LEADER,27.9302
11,0,URA,GLOBAL X URANIUM ETF,Uranium,small,46.715,78.26,-0.0001,0.046,-0.0041,FLAT,-0.46,107.04,76.17,-28.43,56.0,56.02,0.3803,LOW,-,50.2728,52.7597,45.0556,1,107.005,LEADER,27.5763
12,-2,URG,UR-ENERGY INC,Uranium,mid,1.4215,73.91,-0.0269,0.0407,-0.0579,FLAT,-18.77,97.43,-10.13,-45.71,49.2,68.36,0.6383,LOW,EARLY,1.5076,1.6436,1.4557,0,70.1226,LAGGARD,27.0877
13,0,PDN.AX,PALADIN ENERGY LTD,Uranium,large,11.14,71.74,0.0287,0.0284,0.0985,FLAT,31.52,97.17,-18.39,-29.56,51.59,72.8,0.4649,LOW,-,11.785,12.3314,9.2022,1,68.8586,CONTENDER,25.5916
14,2,7011.T,MITSUBISHI HEAVY INDUSTRIES,Uranium,large,4511.0,65.22,-0.0767,0.1439,0.1144,FLAT,22.2,70.37,242.42,-22.23,48.97,44.22,0.6282,LOW,-,4754.25,4756.72,4066.2614,1,77.9308,CONTENDER,24.3484
15,0,URC.TO,URANIUM ROYALTY CORP,Uranium,mid,4.61,67.39,0.0084,-0.0404,-0.1568,STRONG_UP,-21.47,78.68,38.44,-38.43,50.0,71.0,0.4827,LOW,EARLY,5.092,5.6614,4.9459,0,55.41,LAGGARD,23.1962
16,1,8001.T,ITOCHU CORP,Uranium,large,2062.0,52.17,0.014,0.1323,0.05,FLAT,22.4,45.95,63.81,-15.5,54.32,33.83,0.8072,LOW,-,2092.275,2090.94,1788.9177,1,73.7815,CONTENDER,20.904
17,-3,DYL.AX,DEEP YELLOW LTD,Uranium,mid,1.745,60.87,0.0217,-0.1503,-0.1283,FLAT,-12.09,64.62,32.2,-44.5,47.62,77.89,0.7555,LOW,EARLY,2.0258,2.2915,1.9071,0,39.5087,LAGGARD,20.8834
18,0,SLX.AX,SILEX SYSTEMS LTD,Uranium,mid,5.29,47.83,0.0067,-0.0458,-0.4453,STRONG_UP,-19.24,38.12,9.52,-53.38,51.98,107.23,0.3568,LOW,EARLY,5.727,6.4362,6.3082,0,18.4788,WEAK,19.6548
19,4,BHP.AX,BHP GROUP LTD,Uranium,large,50.23,45.65,0.0534,0.0809,0.0744,FLAT,21.23,31.99,25.78,-18.98,53.17,34.25,1.0301,MED,-,51.4785,50.6731,43.2145,1,49.666,LAGGARD,19.0979
20,1,SMR,NUSCALE POWER CORP,Uranium,mid,11.125,6.52,-0.0348,0.0292,-0.3671,FLAT,-70.49,-30.9,93.48,-79.18,48.4,92.55,0.4994,LOW,EARLY,12.0382,14.8727,29.1279,0,-16.1598,WEAK,18.4616
21,6,AEC,ANFIELD ENERGY INC,Uranium,small,5.405,69.57,0.0427,-0.028,0.0248,FLAT,-36.11,80.17,20.11,-58.92,36.4,91.67,0.4539,LOW,-,6.0263,6.8701,6.6434,0,31.8323,LAGGARD,18.2039
22,0,ISO.TO,ISOENERGY LTD,Uranium,mid,13.9,58.7,0.0435,0.0873,0.077,FLAT,-0.22,60.32,-17.47,-29.99,54.4,78.46,0.3384,LOW,-,14.8965,15.118,12.5247,1,41.8247,CONTENDER,17.8391
23,3,AEC.V,ANFIELD ENERGY INC,Uranium,small,7.49,63.04,0.1049,-0.0111,0.0379,FLAT,-35.87,66.44,10.96,-60.29,39.2,97.82,0.2172,LOW,-,8.329,9.495,9.2339,0,26.6267,LAGGARD,17.3717
24,-4,BMN.AX,BANNERMAN ENERGY LTD,Uranium,mid,3.62,54.35,-0.0127,-0.0122,-0.0562,FLAT,-4.23,51.46,-2.69,-34.17,48.81,80.08,0.981,LOW,-,3.982,4.0556,3.4164,1,31.3684,CONTENDER,16.9251
25,4,BOE.AX,BOSS ENERGY LTD,Uranium,mid,1.535,2.17,-0.0233,0.0975,0.041,FLAT,-27.59,-39.33,-66.85,-74.73,44.05,82.77,0.4525,LOW,EARLY,1.609,1.6765,2.0856,0,-20.9303,WEAK,16.2536
26,-2,U-U.TO,SPROTT PHYSICAL URANIUM TR,Uranium,large,18.63,43.48,-0.0083,0.1178,-0.1065,FLAT,-7.36,30.01,-10.95,-22.78,53.6,41.26,0.3899,LOW,EARLY,19.762,20.8474,18.7893,0,38.9814,WEAK,16.1405
27,3,GLO.TO,GLOBAL ATOMIC CORP,Uranium,small,0.77,50.0,-0.0566,0.0797,0.0218,FLAT,4.05,42.59,-65.0,-56.6,43.6,96.5,0.3258,LOW,-,0.8625,0.8134,0.6851,1,19.2439,CONTENDER,15.5476
