rank,delta_rank,ticker,name,sector,cap_band,close,peer_rs_score,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
1,0,ARE.TO,AECON GROUP INC,Uranium,mid,56.85,97.78,0.1161,0.2658,0.6322,STRONG_DOWN,90.18,227.28,256.77,-21.01,58.0,38.67,1.2362,MED,-,48.6425,44.0221,31.3199,1,340.8948,LEADER,77.9267
2,0,EFR.TO,ENERGY FUELS INC,Uranium,large,32.06,100.0,0.0702,0.2202,0.1788,FLAT,40.74,385.76,297.27,-51.09,52.4,83.43,1.2327,MED,-,28.45,27.231,23.6888,1,242.2833,LEADER,73.9597
3,0,OKLO,OKLO INC,Uranium,large,79.62,91.11,0.0764,0.5452,0.271,FLAT,-29.06,193.58,455.23,-73.83,50.8,97.8,1.995,HIGH,SHIFT,66.25,60.6434,86.4147,0,100.5529,LAGGARD,58.0218
4,3,SSW.JO,SIBANYE STILLWATER LTD,Uranium,large,5561.0,75.56,0.1339,0.0246,-0.2084,STRONG_UP,20.06,138.62,146.56,-43.75,54.0,67.29,1.6758,HIGH,-,5284.4,5489.1135,5242.3977,1,111.244,LEADER,48.7899
5,1,LEU,CENTRUS ENERGY CORP-CLASS A,Uranium,mid,231.32,95.56,0.0747,0.1761,-0.0549,FLAT,-29.3,219.06,422.17,-61.35,51.6,90.82,1.3994,MED,SHIFT,203.5405,198.9878,251.7566,0,124.4616,LAGGARD,46.6008
6,-2,UEC,URANIUM ENERGY CORP,Uranium,large,15.77,86.67,0.0373,0.0891,0.0382,FLAT,21.31,173.31,116.32,-39.97,51.2,72.92,1.1308,MED,-,14.61,14.1014,13.4187,1,121.6879,LEADER,44.2642
7,1,1164.HK,CGN MINING CO LTD,Uranium,large,3.88,84.44,-0.0638,-0.0783,-0.2728,STRONG_UP,10.54,170.3,66.68,-30.04,49.59,65.67,1.1815,MED,-,4.1525,4.2728,3.4753,1,128.6007,LEADER,42.602
8,-3,CCO.TO,CAMECO CORP,Uranium,large,168.75,77.78,-0.0136,0.0107,0.1173,STRONG_DOWN,25.75,145.79,138.7,-24.86,54.8,54.99,1.3258,MED,-,163.638,157.8256,135.4428,1,145.284,LEADER,41.6876
9,2,URG,UR-ENERGY INC,Uranium,mid,1.85,82.22,0.0117,0.1686,0.1988,STRONG_DOWN,28.47,164.29,3.35,-45.71,49.6,65.66,1.1275,MED,-,1.696,1.584,1.5294,1,124.1025,LEADER,41.331
10,0,DML.TO,DENISON MINES CORP,Uranium,mid,5.28,80.0,-0.0088,0.0414,0.1036,STRONG_DOWN,39.31,150.24,78.98,-29.2,51.2,60.14,1.5124,HIGH,-,5.194,5.164,4.2301,1,127.9038,LEADER,40.7591
11,-2,NXE.TO,NEXGEN ENERGY LTD,Uranium,large,17.57,71.11,0.0081,0.0583,0.1463,STRONG_DOWN,42.61,126.42,46.42,-22.39,51.6,49.37,1.4301,MED,-,16.833,16.5878,13.632,1,132.1277,CONTENDER,37.3254
12,0,URA,GLOBAL X URANIUM ETF,Uranium,small,58.26,73.33,0.0108,0.0929,0.176,STRONG_DOWN,22.75,128.02,97.69,-28.43,55.6,54.33,1.3888,MED,-,54.7745,51.9492,47.403,1,131.0133,CONTENDER,33.9233
13,0,URC.TO,URANIUM ROYALTY CORP,Uranium,mid,5.59,68.89,0.0329,0.0513,0.0772,STRONG_DOWN,2.95,109.36,57.02,-38.43,50.4,60.85,1.2788,MED,-,5.1395,5.127,5.195,1,90.5819,CONTENDER,31.4646
14,0,SLX.AX,SILEX SYSTEMS LTD,Uranium,mid,5.8,66.67,0.0195,-0.0554,-0.1276,STRONG_UP,-38.1,94.63,-2.03,-53.38,53.36,79.75,0.4129,LOW,EARLY,5.938,5.8332,6.5274,0,63.3167,LAGGARD,28.7306
15,0,SASK.V,ATHA ENERGY CORP,Uranium,small,1.13,93.33,0.0055,0.372,0.3349,FLAT,66.18,197.37,54.79,-40.43,44.0,88.09,0.9914,LOW,-,0.9775,0.8944,0.743,1,98.5834,LEADER,28.7089
16,2,LI.V,AMERICAN LITHIUM CORP,Uranium,small,0.64,64.44,-0.0242,0.0823,-0.109,FLAT,6.67,93.94,-26.44,-56.41,40.4,70.94,2.0031,HIGH,-,0.6095,0.6022,0.6448,0,53.498,LAGGARD,26.4552
17,0,MGA.TO,MEGA URANIUM LTD,Uranium,small,0.77,88.89,0.033,0.2428,0.3897,STRONG_DOWN,83.33,175.0,92.5,-31.58,40.4,87.2,1.3719,MED,-,0.7195,0.6528,0.493,1,81.078,LEADER,25.4134
18,6,NNE,NANO NUCLEAR ENERGY INC,Uranium,mid,29.07,31.11,0.2216,0.252,0.1024,FLAT,-30.09,23.6,460.12,-66.45,46.8,97.46,3.6172,HIGH,SHIFT,24.1158,23.4223,32.4342,0,11.3312,WEAK,25.1744
19,11,AEC,ANFIELD ENERGY INC,Uranium,small,5.06,57.78,-0.0122,-0.1184,-0.1782,STRONG_UP,-32.08,68.67,12.44,-58.92,40.0,67.21,1.7599,HIGH,-,5.3745,5.7066,6.5014,0,40.8669,LAGGARD,25.0664
20,-4,PDN.AX,PALADIN ENERGY LTD,Uranium,large,11.93,62.22,0.0138,-0.0852,-0.0452,FLAT,28.42,87.28,-29.66,-28.43,52.17,70.95,0.9919,LOW,-,12.7605,12.2394,9.8492,1,64.1806,CONTENDER,24.141
21,0,BHP.AX,BHP GROUP LTD,Uranium,large,56.39,48.89,0.0279,-0.0094,0.1307,FLAT,35.08,54.86,42.05,-18.98,53.75,34.28,0.803,LOW,-,55.385,53.3112,45.6389,1,86.0193,LAGGARD,23.8775
22,4,SMR,NUSCALE POWER CORP,Uranium,mid,13.52,8.89,0.0633,0.3307,-0.0994,FLAT,-62.05,-18.6,138.87,-82.86,47.2,100.09,1.4263,MED,SHIFT,11.739,11.6582,25.1586,0,-8.7728,WEAK,23.1788
23,-4,AEC.V,ANFIELD ENERGY INC,Uranium,small,7.03,51.11,-0.0024,-0.1148,-0.1685,STRONG_UP,-33.11,56.22,17.17,-60.29,42.0,84.3,2.9475,HIGH,-,7.47,7.914,9.0191,0,28.0111,LAGGARD,22.36
24,-4,8001.T,ITOCHU CORP,Uranium,large,1987.0,44.44,0.0024,-0.0687,0.0144,FLAT,14.77,39.41,40.89,-14.24,53.72,33.84,2.8062,HIGH,-,1991.375,2045.7534,1836.3677,1,62.5589,LAGGARD,21.7706
25,-2,7011.T,MITSUBISHI HEAVY INDUSTRIES,Uranium,large,4586.0,55.56,-0.0563,-0.07,0.0051,FLAT,3.89,62.15,225.26,-18.5,48.76,45.61,0.5144,LOW,-,4671.3,4702.7329,4203.8238,1,66.4439,CONTENDER,20.7326
26,-4,ISO.TO,ISOENERGY LTD,Uranium,mid,16.77,60.0,0.0083,0.1018,0.2669,STRONG_DOWN,35.9,84.08,-0.18,-29.99,55.6,77.38,0.8302,LOW,-,15.9725,15.2698,13.3411,1,60.4166,CONTENDER,20.4054
27,-2,DYL.AX,DEEP YELLOW LTD,Uranium,mid,1.725,42.22,-0.0578,-0.1284,-0.3204,STRONG_UP,4.23,35.29,2.99,-44.5,48.22,77.78,1.2369,MED,EARLY,1.9167,1.9873,1.9295,0,21.8807,WEAK,19.6939
28,0,YCA.L,YELLOW CAKE PLC,Uranium,mid,600.0,37.78,-0.0064,-0.0282,-0.0944,STRONG_UP,7.91,30.95,-12.28,-22.37,47.62,30.47,0.8084,LOW,-,604.125,605.84,572.7805,1,48.3658,LAGGARD,16.8658
29,-2,U-U.TO,SPROTT PHYSICAL URANIUM TR,Uranium,large,20.51,35.56,-0.0448,-0.0311,-0.0001,STRONG_DOWN,10.86,26.53,-9.41,-22.78,53.6,33.56,0.2517,LOW,-,20.565,20.1436,19.223,1,42.3671,LAGGARD,16.1449
30,-1,BMN.AX,BANNERMAN ENERGY LTD,Uranium,mid,3.87,46.67,-0.0615,-0.0784,0.0001,FLAT,12.83,43.33,-17.48,-34.17,47.83,80.87,0.9219,LOW,-,4.2155,4.0722,3.5424,1,25.6292,LAGGARD,15.2657
31,2,SYH.V,SKYHARBOUR RESOURCES LTD,Uranium,small,0.52,53.33,0.0182,0.0658,0.073,STRONG_DOWN,62.5,57.58,15.56,-40.0,34.4,90.68,1.8063,HIGH,-,0.502,0.479,0.4217,1,21.8417,CONTENDER,14.8602
32,-1,EU.V,ENCORE ENERGY CORP,Uranium,small,2.64,33.33,-0.028,0.0029,-0.2668,FLAT,-29.22,23.94,-61.35,-58.33,50.0,63.03,0.6943,LOW,-,2.6825,2.7256,3.5914,0,18.9939,WEAK,14.6044
