rank,delta_rank,ticker,name,sector,cap_band,close,peer_rs_score,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
1,0,ARE.TO,AECON GROUP INC,Uranium,mid,51.76,97.83,0.0898,0.1892,0.5692,STRONG_DOWN,69.18,208.51,228.1,-21.01,57.6,37.53,0.7609,LOW,-,46.7425,42.923,30.7851,1,320.017,LEADER,66.3057
2,-1,EFR.TO,ENERGY FUELS INC,Uranium,large,29.49,100.0,0.0514,0.1695,0.1309,FLAT,2.4,362.95,285.49,-51.09,52.8,90.64,0.794,LOW,-,27.6685,27.2128,23.4212,1,211.428,LEADER,60.9313
3,0,OKLO,OKLO INC,Uranium,large,70.4,91.3,-0.0397,0.4383,0.0603,FLAT,-48.76,168.29,449.57,-73.83,50.8,97.46,0.9879,LOW,SHIFT,62.698,60.151,86.325,0,87.7208,LAGGARD,45.075
4,0,UEC,URANIUM ENERGY CORP,Uranium,large,14.94,95.65,0.0057,0.0766,0.0195,FLAT,-3.8,182.95,109.83,-39.97,51.6,76.23,0.6632,LOW,-,14.377,14.1674,13.3142,1,123.8417,LEADER,40.4254
5,-3,CCO.TO,CAMECO CORP,Uranium,large,163.66,80.43,0.011,0.0214,0.1001,STRONG_DOWN,14.4,152.7,148.03,-24.86,55.2,56.14,0.5836,LOW,-,162.6945,157.989,134.6072,1,150.1439,LEADER,38.4698
6,-3,LEU,CENTRUS ENERGY CORP-CLASS A,Uranium,mid,206.64,93.48,-0.036,0.1035,-0.131,FLAT,-46.09,181.45,358.49,-61.35,51.2,90.62,0.517,LOW,SHIFT,198.683,198.34,252.0713,0,102.5182,LAGGARD,37.8144
7,-3,SSW.JO,SIBANYE STILLWATER LTD,Uranium,large,4967.0,78.26,-0.0326,-0.0111,-0.2962,FLAT,7.77,135.46,135.57,-43.75,54.4,67.66,0.8031,LOW,EARLY,5289.5,5558.4458,5223.0992,0,108.9104,LAGGARD,37.7398
8,-3,1164.HK,CGN MINING CO LTD,Uranium,large,3.89,89.13,-0.0064,-0.0804,-0.0819,STRONG_UP,12.43,161.9,93.58,-30.04,49.39,72.39,0.5214,LOW,-,4.1625,4.3338,3.4502,1,110.4629,LEADER,35.1294
9,0,NXE.TO,NEXGEN ENERGY LTD,Uranium,large,16.81,73.91,0.0256,0.0069,0.118,FLAT,22.61,129.02,50.22,-22.39,51.6,50.22,0.6679,LOW,-,16.6705,16.5978,13.52,1,132.5644,CONTENDER,34.6312
10,-4,DML.TO,DENISON MINES CORP,Uranium,mid,5.1,84.78,0.0011,-0.0252,0.0905,FLAT,14.09,153.73,76.47,-29.2,51.2,63.42,0.7957,LOW,-,5.168,5.2022,4.1966,1,124.1098,LEADER,33.664
