rank,delta_rank,ticker,name,sector,cap_band,close,peer_rs_score,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
1,1,OKLO,OKLO INC,Uranium,large,64.21,86.96,0.1939,0.0541,-0.2605,STRONG_UP,-62.57,192.13,405.59,-73.83,50.6,89.69,1.812,HIGH,SHIFT,52.61,59.6346,85.5706,0,108.3927,LAGGARD,60.7467
2,1,ARE.TO,AECON GROUP INC,Uranium,mid,46.33,80.43,-0.0794,0.0165,0.4182,STRONG_DOWN,91.5,174.87,198.28,-21.01,57.83,36.28,0.3548,LOW,-,43.5326,40.3688,29.2522,1,278.7444,LEADER,58.4444
3,-2,EFR.TO,ENERGY FUELS INC,Uranium,large,28.69,100.0,0.0429,0.041,-0.0245,STRONG_UP,-5.75,320.06,262.25,-51.09,53.01,96.52,0.7605,LOW,-,25.3135,27.296,22.312,1,175.7802,LEADER,55.2621
4,0,CCO.TO,CAMECO CORP,Uranium,large,164.96,84.78,-0.0602,0.0197,0.0595,STRONG_DOWN,29.07,189.96,148.39,-24.86,56.63,54.26,0.9639,LOW,-,153.1255,156.3738,131.0104,1,198.2624,LEADER,47.3564
5,4,NXE.TO,NEXGEN ENERGY LTD,Uranium,large,17.39,78.26,0.0181,-0.0025,0.093,FLAT,37.58,165.09,64.37,-22.39,52.61,50.94,1.0395,MED,-,15.969,16.355,13.0896,1,170.5038,LEADER,46.8084
6,0,UEC,URANIUM ENERGY CORP,Uranium,large,15.16,91.3,0.0365,0.0421,-0.0949,FLAT,-9.44,200.2,120.35,-39.97,52.21,72.54,0.852,LOW,-,13.4615,14.424,12.8698,1,144.0907,LEADER,44.0595
7,1,1164.HK,CGN MINING CO LTD,Uranium,large,4.49,97.83,-0.0251,0.0061,0.2854,STRONG_DOWN,16.32,233.65,133.86,-30.04,50.21,70.01,0.7778,LOW,-,4.0455,4.4504,3.3644,1,167.5694,LEADER,44.0309
8,-1,LEU,CENTRUS ENERGY CORP-CLASS A,Uranium,mid,202.02,93.48,-0.0075,-0.1126,-0.3027,STRONG_UP,-53.67,200.36,396.49,-61.35,52.61,89.99,0.854,LOW,PROGRESS,187.934,203.0088,251.3018,0,117.1327,LAGGARD,41.4258
9,-4,PDN.AX,PALADIN ENERGY LTD,Uranium,large,14.15,95.65,0.04,0.1794,0.3677,STRONG_DOWN,42.5,210.99,-7.52,-28.43,53.6,75.27,0.8554,LOW,-,11.7475,12.1792,9.4984,1,150.2459,LEADER,40.2427
10,0,SSW.JO,SIBANYE STILLWATER LTD,Uranium,large,5407.0,73.91,-0.0696,-0.1263,-0.1826,STRONG_UP,3.88,137.73,110.11,-43.75,54.03,68.03,0.7063,LOW,-,5111.6,5826.3648,5143.9428,1,109.3826,CONTENDER,39.1013
11,0,DML.TO,DENISON MINES CORP,Uranium,mid,5.39,82.61,0.0094,-0.0037,0.0902,FLAT,24.77,185.19,92.5,-29.2,52.21,65.51,0.8838,LOW,-,4.93,5.1948,4.0425,1,147.5884,LEADER,37.9734
