rank,delta_rank,ticker,name,sector,cap_band,close,peer_rs_score,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
1,0,EFR.TO,ENERGY FUELS INC,Uranium,large,28.77,100.0,0.0734,0.0391,0.0161,STRONG_UP,-17.92,366.29,258.28,-51.09,53.41,96.51,1.0155,MED,-,25.1605,27.3904,22.2065,1,202.7092,LEADER,66.9771
2,1,OKLO,OKLO INC,Uranium,large,63.35,89.13,0.2643,-0.0026,-0.3177,STRONG_UP,-63.62,193.83,398.03,-73.83,50.6,89.62,2.257,HIGH,SHIFT,52.2345,59.9104,85.5295,0,109.4383,LAGGARD,61.0319
3,-1,ARE.TO,AECON GROUP INC,Uranium,mid,46.73,80.43,-0.0447,0.0547,0.4414,STRONG_DOWN,90.58,179.34,201.58,-21.01,58.23,36.65,0.8174,LOW,-,43.3318,40.1593,29.1211,1,284.9368,LEADER,59.5788
4,0,CCO.TO,CAMECO CORP,Uranium,large,163.76,82.61,-0.0424,0.0247,0.0698,STRONG_DOWN,24.94,186.6,146.95,-24.86,56.22,54.37,0.9008,LOW,-,152.389,156.5142,130.6867,1,192.9478,LEADER,46.3449
5,6,PDN.AX,PALADIN ENERGY LTD,Uranium,large,13.79,97.83,0.0551,0.1961,0.3193,STRONG_DOWN,43.35,215.56,-9.87,-28.43,53.6,75.15,1.0888,MED,-,11.6025,12.1578,9.467,1,153.7465,LEADER,45.4761
6,-1,UEC,URANIUM ENERGY CORP,Uranium,large,14.82,93.48,0.0186,0.012,-0.1156,STRONG_UP,-5.36,207.47,109.62,-39.97,52.21,75.47,0.9021,LOW,-,13.38,14.477,12.828,1,143.5266,LEADER,44.9234
7,-1,LEU,CENTRUS ENERGY CORP-CLASS A,Uranium,mid,197.79,91.3,0.0354,-0.1233,-0.3347,STRONG_UP,-50.07,203.59,374.77,-61.35,52.61,90.13,0.6953,LOW,PROGRESS,188.256,204.5778,251.2076,0,118.839,LAGGARD,41.7053
8,1,1164.HK,CGN MINING CO LTD,Uranium,large,4.22,95.65,-0.096,-0.0633,0.185,STRONG_DOWN,9.33,213.59,113.17,-30.04,49.79,68.97,0.4849,LOW,-,4.028,4.4624,3.3533,1,154.1893,LEADER,41.5072
9,-1,NXE.TO,NEXGEN ENERGY LTD,Uranium,large,16.9,78.26,-0.0036,-0.0143,0.0631,FLAT,28.32,160.4,55.9,-22.39,52.61,50.75,0.706,LOW,-,15.9055,16.349,13.0492,1,166.2793,LEADER,41.3503
10,-3,SSW.JO,SIBANYE STILLWATER LTD,Uranium,large,5489.0,71.74,-0.0441,-0.0688,-0.2042,STRONG_UP,7.13,141.44,124.28,-43.75,54.44,68.06,0.4125,LOW,-,5124.2345,5856.8927,5133.234,1,113.1327,CONTENDER,39.7543
