rank,delta_rank,ticker,name,sector,cap_band,close,peer_rs_score,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
1,0,EFR.TO,ENERGY FUELS INC,Uranium,large,26.99,100.0,0.0324,-0.0541,0.0032,FLAT,37.28,253.27,190.22,-51.09,52.0,80.13,1.1667,MED,-,26.6785,26.7692,24.8737,1,164.3599,LEADER,57.8411
2,0,ARE.TO,AECON GROUP INC,Uranium,mid,45.06,89.13,-0.061,-0.1443,0.3096,FLAT,61.26,141.56,196.53,-21.46,56.0,39.07,0.4505,LOW,-,48.842,46.9344,33.9099,1,202.9083,LEADER,45.8357
3,1,URG,UR-ENERGY INC,Uranium,mid,2.1,97.83,0.2543,0.2206,0.4345,FLAT,61.54,159.26,22.81,-45.71,48.8,81.18,4.7911,HIGH,-,1.7115,1.6444,1.5687,1,95.736,LEADER,40.636
4,3,OKLO,OKLO INC,Uranium,large,73.47,58.7,0.0493,0.1051,0.2161,STRONG_DOWN,-15.9,47.62,690.85,-73.83,50.0,98.72,1.8708,HIGH,SHIFT,68.153,62.9104,85.7488,0,24.1182,LAGGARD,38.7421
5,1,UEC,URANIUM ENERGY CORP,Uranium,large,15.44,93.48,0.1148,0.076,0.1235,FLAT,31.29,142.77,122.48,-40.86,50.8,80.15,1.4229,MED,-,14.205,14.0918,13.8524,1,90.4876,LEADER,38.3902
6,3,CCO.TO,CAMECO CORP,Uranium,large,166.86,84.78,0.0881,0.0691,0.1142,FLAT,36.18,104.23,127.07,-24.86,54.0,52.94,1.5731,HIGH,-,154.171,156.7482,139.7073,1,106.3182,LEADER,38.3462
7,-4,DML.TO,DENISON MINES CORP,Uranium,mid,5.05,86.96,0.0451,0.0224,-0.008,STRONG_UP,42.66,118.61,56.35,-29.2,52.4,55.73,1.4078,MED,-,4.7825,4.953,4.392,1,111.5272,LEADER,35.8031
8,-3,1164.HK,CGN MINING CO LTD,Uranium,large,3.28,82.61,-0.0322,-0.1617,-0.2369,STRONG_UP,16.73,98.22,8.82,-38.97,48.57,54.13,0.566,LOW,EARLY,3.5275,3.854,3.5927,0,88.1297,LAGGARD,33.0702
9,1,NXE.TO,NEXGEN ENERGY LTD,Uranium,large,17.18,80.43,0.0816,0.0483,0.0837,FLAT,38.21,96.57,67.61,-22.98,52.4,50.81,1.2276,MED,-,15.936,16.222,14.197,1,99.5894,LEADER,32.6288
10,-2,BHP.AX,BHP GROUP LTD,Uranium,large,63.37,69.57,-0.001,0.1922,0.2567,STRONG_DOWN,53.46,75.74,54.68,-18.98,55.73,32.99,0.7925,LOW,-,59.956,56.1768,47.6477,1,127.9533,CONTENDER,31.4409
11,0,SSW.JO,SIBANYE STILLWATER LTD,Uranium,large,4670.0,65.22,-0.087,-0.026,-0.2377,FLAT,-11.2,68.08,101.25,-43.75,52.21,67.36,1.0667,MED,EARLY,5111.95,5134.44,5337.2418,0,52.7719,LAGGARD,30.1532
12,0,LEU,CENTRUS ENERGY CORP-CLASS A,Uranium,mid,199.13,60.87,0.0715,-0.0092,0.0775,FLAT,-20.78,51.49,322.87,-61.35,52.4,78.21,1.5942,HIGH,SHIFT,191.055,193.3816,248.8333,0,34.496,LAGGARD,29.9767
13,3,URC.TO,URANIUM ROYALTY CORP,Uranium,mid,5.34,73.91,0.0492,0.063,0.0522,FLAT,2.3,77.41,50.85,-38.43,50.8,61.4,1.8039,HIGH,-,5.158,5.0716,5.3156,1,64.0449,CONTENDER,29.8472
14,1,SASK.V,ATHA ENERGY CORP,Uranium,small,1.2,91.3,0.1089,0.1992,0.4452,STRONG_DOWN,96.72,142.42,60.0,-40.43,44.4,83.79,1.9888,HIGH,-,1.0595,0.9568,0.7796,1,75.4701,LEADER,28.6217
15,4,MGA.TO,MEGA URANIUM LTD,Uranium,small,0.72,95.65,0.0569,0.0341,0.1558,FLAT,89.47,148.28,84.62,-31.58,41.6,83.14,1.7789,HIGH,-,0.688,0.6706,0.5289,1,74.1914,LEADER,27.584
16,-3,PDN.AX,PALADIN ENERGY LTD,Uranium,large,10.63,76.09,-0.0995,-0.0952,-0.06,STRONG_DOWN,32.88,79.86,-32.85,-30.19,51.78,71.29,1.2036,MED,-,11.3435,11.8714,10.2935,1,58.008,LEADER,26.0367
17,-3,SLX.AX,SILEX SYSTEMS LTD,Uranium,mid,5.87,78.26,-0.1308,0.0568,0.0688,STRONG_DOWN,-29.28,80.62,-4.24,-53.38,52.96,75.67,0.4975,LOW,-,5.907,5.786,6.6848,0,56.4212,LAGGARD,25.844
18,2,URA,GLOBAL X URANIUM ETF,Uranium,small,53.42,67.39,0.031,0.0095,0.1093,FLAT,26.63,70.95,82.3,-28.43,54.4,51.61,1.8063,HIGH,-,51.9725,52.0188,48.5805,1,74.7889,CONTENDER,25.6513
19,2,ISO.TO,ISOENERGY LTD,Uranium,mid,18.03,71.74,0.1277,0.1695,0.2785,STRONG_DOWN,47.91,76.07,7.32,-29.99,55.6,77.83,1.3077,MED,-,16.06,15.5976,13.9105,1,54.3457,CONTENDER,21.6612
20,-3,NNE,NANO NUCLEAR ENERGY INC,Uranium,mid,30.57,30.43,0.0833,0.345,0.2566,FLAT,-3.04,4.76,377.66,-66.45,48.4,100.05,1.4482,MED,SHIFT,26.8868,24.4118,31.5726,0,2.3044,WEAK,21.0075
21,1,SMR,NUSCALE POWER CORP,Uranium,mid,13.95,4.35,0.1218,0.1794,0.2094,STRONG_DOWN,-22.84,-56.12,82.83,-82.86,46.0,94.5,1.9769,HIGH,SHIFT,12.0355,11.538,22.1941,0,-27.3168,WEAK,20.0389
