rank,delta_rank,ticker,name,sector,cap_band,close,peer_rs_score,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
1,0,ARE.TO,AECON GROUP INC,Uranium,mid,47.51,93.48,0.0173,-0.0445,0.5169,FLAT,89.26,211.91,204.04,-21.01,58.0,36.55,0.7193,LOW,-,44.518,41.3947,29.9103,1,336.2777,LEADER,70.0702
2,1,EFR.TO,ENERGY FUELS INC,Uranium,large,29.93,100.0,0.0674,0.0397,-0.0426,STRONG_UP,0.64,348.73,306.11,-51.09,52.8,97.22,1.4143,MED,-,26.483,27.3002,22.8366,1,189.3922,LEADER,64.2373
3,-1,OKLO,OKLO INC,Uranium,large,76.46,95.65,0.1444,0.263,-0.0282,FLAT,-36.35,214.39,470.6,-73.83,50.8,96.47,3.1374,HIGH,SHIFT,56.1735,59.6432,85.9715,0,112.8961,LAGGARD,60.9288
4,5,LEU,CENTRUS ENERGY CORP-CLASS A,Uranium,mid,219.58,97.83,0.0783,0.0158,-0.1594,STRONG_UP,-30.25,219.39,438.45,-61.35,52.4,92.36,1.8188,HIGH,SHIFT,190.7785,197.6734,252.0675,0,124.4693,LAGGARD,52.4227
5,1,UEC,URANIUM ENERGY CORP,Uranium,large,14.95,91.3,-0.0019,-0.0184,-0.0978,STRONG_UP,7.63,183.68,125.83,-39.97,51.6,72.1,1.0929,MED,-,13.9685,14.303,13.0796,1,131.4556,LEADER,47.3558
6,-2,CCO.TO,CAMECO CORP,Uranium,large,169.47,86.96,0.0256,-0.0007,0.1057,FLAT,40.72,179.18,154.65,-24.86,56.4,56.62,0.8149,LOW,-,158.373,157.3826,132.6939,1,178.4862,LEADER,44.6951
7,0,NXE.TO,NEXGEN ENERGY LTD,Uranium,large,17.36,78.26,0.0012,-0.0578,0.1139,FLAT,47.49,145.2,61.94,-22.39,52.0,53.42,1.1427,MED,-,16.3675,16.53,13.2903,1,141.3381,LEADER,40.8896
8,2,DML.TO,DENISON MINES CORP,Uranium,mid,5.36,82.61,0.0113,-0.0435,0.1119,FLAT,40.31,173.47,98.52,-29.2,51.6,66.77,1.0471,MED,-,5.0785,5.2228,4.1152,1,134.0575,LEADER,39.4336
9,3,SSW.JO,SIBANYE STILLWATER LTD,Uranium,large,5316.0,76.09,-0.073,-0.0232,-0.2172,FLAT,15.22,142.91,133.52,-43.75,54.0,69.01,0.4903,LOW,-,5273.45,5701.9001,5195.1526,1,111.8239,LEADER,39.1484
10,1,1164.HK,CGN MINING CO LTD,Uranium,large,4.15,84.78,-0.0617,-0.0151,0.1614,STRONG_DOWN,7.79,173.89,104.49,-30.04,48.98,71.15,1.1471,MED,-,4.1355,4.3884,3.4121,1,119.7094,LEADER,38.8389
