rank,delta_rank,ticker,name,sector,cap_band,close,peer_rs_score,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
1,0,ARE.TO,AECON GROUP INC,Uranium,mid,50.73,97.83,0.0587,0.2158,0.5014,STRONG_DOWN,94.42,183.64,223.29,-21.01,57.03,38.35,1.0195,MED,-,50.511,45.9392,32.4669,1,273.0867,LEADER,64.1818
2,0,EFR.TO,ENERGY FUELS INC,Uranium,large,25.37,100.0,-0.0571,0.0343,0.0325,FLAT,16.38,315.22,176.66,-51.09,51.81,80.38,0.7751,LOW,-,28.944,27.0402,24.2274,1,203.1799,LEADER,59.2659
3,1,UEC,URANIUM ENERGY CORP,Uranium,large,13.2,93.48,-0.0503,0.0007,-0.0494,FLAT,13.89,155.81,75.3,-39.97,50.4,73.42,1.0006,MED,EARLY,14.8275,14.1318,13.6703,0,106.9603,LAGGARD,40.3769
4,1,1164.HK,CGN MINING CO LTD,Uranium,large,3.36,84.78,-0.0534,-0.1135,-0.167,STRONG_UP,-2.89,127.75,21.93,-36.12,49.59,57.34,1.1037,MED,EARLY,3.939,4.0752,3.5357,0,110.4821,LAGGARD,40.2469
5,-2,SSW.JO,SIBANYE STILLWATER LTD,Uranium,large,5055.0,89.13,0.0237,0.0644,-0.1291,FLAT,0.5,130.66,95.9,-43.75,53.6,66.34,0.5077,LOW,EARLY,5308.5,5317.494,5290.8317,0,105.5717,LAGGARD,37.31
6,0,OKLO,OKLO INC,Uranium,large,58.56,56.52,-0.1066,-0.0142,-0.0054,STRONG_DOWN,-39.98,47.39,654.64,-73.83,48.8,95.87,1.2848,MED,EARLY,70.288,61.474,86.2981,0,24.1251,LAGGARD,35.165
7,0,URG,UR-ENERGY INC,Uranium,mid,1.58,86.96,-0.0875,0.0535,0.1277,STRONG_DOWN,32.77,128.99,-14.13,-45.71,48.8,68.07,1.12,MED,-,1.7665,1.6124,1.5476,1,92.4709,LEADER,34.9503
8,0,DML.TO,DENISON MINES CORP,Uranium,mid,4.52,82.61,-0.0409,-0.0209,-0.0035,STRONG_DOWN,29.51,124.88,44.87,-29.2,51.41,58.2,1.1266,MED,-,5.123,5.0664,4.2996,1,110.3068,LEADER,33.4872
9,0,NXE.TO,NEXGEN ENERGY LTD,Uranium,large,15.49,80.43,-0.0065,0.0228,0.1056,STRONG_DOWN,35.52,105.98,40.69,-22.39,51.41,49.98,1.0367,MED,-,16.844,16.48,13.8736,1,109.0164,LEADER,33.3059
10,0,LEU,CENTRUS ENERGY CORP-CLASS A,Uranium,mid,172.95,69.57,-0.0471,-0.0073,-0.0375,FLAT,-30.82,81.67,240.25,-61.35,51.2,78.08,1.0866,MED,EARLY,204.232,198.0598,250.4397,0,53.5542,LAGGARD,31.3459
