rank,delta_rank,ticker,name,sector,cap_band,close,peer_rs_score,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
1,0,EFR.TO,ENERGY FUELS INC,Uranium,large,24.7,100.0,-0.0424,-0.0393,-0.0283,STRONG_DOWN,5.11,405.11,175.67,-51.09,53.01,99.15,0.5762,LOW,-,25.4325,28.5072,21.4786,1,216.5912,LEADER,61.1143
2,0,ARE.TO,AECON GROUP INC,Uranium,mid,42.65,82.61,-0.0333,0.2221,0.3415,STRONG_DOWN,75.36,163.21,171.32,-21.01,57.03,36.89,0.6405,LOW,-,41.7124,38.5221,28.0986,1,252.3126,LEADER,53.6768
3,0,SSW.JO,SIBANYE STILLWATER LTD,Uranium,large,5221.0,91.3,0.0196,-0.0502,-0.193,STRONG_UP,6.68,215.73,115.35,-43.75,55.42,70.15,0.7156,LOW,-,5240.324,6190.0622,5056.9133,1,170.4329,LEADER,51.1467
4,0,CCO.TO,CAMECO CORP,Uranium,large,156.5,86.96,0.0309,0.084,0.1367,STRONG_DOWN,33.4,191.29,139.68,-24.86,56.22,53.99,0.6179,LOW,-,150.563,158.465,128.182,1,199.1953,LEADER,47.5647
5,0,UEC,URANIUM ENERGY CORP,Uranium,large,13.57,93.48,-0.0036,0.0724,0.0363,FLAT,-0.8,221.56,86.66,-39.97,52.21,80.39,0.6667,LOW,-,13.357,15.2322,12.5426,1,143.8967,LEADER,44.1408
6,3,1164.HK,CGN MINING CO LTD,Uranium,large,4.02,95.65,-0.0387,-0.061,0.2939,FLAT,24.84,225.22,109.38,-30.04,50.0,69.26,0.5393,LOW,-,4.067,4.4722,3.2945,1,162.5929,LEADER,43.9636
7,-1,OKLO,OKLO INC,Uranium,large,48.13,73.91,-0.0957,-0.1515,-0.3814,STRONG_UP,-62.63,143.08,273.1,-73.83,49.8,92.24,0.5357,LOW,EARLY,55.3805,65.118,85.7586,0,77.2488,LAGGARD,43.6773
8,0,NXE.TO,NEXGEN ENERGY LTD,Uranium,large,16.3,84.78,0.0104,0.0424,0.1071,STRONG_DOWN,32.52,175.34,44.12,-22.39,52.21,51.32,0.5753,LOW,-,16.164,16.5482,12.7745,1,178.3786,LEADER,42.7957
9,-2,LEU,CENTRUS ENERGY CORP-CLASS A,Uranium,mid,183.21,97.83,-0.0522,0.0249,-0.3277,FLAT,-47.52,236.6,302.84,-61.35,52.21,96.79,0.4708,LOW,EARLY,195.2285,222.1176,250.9868,0,127.6243,LAGGARD,42.6195
10,0,DML.TO,DENISON MINES CORP,Uranium,mid,5.08,89.13,0.0159,0.0404,0.148,STRONG_DOWN,31.27,198.82,75.78,-29.2,51.41,66.37,0.6509,LOW,-,4.9955,5.2586,3.9244,1,154.0081,LEADER,38.3883
11,0,URG,UR-ENERGY INC,Uranium,mid,1.52,80.43,0.0168,0.123,-0.0065,FLAT,-13.64,153.33,-11.63,-45.71,49.4,71.13,0.5868,LOW,-,1.4685,1.6018,1.4675,1,106.4905,LEADER,34.8543
12,1,URA,GLOBAL X URANIUM ETF,Uranium,small,48.9,76.09,-0.0052,0.0587,0.0629,STRONG_DOWN,2.06,146.08,74.34,-28.43,56.22,57.82,0.5085,LOW,-,48.9165,52.1288,45.3885,1,142.0399,LEADER,33.0861
13,-1,PDN.AX,PALADIN ENERGY LTD,Uranium,large,11.38,78.26,-0.0193,-0.0425,0.0501,FLAT,32.79,149.02,-23.11,-28.43,52.59,73.31,0.553,LOW,-,11.306,12.2912,9.298,1,106.8983,LEADER,32.7949
14,2,URC.TO,URANIUM ROYALTY CORP,Uranium,mid,5.12,71.74,0.0498,0.0703,-0.0857,FLAT,-12.63,123.58,46.7,-38.43,50.6,71.76,0.5743,LOW,-,4.9205,5.53,4.9904,1,87.1403,CONTENDER,28.703
15,0,7011.T,MITSUBISHI HEAVY INDUSTRIES,Uranium,large,4803.0,63.04,0.0335,0.0917,0.2418,STRONG_DOWN,25.18,103.91,260.01,-18.5,50.21,49.01,0.6496,LOW,-,4639.7429,4725.1547,4090.7639,1,106.4551,CONTENDER,27.3326
16,-2,DYL.AX,DEEP YELLOW LTD,Uranium,mid,1.79,58.7,0.0087,-0.1998,-0.1225,FLAT,-13.94,95.63,23.88,-44.5,48.61,80.31,1.1097,MED,EARLY,1.8197,2.2511,1.9095,0,57.8819,LAGGARD,26.969
17,0,8001.T,ITOCHU CORP,Uranium,large,2042.0,50.0,-0.0303,0.0608,0.0256,FLAT,21.2,60.44,57.42,-13.68,55.14,35.62,0.5116,LOW,-,2032.3187,2064.1275,1786.4699,1,93.5578,CONTENDER,23.829
18,2,SMR,NUSCALE POWER CORP,Uranium,mid,10.15,8.7,-0.0685,-0.0941,-0.3777,STRONG_UP,-74.31,-19.44,64.77,-81.0,48.19,93.64,1.0313,MED,EARLY,11.464,13.9526,28.3971,0,-10.0067,WEAK,23.3768
19,2,ISO.TO,ISOENERGY LTD,Uranium,mid,14.64,60.87,-0.0082,0.0751,0.0151,FLAT,6.78,95.72,-12.86,-29.99,55.42,81.29,0.3658,LOW,-,14.5605,14.96,12.6241,1,65.2591,CONTENDER,22.233
20,3,U-U.TO,SPROTT PHYSICAL URANIUM TR,Uranium,large,20.31,43.48,0.0042,0.1066,0.038,FLAT,2.06,53.86,-2.59,-22.78,54.62,42.31,0.1953,LOW,-,19.657,20.6416,18.8642,1,69.5351,LAGGARD,22.1852
21,4,AEC.V,ANFIELD ENERGY INC,Uranium,small,7.87,65.22,0.0304,-0.0361,-0.0575,STRONG_UP,-43.05,109.87,4.93,-60.29,38.96,97.13,0.3687,LOW,-,7.874,9.1974,9.225,0,44.0688,LAGGARD,21.6047
22,-4,SLX.AX,SILEX SYSTEMS LTD,Uranium,mid,5.17,45.65,-0.0784,-0.1042,-0.4697,STRONG_UP,-27.49,54.79,-2.64,-53.38,53.39,108.69,0.4374,LOW,EARLY,5.4,6.279,6.34,0,26.9138,WEAK,21.2065
23,-4,BMN.AX,BANNERMAN ENERGY LTD,Uranium,mid,3.75,54.35,0.0178,-0.0771,0.0175,FLAT,-1.57,69.68,-5.78,-34.17,49.4,81.45,1.1991,MED,-,3.7475,4.036,3.4247,1,42.2634,CONTENDER,21.0634
24,5,YCA.L,YELLOW CAKE PLC,Uranium,mid,598.5,41.3,-0.0229,0.0535,-0.0025,FLAT,2.66,52.83,-4.09,-22.37,48.61,35.27,0.5733,LOW,-,593.7,627.36,562.529,1,72.8179,LAGGARD,20.5182
25,-3,BHP.AX,BHP GROUP LTD,Uranium,large,51.23,36.96,-0.0368,0.0108,0.1244,STRONG_DOWN,24.06,44.93,25.22,-18.98,53.78,35.56,0.7737,LOW,-,50.1335,50.9961,43.6065,1,67.9525,LAGGARD,19.4753
26,1,NNE,NANO NUCLEAR ENERGY INC,Uranium,mid,21.38,21.74,-0.0001,-0.0913,-0.2256,STRONG_UP,-48.72,-0.33,311.95,-66.45,46.59,82.86,0.921,LOW,EARLY,21.883,25.6264,33.7646,0,-0.1835,WEAK,19.1679
27,-1,AEC,ANFIELD ENERGY INC,Uranium,small,5.48,56.52,-0.0219,-0.0712,-0.0712,UP,-45.42,82.67,4.38,-58.92,36.95,91.15,0.2917,LOW,-,5.7005,6.6722,6.6443,0,33.5111,LAGGARD,18.7351
28,-4,EU.V,ENCORE ENERGY CORP,Uranium,small,2.61,47.83,-0.0099,0.0276,-0.3238,FLAT,-43.38,57.23,-56.72,-58.33,50.2,72.76,0.5781,LOW,-,2.6025,3.3226,3.7068,0,39.4845,WEAK,18.6754
29,1,LI.V,AMERICAN LITHIUM CORP,Uranium,small,0.58,52.17,0.0836,-0.0351,-0.1944,STRONG_UP,-15.94,61.11,-39.58,-56.41,39.76,76.08,0.4038,LOW,-,0.569,0.679,0.6164,0,31.9371,LAGGARD,18.3194
30,-2,BOE.AX,BOSS ENERGY LTD,Uranium,mid,1.575,2.17,-0.0004,-0.0223,-0.0248,STRONG_UP,-21.25,-31.52,-69.3,-74.73,44.22,81.25,0.4784,LOW,PROGRESS,1.5528,1.6605,2.0116,0,-17.1556,WEAK,17.8627
31,0,MGA.TO,MEGA URANIUM LTD,Uranium,small,0.58,69.57,0.0009,0.0174,0.0012,FLAT,41.46,123.08,38.1,-31.58,38.55,89.14,0.4462,LOW,-,0.589,0.6324,0.4446,1,53.2266,CONTENDER,17.7575
32,0,SASK.V,ATHA ENERGY CORP,Uranium,small,0.79,67.39,-0.0279,0.0453,0.0834,STRONG_DOWN,-2.47,110.67,-4.82,-40.43,42.97,103.15,0.9696,LOW,-,0.8325,0.8608,0.7018,1,46.1013,CONTENDER,17.1238
