rank,delta_rank,ticker,name,sector,cap_band,close,peer_rs_score,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
1,0,ARE.TO,AECON GROUP INC,Uranium,mid,54.47,97.83,0.1403,0.2236,0.6528,STRONG_DOWN,77.86,218.94,243.65,-21.01,57.6,38.63,1.4649,MED,-,47.328,43.2617,30.9581,1,326.4481,LEADER,75.001
2,0,EFR.TO,ENERGY FUELS INC,Uranium,large,29.42,100.0,0.0511,0.1341,0.0142,FLAT,19.98,372.23,274.78,-51.09,52.8,89.88,0.7579,LOW,-,27.8975,27.2154,23.5119,1,218.6672,LEADER,62.2677
3,0,OKLO,OKLO INC,Uranium,large,68.6,89.13,-0.0008,0.3566,0.0131,FLAT,-48.33,169.34,358.86,-73.83,50.8,96.4,0.8354,LOW,SHIFT,63.69,60.2464,86.3322,0,89.2354,LAGGARD,45.3123
4,0,UEC,URANIUM ENERGY CORP,Uranium,large,14.82,93.48,0.0328,0.059,-0.0422,FLAT,-2.05,182.82,101.09,-39.97,51.6,75.51,0.8621,LOW,-,14.45,14.1388,13.3475,1,124.9337,LEADER,40.5825
5,0,CCO.TO,CAMECO CORP,Uranium,large,161.22,80.43,0.0206,-0.0048,0.0711,FLAT,13.94,151.96,133.48,-24.86,55.2,56.01,0.8508,LOW,-,163.068,157.8962,134.893,1,149.7643,LEADER,39.2988
6,0,LEU,CENTRUS ENERGY CORP-CLASS A,Uranium,mid,206.92,95.65,0.0143,0.0772,-0.1365,FLAT,-43.69,188.75,353.37,-61.35,51.6,90.32,0.6807,LOW,SHIFT,199.8525,198.4038,251.9365,0,107.8346,LAGGARD,38.8403
7,0,SSW.JO,SIBANYE STILLWATER LTD,Uranium,large,4967.0,73.91,-0.0602,-0.0354,-0.2662,FLAT,7.77,133.25,125.93,-43.75,54.22,67.66,0.425,LOW,EARLY,5289.5,5558.4458,5223.0992,0,106.7784,LAGGARD,37.2682
8,0,1164.HK,CGN MINING CO LTD,Uranium,large,4.05,91.3,-0.0302,-0.0042,0.0218,STRONG_DOWN,13.13,180.2,77.78,-30.04,49.8,69.98,0.2192,LOW,-,4.172,4.3134,3.4591,1,128.2345,LEADER,36.6369
9,0,NXE.TO,NEXGEN ENERGY LTD,Uranium,large,16.94,76.09,0.0383,0.0098,0.1249,FLAT,31.83,134.63,44.17,-22.39,52.0,49.86,0.8198,LOW,-,16.7185,16.5978,13.5572,1,140.4042,LEADER,36.5554
10,0,DML.TO,DENISON MINES CORP,Uranium,mid,5.11,82.61,0.004,-0.0375,0.0494,FLAT,24.33,159.39,70.9,-29.2,51.6,62.92,0.6565,LOW,-,5.172,5.193,4.2083,1,130.7147,LEADER,34.8378
11,0,URG,UR-ENERGY INC,Uranium,mid,1.77,78.26,0.0369,0.1297,0.1225,FLAT,2.91,145.83,-1.67,-45.71,49.2,67.48,0.6728,LOW,-,1.665,1.5788,1.5249,1,106.3278,LEADER,34.7572
12,0,URA,GLOBAL X URANIUM ETF,Uranium,small,54.77,71.74,0.0178,0.0765,0.1068,STRONG_DOWN,4.11,123.72,85.97,-28.43,56.0,55.26,0.7622,LOW,-,54.119,51.8678,47.2276,1,125.3782,CONTENDER,29.4762
13,0,URC.TO,URANIUM ROYALTY CORP,Uranium,mid,5.19,69.57,0.0356,-0.0277,-0.0659,STRONG_UP,-12.33,107.6,46.61,-38.43,50.4,64.13,0.5006,LOW,-,5.1015,5.145,5.1767,1,84.5632,CONTENDER,29.0407
14,0,SLX.AX,SILEX SYSTEMS LTD,Uranium,mid,5.67,60.87,-0.0916,0.0465,-0.0126,FLAT,-45.16,81.73,-5.03,-53.38,52.96,80.9,0.584,LOW,EARLY,5.916,5.8794,6.5129,0,53.5039,LAGGARD,25.9098
15,1,SASK.V,ATHA ENERGY CORP,Uranium,small,1.03,86.96,0.0177,0.2703,0.1146,FLAT,43.06,167.53,39.19,-40.43,44.0,89.77,0.2635,LOW,-,0.949,0.885,0.738,1,82.1146,LEADER,25.5224
16,-1,PDN.AX,PALADIN ENERGY LTD,Uranium,large,12.34,67.39,0.016,0.0341,0.0771,STRONG_DOWN,27.88,99.35,-21.1,-28.43,52.57,71.23,0.6705,LOW,-,12.7535,12.3056,9.8097,1,73.3263,CONTENDER,25.0274
17,1,MGA.TO,MEGA URANIUM LTD,Uranium,small,0.72,84.78,0.0364,0.1701,0.2083,STRONG_DOWN,71.43,166.67,80.0,-31.58,40.4,86.82,0.4947,LOW,-,0.705,0.6516,0.4886,1,77.5551,LEADER,22.134
