rank,delta_rank,ticker,name,sector,cap_band,close,peer_rs_score,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
1,0,EFR.TO,ENERGY FUELS INC,Uranium,large,25.8,100.0,0.0378,-0.009,0.1639,FLAT,10.26,337.29,215.79,-51.09,52.8,100.46,0.8637,LOW,-,27.005,29.2376,20.9704,1,177.2727,LEADER,54.6909
2,0,ARE.TO,AECON GROUP INC,Uranium,mid,43.74,93.48,0.0215,0.3244,0.3065,FLAT,96.12,156.25,180.59,-21.01,56.4,36.38,0.9665,LOW,-,40.5099,37.4874,27.4028,1,242.2418,LEADER,52.929
3,0,SSW.JO,SIBANYE STILLWATER LTD,Uranium,large,5017.0,89.13,0.0757,-0.0849,-0.3063,STRONG_UP,7.16,152.8,136.37,-43.75,55.2,71.46,0.8661,LOW,-,5637.0822,6437.9648,4998.5268,1,118.0351,LEADER,41.4476
4,0,OKLO,OKLO INC,Uranium,large,55.27,78.26,0.0006,-0.0102,-0.4069,STRONG_UP,-57.86,109.59,400.18,-69.01,49.6,88.53,0.5255,LOW,EARLY,60.094,70.4532,86.1336,0,61.4015,LAGGARD,39.0455
5,0,CCO.TO,CAMECO CORP,Uranium,large,150.61,86.96,0.0194,0.0859,0.1002,STRONG_DOWN,30.72,144.3,164.37,-24.86,55.6,54.33,0.5269,LOW,-,154.638,159.8812,126.4248,1,147.6699,LEADER,38.1153
6,0,UEC,URANIUM ENERGY CORP,Uranium,large,13.44,91.3,0.0028,0.0261,-0.0059,FLAT,-1.75,154.55,98.52,-39.97,51.6,78.83,0.6934,LOW,-,13.891,15.7518,12.3388,1,101.1613,LEADER,36.1624
7,0,LEU,CENTRUS ENERGY CORP-CLASS A,Uranium,mid,193.26,97.83,-0.069,0.0838,-0.333,FLAT,-29.98,176.13,391.51,-57.52,50.8,94.31,0.4498,LOW,EARLY,201.8065,237.6804,250.2671,0,94.8697,LAGGARD,35.4591
8,0,1164.HK,CGN MINING CO LTD,Uranium,large,3.96,95.65,0.0356,-0.0686,0.2744,FLAT,37.98,156.3,135.54,-30.04,48.98,67.89,0.7851,LOW,-,4.3175,4.4368,3.2397,1,112.7613,LEADER,34.7366
9,0,NXE.TO,NEXGEN ENERGY LTD,Uranium,large,16.18,82.61,0.0253,0.0913,0.1762,STRONG_DOWN,34.05,128.85,57.24,-22.39,52.0,53.45,0.5286,LOW,-,16.661,16.6502,12.5748,1,125.3587,LEADER,33.0438
10,0,URG,UR-ENERGY INC,Uranium,mid,1.52,71.74,0.1423,0.0551,0.0086,STRONG_UP,-6.75,102.67,-4.4,-45.71,49.2,67.19,0.45,LOW,-,1.5205,1.6494,1.4535,1,75.1779,CONTENDER,29.3274
11,0,URA,GLOBAL X URANIUM ETF,Uranium,small,48.95,80.43,0.0048,0.0532,0.0244,FLAT,5.55,111.14,85.77,-28.43,56.0,55.21,0.6251,LOW,-,50.6805,52.8408,44.99,1,112.7337,LEADER,28.6613
12,0,DML.TO,DENISON MINES CORP,Uranium,mid,4.93,84.78,0.0114,0.0192,0.2135,STRONG_DOWN,29.4,140.49,88.17,-29.2,49.6,68.77,0.8967,LOW,-,5.2355,5.2856,3.8476,1,101.3261,LEADER,28.6009
