rank,delta_rank,ticker,name,sector,cap_band,close,peer_rs_score,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
1,0,EFR.TO,ENERGY FUELS INC,Uranium,large,25.43,100.0,-0.01,-0.0357,-0.003,FLAT,4.09,372.68,200.95,-51.09,53.01,97.1,0.5348,LOW,-,25.139,27.9886,21.7328,1,203.4561,LEADER,59.5332
2,1,SSW.JO,SIBANYE STILLWATER LTD,Uranium,large,5362.0,93.48,0.0252,-0.0144,-0.1308,STRONG_UP,6.27,214.56,106.28,-43.75,55.24,70.9,1.3065,MED,-,5191.7565,6082.4555,5077.5307,1,167.1689,LEADER,56.214
3,1,CCO.TO,CAMECO CORP,Uranium,large,160.52,86.96,0.0142,0.0327,0.114,STRONG_DOWN,33.22,184.51,147.91,-24.86,56.22,54.59,1.1397,MED,-,150.436,157.731,129.1001,1,190.0155,LEADER,50.9865
4,-2,ARE.TO,AECON GROUP INC,Uranium,mid,43.52,82.61,0.0059,0.0913,0.426,STRONG_DOWN,76.99,151.39,174.08,-21.01,57.43,37.55,0.463,LOW,-,42.0002,39.0583,28.4526,1,231.535,LEADER,49.8978
5,3,1164.HK,CGN MINING CO LTD,Uranium,large,4.31,97.83,0.0259,-0.0063,0.349,FLAT,41.31,227.55,125.65,-30.04,49.79,70.34,1.1048,MED,-,4.056,4.479,3.3054,1,161.0726,LEADER,48.5952
6,-1,UEC,URANIUM ENERGY CORP,Uranium,large,13.96,95.65,0.0141,0.0127,-0.0312,STRONG_UP,3.1,215.84,102.61,-39.97,52.21,76.39,0.7703,LOW,-,13.33,14.9042,12.646,1,147.5174,LEADER,45.7109
7,2,LEU,CENTRUS ENERGY CORP-CLASS A,Uranium,mid,190.13,89.13,0.0127,-0.0111,-0.4106,STRONG_UP,-48.62,195.46,336.98,-61.35,52.21,93.24,1.1909,MED,EARLY,193.306,215.455,251.0023,0,109.4497,LAGGARD,44.3815
8,-2,OKLO,OKLO INC,Uranium,large,50.21,58.7,0.0192,-0.1397,-0.4848,STRONG_UP,-62.56,108.51,254.59,-73.83,49.8,85.56,0.8659,LOW,EARLY,53.588,62.8118,85.5727,0,63.1599,LAGGARD,40.743
9,2,PDN.AX,PALADIN ENERGY LTD,Uranium,large,12.45,91.3,0.1014,0.1602,0.1716,STRONG_DOWN,41.48,209.7,-18.09,-28.43,53.2,73.91,0.6634,LOW,-,11.334,12.2362,9.343,1,150.9419,LEADER,40.2815
10,0,DML.TO,DENISON MINES CORP,Uranium,mid,4.88,84.78,-0.0667,-0.0689,0.0751,FLAT,22.31,166.67,74.91,-29.2,51.41,65.27,1.1914,MED,-,4.95,5.2378,3.9611,1,131.2752,LEADER,38.8914
11,-4,NXE.TO,NEXGEN ENERGY LTD,Uranium,large,15.99,78.26,-0.0373,-0.0518,0.0891,FLAT,28.85,146.0,49.44,-22.39,52.21,50.69,0.7595,LOW,-,15.991,16.4778,12.8728,1,150.378,LEADER,38.4326
12,0,URG,UR-ENERGY INC,Uranium,mid,1.53,80.43,0.0372,0.0421,-0.0664,FLAT,-17.3,150.82,-10.53,-45.71,49.4,68.23,0.7046,LOW,-,1.473,1.5802,1.4738,1,109.1967,LEADER,35.3324
13,2,7011.T,MITSUBISHI HEAVY INDUSTRIES,Uranium,large,4850.0,65.22,0.0042,0.0948,0.1603,STRONG_DOWN,30.3,119.38,258.11,-18.5,50.62,46.35,1.1933,MED,-,4660.5767,4731.4137,4112.3234,1,130.3781,CONTENDER,35.2637
14,2,DYL.AX,DEEP YELLOW LTD,Uranium,mid,1.885,73.91,0.0549,-0.02,-0.093,STRONG_UP,-7.6,140.13,35.61,-44.5,48.8,80.59,1.3042,MED,PROGRESS,1.794,2.2316,1.9111,0,84.8519,LAGGARD,33.8471
15,-2,URA,GLOBAL X URANIUM ETF,Uranium,small,51.4,76.09,0.0181,0.0312,0.0503,STRONG_DOWN,5.16,143.46,84.29,-28.43,56.22,56.53,0.6894,LOW,-,48.7065,51.7182,45.5933,1,142.6747,LEADER,33.1909
16,2,SLX.AX,SILEX SYSTEMS LTD,Uranium,mid,5.87,63.04,0.0843,0.1178,-0.1702,FLAT,-16.62,113.45,13.54,-53.38,54.0,87.43,1.0628,MED,PROGRESS,5.382,6.2222,6.3564,0,70.0737,LAGGARD,32.2834
17,0,8001.T,ITOCHU CORP,Uranium,large,2097.5,50.0,0.0033,0.0642,0.0558,FLAT,26.89,72.68,61.01,-13.68,55.56,34.23,1.1236,MED,-,2033.3789,2065.6991,1795.4899,1,117.9673,CONTENDER,31.4118
18,-4,URC.TO,URANIUM ROYALTY CORP,Uranium,mid,5.12,69.57,-0.035,0.037,-0.0616,FLAT,-12.93,126.55,49.71,-38.43,50.6,71.55,0.958,LOW,-,4.925,5.4546,5.0148,1,89.4949,CONTENDER,29.0984
19,1,BHP.AX,BHP GROUP LTD,Uranium,large,54.53,45.65,0.0568,0.137,0.1837,STRONG_DOWN,32.43,66.28,32.16,-18.98,54.4,36.32,0.8414,LOW,-,50.3605,51.2509,43.7976,1,99.2732,LAGGARD,25.3519
20,3,BMN.AX,BANNERMAN ENERGY LTD,Uranium,mid,4.01,67.39,0.0733,0.0664,0.0881,FLAT,5.8,120.33,2.82,-34.17,49.6,81.9,0.7012,LOW,-,3.7255,4.0268,3.428,1,72.8737,CONTENDER,24.8858
