rank,delta_rank,ticker,name,sector,cap_band,close,peer_rs_score,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
1,0,ARE.TO,AECON GROUP INC,Uranium,mid,42.4,97.83,-0.0426,-0.0178,0.2046,STRONG_DOWN,37.74,126.24,170.37,-25.42,54.8,36.25,1.6063,HIGH,-,45.4115,47.2572,34.8847,1,190.8454,LEADER,53.6851
2,0,EFR.TO,ENERGY FUELS INC,Uranium,large,21.05,100.0,0.0107,-0.0845,-0.0413,FLAT,-3.4,175.16,150.3,-51.09,51.2,86.49,0.5445,LOW,EARLY,23.539,26.2694,25.18,0,103.6925,LAGGARD,39.9484
3,1,BHP.AX,BHP GROUP LTD,Uranium,large,62.93,86.96,0.0463,0.1458,0.4359,STRONG_DOWN,43.97,75.55,59.33,-18.98,55.34,30.83,0.9037,LOW,-,60.8765,57.8926,48.3872,1,135.6151,LEADER,33.5788
4,-1,UEC,URANIUM ENERGY CORP,Uranium,large,11.03,89.13,-0.1101,-0.1249,-0.0222,FLAT,-22.05,76.48,86.0,-53.23,50.4,92.47,1.2652,MED,EARLY,12.8075,13.905,13.9203,0,41.6848,LAGGARD,32.2215
5,5,DML.TO,DENISON MINES CORP,Uranium,mid,4.28,91.3,0.0163,0.0272,0.0215,FLAT,12.63,91.93,46.08,-34.0,52.0,58.82,1.9059,HIGH,EARLY,4.487,4.8742,4.4518,0,81.2695,LAGGARD,32.0844
6,1,SSW.JO,SIBANYE STILLWATER LTD,Uranium,large,3831.0,58.7,-0.0838,-0.1618,-0.1593,FLAT,-28.64,25.23,92.27,-53.4,50.6,61.96,1.4266,MED,EARLY,4625.65,5037.92,5361.4606,0,20.6002,LAGGARD,27.2609
7,1,OKLO,OKLO INC,Uranium,large,57.49,30.43,-0.0094,-0.0143,0.1354,FLAT,-44.18,-9.69,463.08,-73.83,50.0,102.69,0.5504,LOW,EARLY,62.7785,64.1446,85.3407,0,-4.7191,WEAK,26.2422
8,-2,1164.HK,CGN MINING CO LTD,Uranium,large,2.88,69.57,0.0257,-0.0652,-0.1876,STRONG_UP,-9.15,35.01,9.66,-47.91,48.57,61.98,0.7266,LOW,EARLY,3.167,3.7162,3.6204,0,27.4329,LAGGARD,24.9009
9,0,PDN.AX,PALADIN ENERGY LTD,Uranium,large,9.71,78.26,-0.1061,0.035,-0.0085,FLAT,11.35,54.13,-31.18,-35.56,51.78,74.28,1.2143,MED,EARLY,10.7,11.7916,10.4162,0,37.7315,LAGGARD,24.0698
10,-5,SLX.AX,SILEX SYSTEMS LTD,Uranium,mid,5.11,82.61,-0.1388,0.0236,0.0503,STRONG_DOWN,-40.72,58.7,-5.89,-53.38,52.57,75.12,0.875,LOW,EARLY,5.8035,5.849,6.7496,0,41.076,LAGGARD,23.0777
11,0,NXE.TO,NEXGEN ENERGY LTD,Uranium,large,13.76,73.91,-0.0358,-0.0322,0.0291,STRONG_DOWN,5.85,52.89,41.86,-31.42,52.0,57.5,0.5622,LOW,EARLY,14.925,16.0006,14.3902,0,47.83,LAGGARD,21.0094
12,0,CCO.TO,CAMECO CORP,Uranium,large,141.03,80.43,-0.0248,0.0458,0.1069,STRONG_DOWN,6.99,56.08,94.72,-27.09,52.8,54.71,0.8872,LOW,EARLY,148.104,156.3602,141.4135,0,54.1268,LAGGARD,20.7201
