rank,ticker,name,sector,cap_band,close,ret_period,bench_ret,rs_vs_bench,rs_5d,rs_21d,rs_trend,max_dd_period,bench_dd,dd_vs_bench,current_dd,peer_rs_score,vol_label,rel_vol,acc_watch,pass_trend,score,period_label,period_start,trading_days
1,MXL,MAXLINEAR INC,Information Technology,small,60.32,275.12,12.97,262.15,89.37,,STRONG_DOWN,-0.22,-0.85,0.63,0.0,100.0,HIGH,14.5531,-,1,134.671,period_1,2026-03-30,19
2,AEHR,AEHR TEST SYSTEMS,Information Technology,small,95.91,218.43,12.97,205.46,5.65,,STRONG_DOWN,-3.66,-0.85,-2.81,-1.49,99.48,MED,1.0673,-,1,112.871,period_1,2026-03-30,19
3,CRDO,CREDO TECHNOLOGY GROUP HOLDING LTD,Information Technology,large,195.04,122.12,12.97,109.15,11.02,,STRONG_DOWN,-5.6,-0.85,-4.75,0.0,98.95,LOW,0.8818,-,1,74.77,period_1,2026-03-30,19
4,NVTS,NAVITAS SEMICONDUCTOR CORP,Information Technology,mid,17.28,120.69,12.97,107.72,30.17,,STRONG_DOWN,-6.65,-0.85,-5.8,-6.65,98.43,HIGH,1.9513,-,1,74.357,period_1,2026-03-30,19
5,INBX,INHIBRX BIOSCIENCES INC,Health Care,small,129.06,115.53,12.97,102.56,55.92,,STRONG_DOWN,-7.26,-0.85,-6.41,0.0,100.0,HIGH,2.2026,-,1,72.947,period_1,2026-03-30,19
6,INTC,Intel,Information Technology,large,82.54,100.39,12.97,87.42,24.9,,STRONG_DOWN,-4.72,-0.85,-3.87,0.0,97.91,HIGH,2.7321,-,1,65.502,period_1,2026-03-30,19
7,AAOI,APPLIED OPTOELECTRONICS INC,Information Technology,mid,162.17,90.36,12.97,77.39,-1.53,,STRONG_DOWN,-15.75,-0.85,-14.9,-0.8,96.86,MED,1.3174,-,1,64.484,period_1,2026-03-30,19
8,RMBS,RAMBUS INC,Information Technology,large,158.4,98.67,12.97,85.7,24.12,,STRONG_DOWN,-1.4,-0.85,-0.55,0.0,97.38,HIGH,1.9027,-,1,63.659,period_1,2026-03-30,19
9,BE,BLOOM ENERGY CLASS A CORP,Industrials,large,231.17,93.43,12.97,80.46,5.17,,STRONG_DOWN,-5.1,-0.85,-4.25,-2.69,100.0,LOW,0.6047,-,1,63.459,period_1,2026-03-30,19
10,VICR,VICOR CORP,Industrials,mid,273.53,92.33,12.97,79.36,20.94,,STRONG_DOWN,-3.33,-0.85,-2.48,0.0,99.58,LOW,0.8691,-,1,62.362,period_1,2026-03-30,19
11,JBIO,JADE BIOSCIENCES INC,Health Care,small,24.98,88.39,12.97,75.42,5.56,,STRONG_DOWN,-3.31,-0.85,-2.46,-1.58,99.61,HIGH,1.6298,-,1,60.789,period_1,2026-03-30,19
12,MRVL,Marvell Technology,Technology,large,164.31,87.21,12.97,74.24,10.4,,STRONG_DOWN,-0.91,-0.85,-0.06,-0.76,100.0,HIGH,1.7157,-,1,59.714,period_1,2026-03-30,19
13,PENG,PENGUIN SOLUTIONS INC,Information Technology,small,30.69,88.98,12.97,76.01,8.48,,STRONG_DOWN,-2.03,-0.85,-1.18,0.0,96.34,HIGH,1.9555,-,1,59.66,period_1,2026-03-30,19
14,SITM,SITIME CORP,Information Technology,mid,570.26,83.23,12.97,70.26,7.25,,STRONG_DOWN,-2.05,-0.85,-1.2,0.0,95.81,LOW,0.8348,-,1,57.207,period_1,2026-03-30,19
15,EOSE,EOS ENERGY ENTERPRISES INC CLASS A,Industrials,small,7.67,74.52,12.97,61.55,6.39,,STRONG_DOWN,-10.22,-0.85,-9.37,0.0,99.17,MED,1.4013,-,0,57.182,period_1,2026-03-30,19
16,AVNS,AVANOS MEDICAL INC,Health Care,small,24.66,79.61,12.97,66.64,-0.66,,STRONG_DOWN,-2.84,-0.85,-1.99,-0.24,99.22,MED,1.2185,-,1,57.019,period_1,2026-03-30,19
17,HUT,HUT CORP,Information Technology,mid,76.87,79.94,12.97,66.97,-3.42,,STRONG_DOWN,-4.79,-0.85,-3.94,-4.79,95.29,MED,1.079,-,1,56.557,period_1,2026-03-30,19
18,AMD,Advanced Micro Devices,Information Technology,large,347.81,77.42,12.97,64.45,25.76,,STRONG_DOWN,-1.24,-0.85,-0.39,0.0,94.76,HIGH,2.1498,-,1,54.325,period_1,2026-03-30,19
19,SNDK,Sandisk,Information Technology,large,989.9,72.91,12.97,59.94,7.68,,STRONG_DOWN,-6.38,-0.85,-5.53,0.0,93.72,LOW,0.6007,-,1,53.751,period_1,2026-03-30,19
20,ON,ON Semiconductor,Information Technology,large,98.4,76.79,12.97,63.82,14.27,,STRONG_DOWN,-0.02,-0.85,0.83,0.0,94.24,MED,1.4773,-,1,53.551,period_1,2026-03-30,19
21,SLNO,SOLENO THERAPEUTICS INC,Health Care,mid,52.72,73.19,12.97,60.22,-0.64,,STRONG_DOWN,-0.21,-0.85,0.64,-0.21,98.83,LOW,0.9782,SHIFT,0,53.545,period_1,2026-03-30,19
22,APLD,APPLIED DIGITAL CORP,Information Technology,mid,34.98,70.26,12.97,57.29,7.93,,STRONG_DOWN,-7.99,-0.85,-7.14,-3.77,93.19,HIGH,1.5088,-,1,53.015,period_1,2026-03-30,19
23,HIMS,HIMS HERS HEALTH INC CLASS A,Health Care,mid,30.56,62.73,12.97,49.76,-2.19,,STRONG_DOWN,-9.22,-0.85,-8.37,-1.45,98.44,MED,1.1112,SHIFT,0,51.947,period_1,2026-03-30,19
24,RLAY,RELAY THERAPEUTICS INC,Health Care,mid,15.13,61.82,12.97,48.85,-8.48,,STRONG_DOWN,-10.18,-0.85,-9.33,-9.94,98.05,LOW,0.7025,-,1,51.754,period_1,2026-03-30,19
25,ARM,Arm Holdings,Technology,large,234.81,71.44,12.97,58.47,33.36,,STRONG_DOWN,-7.23,-0.85,-6.38,0.0,87.5,HIGH,2.8311,-,1,51.552,period_1,2026-03-30,19
26,OUST,OUSTER INC,Information Technology,small,28.22,69.69,12.97,56.72,3.24,,STRONG_DOWN,-4.86,-0.85,-4.01,0.0,92.15,HIGH,1.5307,-,1,51.536,period_1,2026-03-30,19
27,TTMI,TTM TECHNOLOGIES INC,Information Technology,large,149.01,68.77,12.97,55.8,17.7,,STRONG_DOWN,-5.58,-0.85,-4.73,0.0,91.1,MED,1.1646,-,1,51.069,period_1,2026-03-30,19
28,LUNR,INTUITIVE MACHINES INC CLASS A,Industrials,mid,25.53,56.15,12.97,43.18,-7.97,,STRONG_DOWN,-14.73,-0.85,-13.88,-14.73,98.75,LOW,0.9655,-,1,51.061,period_1,2026-03-30,19
29,BKSY,BLACKSKY TECHNOLOGY INC CLASS A,Industrials,small,33.83,54.4,12.97,41.43,-10.33,,STRONG_DOWN,-16.8,-0.85,-15.95,-16.8,98.33,MED,1.0223,-,1,50.856,period_1,2026-03-30,19
30,DAVE,DAVE INC CLASS A,Financials,mid,274.56,62.02,12.97,49.05,1.95,,STRONG_DOWN,-4.89,-0.85,-4.04,-2.62,100.0,LOW,0.519,-,1,50.832,period_1,2026-03-30,19
31,VSH,VISHAY INTERTECHNOLOGY INC,Information Technology,mid,28.19,70.23,12.97,57.26,6.33,,STRONG_DOWN,-1.26,-0.85,-0.41,0.0,92.67,LOW,0.9847,-,1,50.828,period_1,2026-03-30,19
32,FORM,FORMFACTOR INC,Information Technology,mid,155.08,69.65,12.97,56.68,6.94,,STRONG_DOWN,-1.5,-0.85,-0.65,0.0,91.62,MED,1.116,-,1,50.353,period_1,2026-03-30,19
33,USAR,USA RARE EARTH INC CLASS A,Materials,mid,21.86,53.62,12.97,40.65,-3.93,,STRONG_DOWN,-13.97,-0.85,-13.12,-13.97,98.53,LOW,0.784,-,1,49.755,period_1,2026-03-30,19
34,ICHR,ICHOR HOLDINGS LTD,Information Technology,small,70.93,68.4,12.97,55.43,9.3,,STRONG_DOWN,-1.96,-0.85,-1.11,0.0,90.58,LOW,0.8004,-,1,49.679,period_1,2026-03-30,19
35,OKLO,OKLO INC CLASS A,Utilities,mid,71.0,55.77,12.97,42.8,3.48,,STRONG_DOWN,-8.1,-0.85,-7.25,-7.14,100.0,LOW,,SHIFT,0,49.295,period_1,2026-03-30,19
36,ANAB,ANAPTYSBIO INC,Health Care,small,58.88,59.45,12.97,46.48,14.83,,STRONG_DOWN,-4.73,-0.85,-3.88,0.0,97.67,HIGH,1.5916,-,1,49.057,period_1,2026-03-30,19
37,IONQ,IONQ INC,Information Technology,large,42.69,60.55,12.97,47.58,-12.39,,STRONG_DOWN,-11.65,-0.85,-10.8,-11.65,87.96,LOW,0.8014,SHIFT,0,48.66,period_1,2026-03-30,19
38,TSHA,TAYSHA GENE THERAPIES INC,Health Care,small,6.4,57.25,12.97,44.28,-1.67,,STRONG_DOWN,-4.95,-0.85,-4.1,-4.76,97.28,LOW,0.6972,-,1,48.126,period_1,2026-03-30,19
39,KALU,KAISER ALUMINIUM CORP,Materials,mid,177.86,55.87,12.97,42.9,16.82,,STRONG_DOWN,-3.76,-0.85,-2.91,0.0,100.0,HIGH,1.7968,-,1,48.033,period_1,2026-03-30,19
40,AMSC,AMERICAN SUPERCONDUCTOR CORP,Industrials,small,49.48,53.62,12.97,40.65,20.75,,STRONG_DOWN,-6.82,-0.85,-5.97,0.0,97.92,HIGH,1.9493,-,1,47.427,period_1,2026-03-30,19
41,COHU,COHU INC,Information Technology,small,46.93,64.21,12.97,51.24,5.27,,STRONG_DOWN,-0.16,-0.85,0.69,0.0,90.05,HIGH,4.2247,-,1,47.304,period_1,2026-03-30,19
42,MPWR,Monolithic Power Systems,Information Technology,large,1632.0601,63.15,12.97,50.18,8.73,,STRONG_DOWN,-1.4,-0.85,-0.55,0.0,89.53,MED,1.1407,-,1,47.096,period_1,2026-03-30,19
43,OSCR,OSCAR HEALTH INC CLASS A,Financials,mid,16.81,54.93,12.97,41.96,1.51,,STRONG_DOWN,-1.64,-0.85,-0.79,0.0,99.64,LOW,0.4437,-,1,46.913,period_1,2026-03-30,19
44,SYRE,SPYRE THERAPEUTICS INC,Health Care,mid,69.67,53.39,12.97,40.42,-5.81,,STRONG_DOWN,-5.67,-0.85,-4.82,-5.07,96.89,LOW,0.6273,-,1,46.681,period_1,2026-03-30,19
45,STX,Seagate Technology,Information Technology,large,586.25,61.76,12.97,48.79,7.88,,STRONG_DOWN,-2.59,-0.85,-1.74,-0.23,88.48,LOW,0.6505,-,1,46.582,period_1,2026-03-30,19
46,REAL,THE REALREAL INC,Consumer Discretionary,small,12.28,51.23,12.97,38.26,3.07,,STRONG_DOWN,-4.63,-0.85,-3.78,-2.07,100.0,LOW,0.7273,-,1,46.438,period_1,2026-03-30,19
47,DIOD,DIODES INC,Information Technology,mid,104.4,62.29,12.97,49.32,7.27,,STRONG_DOWN,-0.84,-0.85,0.01,0.0,89.01,HIGH,1.9848,-,1,46.428,period_1,2026-03-30,19
48,ORKA,ORUKA THERAPEUTICS INC,Health Care,mid,69.03,51.65,12.97,38.68,-0.5,,STRONG_DOWN,-6.32,-0.85,-5.47,-0.93,96.5,MED,1.4565,-,1,46.063,period_1,2026-03-30,19
49,LGN,LEGENCE CORP CLASS A,Industrials,mid,80.4,49.19,12.97,36.22,4.94,,STRONG_DOWN,-7.75,-0.85,-6.9,-0.89,97.08,MED,1.0689,-,0,45.682,period_1,2026-03-30,19
50,BULL,WEBULL CORP CLASS A,Financials,mid,6.9,49.03,12.97,36.06,-2.31,,STRONG_DOWN,-5.09,-0.85,-4.24,-5.09,99.29,LOW,0.8444,SHIFT,0,45.483,period_1,2026-03-30,19
51,WDC,Western Digital,Information Technology,large,404.0,60.53,12.97,47.56,7.25,,STRONG_DOWN,-1.24,-0.85,-0.39,0.0,87.43,LOW,0.5982,-,1,45.37,period_1,2026-03-30,19
52,RIOT,RIOT PLATFORMS INC,Information Technology,mid,18.61,57.31,12.97,44.34,2.02,,STRONG_DOWN,-6.62,-0.85,-5.77,0.0,85.86,MED,1.129,-,1,45.225,period_1,2026-03-30,19
53,POWL,POWELL INDUSTRIES INC,Industrials,mid,252.76,50.88,12.97,37.91,3.86,,STRONG_DOWN,-2.0,-0.85,-1.15,0.0,97.5,LOW,0.5627,-,1,44.759,period_1,2026-03-30,19
54,TVTX,TRAVERE THERAPEUTICS INC,Health Care,mid,40.5,46.42,12.97,33.45,-0.22,,STRONG_DOWN,-9.02,-0.85,-8.17,-3.87,96.11,LOW,0.7462,-,1,44.664,period_1,2026-03-30,19
55,UNIT,UNITI GROUP INC,Communication,mid,11.98,47.9,12.97,34.93,-0.32,,STRONG_DOWN,-1.76,-0.85,-0.91,0.0,100.0,LOW,0.8598,-,1,44.245,period_1,2026-03-30,19
56,PLUG,PLUG POWER INC,Industrials,mid,3.14,46.73,12.97,33.76,-3.22,,STRONG_DOWN,-6.32,-0.85,-5.47,-2.48,96.67,LOW,0.9063,-,1,44.146,period_1,2026-03-30,19
57,ACLS,AXCELIS TECHNOLOGIES INC,Information Technology,mid,143.13,58.28,12.97,45.31,8.51,,STRONG_DOWN,-0.65,-0.85,0.2,0.0,86.91,MED,1.0141,-,1,44.137,period_1,2026-03-30,19
58,CLSK,CLEANSPARK INC,Information Technology,mid,12.76,55.99,12.97,43.02,5.16,,STRONG_DOWN,-4.48,-0.85,-3.63,0.0,85.34,MED,1.1771,-,1,43.899,period_1,2026-03-30,19
59,VECO,VEECO INSTRUMENTS INC,Information Technology,mid,51.73,57.57,12.97,44.6,9.96,,STRONG_DOWN,-0.89,-0.85,-0.04,0.0,86.39,MED,1.2874,-,1,43.769,period_1,2026-03-30,19
60,PRM,PERIMETER SOLUTIONS INC,Materials,mid,30.85,44.97,12.97,32.0,5.17,,STRONG_DOWN,-6.65,-0.85,-5.8,-0.19,97.06,LOW,0.8002,-,1,43.658,period_1,2026-03-30,19
61,SMTC,SEMTECH CORP,Information Technology,mid,109.79,55.49,12.97,42.52,2.93,,STRONG_DOWN,-3.93,-0.85,-3.08,0.0,84.82,MED,1.2329,-,1,43.378,period_1,2026-03-30,19
62,ERAS,ERASCA INC,Health Care,mid,21.49,43.84,12.97,30.87,-1.75,,STRONG_DOWN,-8.42,-0.85,-7.57,-4.36,95.33,MED,1.0783,-,1,43.218,period_1,2026-03-30,19
63,AVBP,ARRIVENT BIOPHARMA INC,Health Care,small,30.42,44.79,12.97,31.82,-3.83,,STRONG_DOWN,-6.57,-0.85,-5.72,-3.09,95.72,HIGH,1.6808,-,1,43.16,period_1,2026-03-30,19
64,BTDR,BITDEER TECHNOLOGIES GROUP CLASS A,Information Technology,mid,12.06,53.05,12.97,40.08,-8.18,,STRONG_DOWN,-7.44,-0.85,-6.59,-7.44,82.72,LOW,0.5509,SHIFT,0,42.825,period_1,2026-03-30,19
65,MU,Micron Technology,Information Technology,large,496.72,54.36,12.97,41.39,10.03,,STRONG_DOWN,-3.7,-0.85,-2.85,0.0,83.77,LOW,0.8525,-,1,42.542,period_1,2026-03-30,19
66,SANM,SANMINA CORP,Information Technology,mid,192.16,54.93,12.97,41.96,8.78,,STRONG_DOWN,-0.8,-0.85,0.05,0.0,84.29,HIGH,1.5026,-,1,42.056,period_1,2026-03-30,19
67,URGN,UROGEN PHARMA LTD,Health Care,small,24.11,41.82,12.97,28.85,-3.99,,STRONG_DOWN,-7.48,-0.85,-6.63,-7.48,94.94,LOW,0.7303,-,1,42.011,period_1,2026-03-30,19
68,PCT,PURECYCLE TECHNOLOGIES INC,Materials,small,7.27,43.68,12.97,30.71,4.02,,STRONG_DOWN,-3.6,-0.85,-2.75,0.0,95.59,LOW,0.7349,-,0,41.786,period_1,2026-03-30,19
69,CIFR,CIPHER DIGITAL INC,Information Technology,mid,18.2,51.48,12.97,38.51,-6.39,,STRONG_DOWN,-6.87,-0.85,-6.02,-6.38,81.68,MED,1.0291,-,1,41.714,period_1,2026-03-30,19
70,CVNA,Carvana,Consumer Discretionary,large,409.08,40.67,12.97,27.7,1.03,,STRONG_DOWN,-3.51,-0.85,-2.66,-1.85,99.31,LOW,0.4181,-,1,41.671,period_1,2026-03-30,19
71,POWI,POWER INTEGRATIONS INC,Information Technology,mid,73.54,53.59,12.97,40.62,18.2,,STRONG_DOWN,-2.13,-0.85,-1.28,0.0,83.25,MED,1.3296,-,1,41.607,period_1,2026-03-30,19
72,STAA,STAAR SURGICAL,Health Care,small,25.67,39.97,12.97,27.0,-0.19,,STRONG_DOWN,-8.98,-0.85,-8.13,-4.36,93.77,LOW,0.4658,-,1,41.37,period_1,2026-03-30,19
73,UPST,UPSTART HOLDINGS INC,Financials,mid,33.49,38.27,12.97,25.3,-4.67,,STRONG_DOWN,-5.85,-0.85,-5.0,-3.93,98.93,LOW,0.4839,SHIFT,0,41.299,period_1,2026-03-30,19
74,TWST,TWIST BIOSCIENCE CORP,Health Care,mid,60.94,40.87,12.97,27.9,-2.26,,STRONG_DOWN,-6.88,-0.85,-6.03,-3.58,94.16,LOW,0.7229,-,1,41.217,period_1,2026-03-30,19
75,PBI,PITNEY BOWES INC,Industrials,small,15.58,43.46,12.97,30.49,17.38,,STRONG_DOWN,-1.08,-0.85,-0.23,0.0,96.25,LOW,0.9408,-,1,41.14,period_1,2026-03-30,19
76,ANET,Arista Networks,Information Technology,large,176.91,52.34,12.97,39.37,5.29,,STRONG_DOWN,-2.91,-0.85,-2.06,-0.46,82.2,LOW,0.9711,-,1,41.026,period_1,2026-03-30,19
77,CCOI,COGENT COMMUNICATIONS HOLDINGS INC,Communication,small,24.47,40.15,12.97,27.18,-0.41,,STRONG_DOWN,-4.31,-0.85,-3.46,0.0,95.83,LOW,0.4566,-,0,40.659,period_1,2026-03-30,19
78,SXT,SENSIENT TECHNOLOGIES CORP,Materials,mid,123.15,41.24,12.97,28.27,22.62,,STRONG_DOWN,-4.54,-0.85,-3.69,0.0,94.12,HIGH,4.8634,-,1,40.651,period_1,2026-03-30,19
79,CLOV,CLOVER HEALTH INVESTMENTS CORP CLA,Health Care,small,2.43,41.28,12.97,28.31,8.23,,STRONG_DOWN,-4.0,-0.85,-3.15,-2.8,94.55,LOW,0.7082,-,0,40.634,period_1,2026-03-30,19
80,IESC,IES INC,Industrials,mid,599.8,35.79,12.97,22.82,7.67,,STRONG_DOWN,-11.17,-0.85,-10.32,0.0,94.58,MED,1.2425,-,1,40.598,period_1,2026-03-30,19
81,OMER,OMEROS CORP,Health Care,small,13.53,37.92,12.97,24.95,-0.29,,STRONG_DOWN,-9.85,-0.85,-9.0,0.0,92.61,MED,1.4241,-,1,40.463,period_1,2026-03-30,19
82,SEI,SOLARIS OILFIELD INFRASTRUCTURE IN,Energy,mid,72.41,37.04,12.97,24.07,10.68,,STRONG_DOWN,-3.2,-0.85,-2.35,0.0,100.0,LOW,0.8327,-,1,40.333,period_1,2026-03-30,19
83,RXO,RXO INC,Industrials,mid,19.38,40.84,12.97,27.87,-1.66,,STRONG_DOWN,-2.3,-0.85,-1.45,-1.02,95.83,LOW,0.4339,-,1,40.332,period_1,2026-03-30,19
84,BFLY,BUTTERFLY NETWORK INC CLASS A,Health Care,small,5.33,39.16,12.97,26.19,-3.65,,STRONG_DOWN,-6.87,-0.85,-6.02,-3.62,93.39,MED,1.072,-,1,40.299,period_1,2026-03-30,19
85,SEZL,SEZZLE INC,Financials,mid,78.7,29.59,12.97,16.62,-8.87,,STRONG_DOWN,-14.08,-0.85,-13.23,-8.14,97.51,LOW,0.5661,SHIFT,0,39.87,period_1,2026-03-30,19
86,TER,Teradyne,Information Technology,large,418.08,51.29,12.97,38.32,10.69,,STRONG_DOWN,-1.4,-0.85,-0.55,0.0,81.15,LOW,0.9425,-,1,39.838,period_1,2026-03-30,19
87,GEV,GE Vernova,Industrials,large,1149.1899,40.6,12.97,27.63,15.32,,STRONG_DOWN,-1.31,-0.85,-0.46,-0.03,95.42,MED,1.3452,-,1,39.816,period_1,2026-03-30,19
88,PDFS,PDF SOLUTIONS INC,Information Technology,small,46.49,50.55,12.97,37.58,6.04,,STRONG_DOWN,-1.84,-0.85,-0.99,0.0,80.63,HIGH,3.7585,-,1,39.518,period_1,2026-03-30,19
89,LUMN,LUMEN TECHNOLOGIES INC,Communication,mid,8.84,38.34,12.97,25.37,1.22,,STRONG_DOWN,-6.22,-0.85,-5.37,-4.54,91.67,LOW,0.6914,-,1,39.26,period_1,2026-03-30,19
90,SNEX,STONEX GROUP INC,Financials,mid,106.14,36.16,12.97,23.19,0.05,,STRONG_DOWN,-1.94,-0.85,-1.09,0.0,98.58,LOW,0.626,-,1,39.177,period_1,2026-03-30,19
91,CORZ,CORE SCIENTIFIC INC,Information Technology,mid,20.88,50.11,12.97,37.14,4.35,,STRONG_DOWN,-1.79,-0.85,-0.94,-1.46,80.1,MED,1.2102,-,1,39.168,period_1,2026-03-30,19
92,MARA,MARA HOLDINGS INC,Information Technology,mid,11.64,49.23,12.97,36.26,-0.65,,STRONG_DOWN,-3.44,-0.85,-2.59,-1.69,79.58,LOW,0.9642,SHIFT,0,39.155,period_1,2026-03-30,19
93,ENVX,ENOVIX CORP,Industrials,small,6.61,35.45,12.97,22.48,-3.96,,STRONG_DOWN,-5.57,-0.85,-4.72,-5.57,94.17,LOW,0.6979,-,0,38.659,period_1,2026-03-30,19
94,ACMR,ACM RESEARCH CLASS A INC,Information Technology,mid,56.1,47.9,12.97,34.93,12.16,,STRONG_DOWN,-5.64,-0.85,-4.79,0.0,77.49,LOW,0.6253,-,1,38.656,period_1,2026-03-30,19
95,HOOD,Robinhood Markets,Financials,large,84.71,30.0,12.97,17.03,-7.93,,STRONG_DOWN,-8.47,-0.85,-7.62,-7.19,98.22,LOW,0.6397,SHIFT,0,38.564,period_1,2026-03-30,19
96,ASTH,ASTRANA HEALTH INC,Health Care,small,33.72,38.54,12.97,25.57,6.48,,STRONG_DOWN,-2.28,-0.85,-1.43,0.0,93.0,LOW,0.8287,-,1,38.557,period_1,2026-03-30,19
97,VC,VISTEON CORP,Consumer Discretionary,mid,113.69,32.64,12.97,19.67,11.34,,STRONG_DOWN,-4.45,-0.85,-3.6,0.0,98.61,HIGH,2.3282,-,1,38.531,period_1,2026-03-30,19
98,AESI,ATLAS ENERGY SOLUTIONS INC,Energy,small,16.31,24.03,12.97,11.06,17.37,,STRONG_UP,-15.13,-0.85,-14.28,0.0,98.86,MED,1.1399,-,1,38.366,period_1,2026-03-30,19
99,TNGX,TANGO THERAPEUTICS INC,Health Care,mid,25.77,34.15,12.97,21.18,-3.09,,STRONG_DOWN,-8.46,-0.85,-7.61,-7.2,91.83,HIGH,1.5982,-,1,38.304,period_1,2026-03-30,19
100,QBTS,D WAVE QUANTUM INC,Information Technology,mid,18.49,42.45,12.97,29.48,-15.37,,STRONG_DOWN,-14.75,-0.85,-13.9,-14.75,74.35,LOW,0.8593,SHIFT,0,38.267,period_1,2026-03-30,19
101,WULF,TERAWULF INC,Information Technology,mid,20.01,46.06,12.97,33.09,-3.13,,STRONG_DOWN,-7.83,-0.85,-6.98,-4.49,76.44,LOW,0.9961,-,1,38.262,period_1,2026-03-30,19
102,MCHP,Microchip Technology,Information Technology,large,89.44,48.92,12.97,35.95,10.52,,STRONG_DOWN,-1.32,-0.85,-0.47,-1.32,79.06,MED,1.2167,-,1,38.239,period_1,2026-03-30,19
103,URI,United Rentals,Industrials,large,974.41,36.5,12.97,23.53,19.22,,STRONG_DOWN,-1.83,-0.85,-0.98,-1.25,95.0,HIGH,1.5388,-,1,38.206,period_1,2026-03-30,19
104,KOD,KODIAK SCIENCES INC,Health Care,mid,44.84,33.21,12.97,20.24,-4.18,,STRONG_DOWN,-10.34,-0.85,-9.49,-3.45,90.66,LOW,0.4014,-,1,38.141,period_1,2026-03-30,19
105,TXN,Texas Instruments,Information Technology,large,277.14,48.66,12.97,35.69,17.85,,STRONG_DOWN,-1.8,-0.85,-0.95,-1.8,78.53,HIGH,1.7792,-,1,38.12,period_1,2026-03-30,19
106,UCTT,ULTRA CLEAN HOLDINGS INC,Information Technology,mid,83.01,48.52,12.97,35.55,3.74,,STRONG_DOWN,-2.47,-0.85,-1.62,0.0,78.01,LOW,0.982,-,1,38.109,period_1,2026-03-30,19
107,PLPC,PREFORMED LINE PRODUCTS,Industrials,small,351.17,33.24,12.97,20.27,8.66,,STRONG_DOWN,-6.96,-0.85,-6.11,0.0,93.75,MED,1.3237,-,1,38.066,period_1,2026-03-30,19
108,FWRG,FIRST WATCH RESTAURANT GROUP INC,Consumer Discretionary,small,13.28,31.36,12.97,18.39,2.53,,STRONG_DOWN,-4.89,-0.85,-4.04,-1.85,97.22,LOW,0.4195,-,0,37.734,period_1,2026-03-30,19
109,CSTM,CONSTELLIUM SE CLASS A,Materials,mid,31.38,36.08,12.97,23.11,2.9,,STRONG_DOWN,-3.11,-0.85,-2.26,0.0,92.65,LOW,0.6273,-,1,37.717,period_1,2026-03-30,19
110,SBAC,SBA Communications,Real Estate,large,219.47,29.23,12.97,16.26,-1.16,,STRONG_DOWN,-5.31,-0.85,-4.46,-1.91,98.82,LOW,0.5955,-,1,37.488,period_1,2026-03-30,19
111,AMLX,AMYLYX PHARMACEUTICALS INC,Health Care,small,17.04,33.54,12.97,20.57,-3.75,,STRONG_DOWN,-7.19,-0.85,-6.34,-7.19,91.05,LOW,0.6468,-,1,37.445,period_1,2026-03-30,19
112,STRL,STERLING INFRASTRUCTURE INC,Industrials,large,497.18,29.96,12.97,16.99,4.4,,STRONG_DOWN,-9.27,-0.85,-8.42,0.0,92.5,LOW,0.7476,-,1,37.072,period_1,2026-03-30,19
113,RAPP,RAPPORT THERAPEUTICS INC,Health Care,small,36.56,32.03,12.97,19.06,-2.3,,STRONG_DOWN,-8.44,-0.85,-7.59,-7.93,90.27,LOW,0.6672,-,1,36.982,period_1,2026-03-30,19
114,FN,FABRINET,Information Technology,large,720.19,46.42,12.97,33.45,2.15,,STRONG_DOWN,-2.5,-0.85,-1.65,0.0,76.96,LOW,0.9482,-,1,36.963,period_1,2026-03-30,19
115,MTRN,MATERION CORP,Materials,mid,185.89,35.27,12.97,22.3,1.99,,STRONG_DOWN,-2.64,-0.85,-1.79,0.0,91.18,LOW,0.7496,-,1,36.811,period_1,2026-03-30,19
116,UNH,UnitedHealth Group,Health Care,large,354.92,35.57,12.97,22.6,8.98,,STRONG_DOWN,-1.1,-0.85,-0.25,0.0,92.22,LOW,0.8298,-,1,36.781,period_1,2026-03-30,19
117,JBLU,JETBLUE AIRWAYS CORP,Industrials,small,5.27,27.91,12.97,14.94,-9.08,,STRONG_DOWN,-13.46,-0.85,-12.61,-10.22,90.0,LOW,0.8885,-,1,36.759,period_1,2026-03-30,19
118,AMZN,Amazon,Consumer Discretionary,large,263.99,31.37,12.97,18.4,5.59,,STRONG_DOWN,-0.91,-0.85,-0.06,0.0,97.92,MED,1.0421,-,1,36.754,period_1,2026-03-30,19
119,SILA,SILA RLTY TR INC TRUST,Real Estate,small,30.4,30.19,12.97,17.22,-0.74,,STRONG_DOWN,-0.17,-0.85,0.68,-0.13,100.0,HIGH,1.5968,-,1,36.684,period_1,2026-03-30,19
120,CDNA,CAREDX INC,Health Care,small,21.23,29.21,12.97,16.24,-1.02,,STRONG_DOWN,-12.34,-0.85,-11.49,-5.31,89.11,LOW,0.8449,-,1,36.676,period_1,2026-03-30,19
121,PTON,PELOTON INTERACTIVE CLASS A INC,Consumer Discretionary,small,5.18,29.5,12.97,16.53,-0.74,,STRONG_DOWN,-4.44,-0.85,-3.59,0.0,96.53,LOW,0.712,-,0,36.648,period_1,2026-03-30,19
122,NNE,NANO NUCLEAR ENERGY INC,Industrials,small,24.495,28.92,12.97,15.95,-4.79,,STRONG_DOWN,-10.57,-0.85,-9.72,-10.57,90.42,LOW,0.9128,-,0,36.422,period_1,2026-03-30,19
