rank,delta_rank,ticker,name,sector,cap_band,close,peer_rs_score,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
1,0,DTR.AX,Dateline Resources Limited,Gold,mid,0.455,100.0,-0.1439,0.3413,1.1318,STRONG_DOWN,-4.21,9000.0,3150.0,-71.54,48.02,122.0,0.0,LOW,-,0.4388,0.3815,0.2866,1,3542.4592,LEADER,691.5906
2,0,G11.AX,G11 Resources Limited,Gold,small,0.29,99.35,-0.0766,0.0979,0.0159,FLAT,1218.18,2536.36,1015.38,-30.77,34.47,66.06,0.0207,LOW,-,0.3097,0.3309,0.1808,1,1323.4704,LEADER,255.8927
3,0,A1G.AX,African Gold Limited,Gold,small,0.895,98.04,0.1204,0.0775,0.4972,FLAT,113.1,832.29,2457.14,-37.36,47.62,75.67,0.7015,LOW,-,0.8985,0.8759,0.4805,1,523.7707,LEADER,107.0931
4,0,TM1.AX,Terra Metals Limited,Gold,small,0.265,98.69,-0.0082,-0.0625,1.1481,FLAT,55.88,1372.22,373.21,-46.49,41.27,175.2,0.4116,LOW,-,0.295,0.3268,0.1648,1,323.2398,LEADER,74.5392
5,0,VTM.AX,Victory Metals Limited,Gold,small,1.405,94.77,-0.0415,0.2857,0.3208,STRONG_DOWN,1.81,264.94,450.98,-46.36,45.93,76.66,0.3902,LOW,-,1.4037,1.3103,1.2334,1,158.7329,LEADER,39.9897
6,1,KCN.AX,Kingsgate Consolidated Limited,Gold,mid,4.27,90.2,-0.0481,-0.1676,-0.1409,FLAT,13.05,187.48,231.37,-43.14,55.56,77.6,0.843,LOW,-,5.719,5.9354,4.2023,1,134.231,LEADER,39.5079
7,-1,DGR.AX,DGR Global Limited,Gold,small,0.034,97.39,0.1063,0.4174,-0.0227,FLAT,70.0,466.67,112.5,-50.0,25.79,86.13,0.0,LOW,-,0.0318,0.0316,0.0226,1,139.7345,LEADER,38.7173
8,0,RSG.AX,Resolute Mining Limited,Gold,mid,1.285,88.24,0.001,0.0285,0.1543,STRONG_DOWN,24.76,176.34,192.05,-31.25,51.98,63.04,0.7214,LOW,-,1.3767,1.3903,1.0326,1,145.4055,LEADER,37.3015
9,1,FAL.AX,Falcon Metals Limited,Gold,small,0.485,94.12,0.0508,-0.1,-0.051,FLAT,-40.85,259.26,259.26,-61.21,42.06,95.54,0.0419,LOW,-,0.5795,0.6955,0.6387,0,114.1349,LAGGARD,34.5681
10,2,GML.AX,Gateway Mining Limited,Gold,small,0.061,90.85,-0.0274,0.0693,-0.0473,FLAT,7.02,190.48,154.17,-44.76,37.7,56.51,0.2438,LOW,-,0.0687,0.0716,0.0618,0,127.074,LAGGARD,33.5904
11,-2,BCN.AX,Beacon Minerals Limited,Gold,small,3.15,91.5,0.1353,0.0114,0.2677,FLAT,25.96,197.41,208.85,-38.13,46.83,72.53,0.5715,LOW,-,3.4285,3.7598,2.5549,1,127.4593,LEADER,33.4852
12,1,WWI.AX,West Wits Mining Limited,Gold,small,0.061,93.46,-0.0274,-0.0505,-0.0812,STRONG_UP,29.79,258.82,306.67,-37.63,37.7,80.87,0.3749,LOW,-,0.0722,0.0778,0.0534,1,120.6584,LEADER,33.2453
13,-2,TOR.AX,Torque Metals Limited,Gold,small,0.415,96.08,0.0371,0.4307,0.5918,STRONG_DOWN,27.69,323.47,,-36.23,44.84,114.41,0.7923,LOW,-,0.4133,0.3414,0.2832,1,126.7753,LEADER,32.6384
14,0,WGX.AX,Westgold Resources Limited,Gold,large,5.61,76.47,0.0602,-0.0629,-0.0152,FLAT,25.22,96.36,105.17,-37.64,53.57,60.82,0.8157,LOW,-,6.108,6.8358,5.0948,1,84.8757,LEADER,31.9335
15,0,EVN.AX,Evolution Mining Limited,Gold,large,12.52,71.9,0.026,-0.0432,0.1178,FLAT,16.93,80.67,246.88,-34.17,54.37,60.39,1.0577,MED,-,13.593,14.417,10.9817,1,72.6259,CONTENDER,30.9975
16,-1,NEM.AX,Newmont Corporation,Gold,large,148.23,75.82,0.055,0.0367,0.1049,FLAT,15.11,93.9,169.34,-29.94,57.54,59.34,0.4965,LOW,-,155.724,165.8445,132.6646,1,91.0478,LEADER,30.2876
17,1,BGD.AX,Barton Gold Holdings Limited,Gold,small,0.855,83.01,0.0157,-0.0503,-0.2239,STRONG_UP,-30.49,134.25,222.64,-48.23,48.41,69.81,0.2812,LOW,-,0.9667,1.0869,1.0497,0,93.0938,LAGGARD,28.7514
18,2,AQI.AX,Alicanto Minerals Limited,Gold,small,1.49,95.42,0.1018,-0.1285,-0.1185,FLAT,158.68,265.2,383.77,-47.03,35.32,108.53,0.4877,LOW,-,1.6663,1.8903,0.9399,1,86.3054,LEADER,27.8905
19,0,HRN.AX,Horizon Gold Limited,Gold,small,1.3,92.16,0.0385,0.2504,0.6759,STRONG_DOWN,100.0,198.85,400.0,-21.68,39.68,68.8,0.1892,LOW,-,1.3624,1.182,0.7866,1,114.6859,LEADER,27.2777
20,3,SBM.AX,St Barbara Limited,Gold,mid,0.585,82.35,0.0464,-0.0796,0.1359,FLAT,9.35,134.0,207.89,-38.37,44.44,83.45,0.8632,LOW,-,0.662,0.7081,0.5156,1,71.3596,LEADER,26.4693
21,1,RRL.AX,Regis Resources Limited,Gold,mid,6.36,62.09,0.0419,-0.0962,-0.0389,FLAT,7.77,66.86,224.61,-39.58,54.76,61.18,1.1666,MED,-,7.2952,7.8643,6.2294,1,59.842,CONTENDER,26.3992
22,-6,CTO.AX,Citigold Corporation Limited,Gold,small,0.018,96.73,0.0639,0.245,0.2346,FLAT,157.14,350.0,300.0,-43.48,23.41,127.36,1.2141,MED,-,0.0172,0.0173,0.0109,1,64.3334,LEADER,26.1314
23,-6,NMG.AX,New Murchison Gold Limited,Gold,small,0.044,86.27,0.1012,-0.1313,-0.0145,FLAT,37.5,175.0,340.0,-50.67,38.55,92.42,0.755,LOW,-,0.0517,0.0604,0.0375,1,72.9956,LEADER,25.6896
24,4,FXG.AX,Felix Gold Limited,Gold,small,0.255,65.36,0.0355,-0.0207,-0.1659,STRONG_UP,-56.03,70.0,521.95,-71.15,41.67,98.73,1.7718,HIGH,-,0.2797,0.324,0.3384,0,29.5442,LAGGARD,25.457
25,-1,GMD.AX,Genesis Minerals Limited,Gold,large,5.57,52.94,-0.0536,-0.0688,-0.1209,STRONG_UP,-5.43,50.13,187.86,-36.46,53.17,66.38,1.1614,MED,EARLY,6.3205,6.9376,5.8854,0,40.1577,LAGGARD,25.4066
26,0,PRU.AX,Perseus Mining Limited,Gold,large,4.99,54.9,0.0324,0.0464,0.0067,FLAT,2.71,52.94,139.22,-28.47,51.19,48.01,1.3469,MED,-,5.2299,5.5963,4.7525,1,56.4474,CONTENDER,24.9991
27,6,USL.AX,Unico Silver Limited,Gold,small,0.585,80.39,-0.0524,-0.1689,-0.2297,STRONG_UP,-18.18,116.67,333.33,-50.88,44.84,93.63,1.1645,MED,-,0.7587,0.8438,0.6253,0,55.8724,LAGGARD,24.8733
28,14,PDI.AX,Predictive Discovery Limited,Gold,mid,0.715,73.86,-0.0132,-0.0484,0.0443,FLAT,64.37,88.16,217.78,-30.85,46.43,66.78,1.0293,MED,-,0.8258,0.854,0.6133,1,61.2934,CONTENDER,24.3078
29,-4,BCM.AX,Brazilian Critical Minerals Limited,Gold,small,0.026,92.81,-0.0645,-0.0376,0.1096,STRONG_DOWN,-16.13,225.0,13.04,-50.0,33.73,110.74,0.0932,LOW,-,0.032,0.0318,0.0254,1,68.5321,LEADER,24.1199
30,-3,SX2.AX,Southern Cross Gold Consolidated Ltd,Gold,mid,8.73,72.55,0.0441,-0.0347,-0.1387,STRONG_UP,8.31,81.5,129.74,-34.88,52.78,70.01,0.3228,LOW,-,9.5895,10.2826,8.356,1,61.4399,CONTENDER,23.9011
31,-2,RMS.AX,Ramelius Resources Limited,Gold,large,3.59,56.21,0.0196,-0.0048,-0.0102,STRONG_UP,-6.79,54.74,110.33,-33.84,50.79,57.99,0.8441,LOW,-,3.9347,4.3467,3.5704,1,47.9426,CONTENDER,23.828
32,8,GGP.AX,Greatland Resources Limited,Gold,large,10.84,50.33,0.1274,-0.0097,0.1539,FLAT,45.5,48.49,48.49,-36.89,50.26,68.83,1.3613,MED,-,11.415,12.4324,,0,35.4099,LAGGARD,23.5412
33,-12,GDX,Van Eck Gold Miners AU GDX,Gold,small,85.79,73.2,0.0004,-0.016,0.1089,FLAT,14.12,87.98,172.96,-30.84,57.6,59.57,0.8052,LOW,-,93.0345,99.8172,76.9825,1,85.0677,CONTENDER,23.4661
34,16,NST.AX,Northern Star Resources Limited,Gold,large,19.51,30.07,0.0834,-0.1399,-0.146,STRONG_UP,-17.11,9.0,38.8,-45.32,55.56,70.64,1.9414,HIGH,EARLY,22.666,25.9927,22.898,0,7.076,WEAK,23.3598
35,10,AS1.AX,Asara Resources Limited,Gold,small,0.105,85.62,-0.1144,-0.0357,0.1596,STRONG_DOWN,23.53,162.5,1212.5,-32.26,38.1,106.84,1.9388,HIGH,-,0.1299,0.1244,0.0856,1,57.9488,LEADER,22.8637
36,-4,LRM.AX,Lion Rock Minerals Ltd,Gold,small,0.02,81.7,-0.1183,0.1145,-0.2049,FLAT,-65.22,122.22,471.43,-72.46,36.9,110.82,0.1721,LOW,-,0.0223,0.0237,0.0388,0,40.6966,LAGGARD,22.6109
37,-6,ERM.AX,Emmerson Resources Limited,Gold,small,0.36,84.97,0.0476,0.2179,0.4681,STRONG_DOWN,50.0,148.28,650.0,-27.59,42.06,73.88,0.6693,LOW,-,0.3705,0.3338,0.254,1,84.4137,LEADER,22.6025
38,14,RXR.AX,Robex Resources Inc.,Gold,mid,5.7,58.17,-0.0077,-0.0437,0.1479,FLAT,43.22,57.89,57.89,-32.16,52.68,59.7,1.2812,MED,-,6.4315,6.6432,4.9618,1,51.087,CONTENDER,22.2872
39,-1,DPM.AX,DPM Metals Inc.,Gold,large,47.93,53.59,0.059,0.0369,0.1384,FLAT,42.0,51.64,51.64,-30.84,58.65,57.68,0.3837,LOW,-,51.3393,52.7551,,0,52.5105,LAGGARD,22.2327
40,-5,ALK.AX,Alkane Resources Limited,Gold,mid,1.39,77.78,-0.0054,0.0237,0.1317,STRONG_DOWN,21.4,98.57,112.21,-26.23,49.6,68.0,0.5495,LOW,-,1.5277,1.5877,1.153,1,71.8992,LEADER,22.2253
41,-4,TCG.AX,Turaco Gold Limited,Gold,mid,0.6,55.56,0.0541,-0.0051,-0.1886,STRONG_UP,37.93,53.85,233.33,-37.36,46.83,68.35,1.1369,MED,-,0.6625,0.6976,0.5782,1,36.8927,CONTENDER,21.8814
42,-8,TAM.AX,Tanami Gold NL,Gold,small,0.082,88.89,-0.0395,0.0259,0.1096,STRONG_DOWN,30.16,182.76,105.0,-34.4,39.68,100.43,0.2541,LOW,-,0.105,0.1002,0.0737,1,72.2081,LEADER,21.8045
43,-7,FFM.AX,FireFly Metals Ltd,Gold,mid,1.63,64.05,0.0633,-0.0121,-0.1146,STRONG_UP,22.1,68.91,113.07,-37.28,50.0,72.71,0.4134,LOW,-,1.7265,1.8915,1.5716,1,47.3882,CONTENDER,21.7965
44,17,STN.AX,Saturn Metals Limited,Gold,small,0.405,67.97,-0.0515,-0.0734,-0.0925,STRONG_UP,-41.3,72.34,125.0,-45.65,46.83,90.51,2.2168,HIGH,-,0.4575,0.5018,0.4886,0,37.429,LAGGARD,21.7061
45,-4,WGR.AX,Western Gold Resources Limited,Gold,small,0.14,83.66,0.01,-0.0598,-0.0945,STRONG_UP,-9.68,139.32,508.7,-50.48,38.1,114.66,0.275,LOW,-,0.1723,0.1954,0.1511,0,46.2929,LAGGARD,20.6694
46,7,RGL.AX,Riversgold Limited,Gold,small,0.011,86.27,-0.0274,-0.1809,0.681,FLAT,57.14,175.0,37.5,-47.62,25.79,168.33,1.5875,HIGH,-,0.014,0.0152,0.0081,1,26.8119,LEADER,20.4266
47,-4,ORE.AX,Orezone Gold Corporation,Gold,mid,2.15,69.28,0.0373,-0.0107,0.2502,FLAT,41.91,74.8,74.8,-38.91,49.38,95.66,0.6641,LOW,-,2.279,2.5208,,0,38.6103,LAGGARD,19.4163
48,-9,VAU.AX,Vault Minerals Limited,Gold,mid,3.99,45.1,0.0691,-0.081,-0.1467,STRONG_UP,-5.7,39.87,57.57,-41.81,50.0,58.06,0.8946,LOW,EARLY,4.6113,5.2228,4.3136,0,34.3321,WEAK,19.3238
49,-19,EM3.AX,EMC Gold Corporation,Gold,small,0.25,89.54,0.4436,0.527,1.9186,STRONG_DOWN,,187.36,187.36,-46.43,44.87,166.2,0.5941,LOW,-,0.2155,0.1591,,0,50.5817,LAGGARD,19.2521
50,32,MDI.AX,Middle Island Resources Limited,Gold,small,0.031,67.32,0.2646,-0.1272,-0.0787,FLAT,-27.91,72.22,93.75,-60.66,32.14,143.27,3.4379,HIGH,-,0.0349,0.0417,0.0333,0,16.2017,LAGGARD,19.0619
51,-3,GA8.AX,GoldArc Resources Limited,Gold,small,0.049,74.51,0.0619,-0.0392,-0.1521,STRONG_UP,75.0,88.46,88.46,-44.74,41.3,82.82,0.4741,LOW,-,0.0566,0.0651,,0,44.1133,LAGGARD,18.9249
52,-5,LAT.AX,Latitude 66 Limited,Gold,small,0.13,77.12,0.013,-0.1098,0.8904,FLAT,88.41,96.97,6400.0,-65.15,32.94,151.07,0.4714,LOW,-,0.1518,0.1538,0.0791,1,21.1437,LEADER,18.4666
53,-9,TSO.AX,Tesoro Gold Limited,Gold,small,0.865,75.16,0.0027,0.0349,-0.2561,FLAT,-6.99,92.22,121.8,-41.05,44.05,81.36,0.1826,LOW,-,0.9377,1.0583,0.8714,0,49.9313,LAGGARD,18.458
54,-5,GHM.AX,Golden Horse Minerals Limited,Gold,small,0.43,58.82,0.0091,-0.1275,-0.3212,STRONG_UP,-34.85,59.26,79.17,-50.6,45.63,76.32,0.0664,LOW,-,0.5488,0.6495,0.6204,0,35.4298,LAGGARD,18.0681
55,-4,ORP.AX,Orpheus Uranium Limited,Gold,small,0.055,79.08,-0.0274,0.0659,0.2096,STRONG_DOWN,61.76,103.7,-35.29,-37.84,36.89,75.74,0.2136,LOW,-,0.0603,0.0631,0.046,1,50.51,LEADER,18.0318
