rank,delta_rank,ticker,name,sector,cap_band,close,peer_rs_score,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
1,0,A1G.AX,African Gold Limited,Gold,small,1.04,100.0,-0.0448,0.089,0.316,STRONG_DOWN,240.98,550.0,4233.33,-37.36,47.95,73.54,0.0,LOW,-,1.024,0.9613,0.5675,1,358.6144,LEADER,75.4869
2,1,DGR.AX,DGR Global Limited,Gold,small,0.03,99.33,0.2623,0.0714,0.0155,STRONG_UP,-14.29,500.0,200.0,-45.24,26.88,70.34,4.664,HIGH,-,0.0266,0.0283,0.0279,1,191.0719,LEADER,58.8696
3,-1,TM1.AX,Terra Metals Limited,Gold,small,0.27,98.67,-0.0805,0.0,-0.0061,FLAT,170.0,440.0,770.97,-46.49,42.29,108.41,0.3899,LOW,-,0.3243,0.318,0.2346,1,171.641,LEADER,43.9043
4,5,DTR.AX,Dateline Resources Limited,Gold,mid,0.17,82.67,0.4362,-0.0811,-0.5993,STRONG_UP,-26.09,115.19,1788.89,-82.31,45.85,108.68,1.7353,HIGH,PROGRESS,0.1655,0.2286,0.3155,0,48.5964,LAGGARD,41.7834
5,3,BCM.AX,Brazilian Critical Minerals Limited,Gold,small,0.047,96.67,0.1329,0.4242,0.6144,STRONG_DOWN,123.81,327.27,176.47,-50.0,37.15,109.78,2.817,HIGH,-,0.04,0.0354,0.031,1,110.7504,LEADER,39.3405
6,0,EM3.AX,EMC Gold Corporation,Gold,small,0.215,97.33,0.0605,0.0488,0.4348,FLAT,152.94,377.78,923.81,-47.87,43.08,117.25,,LOW,-,0.2081,0.2073,0.1329,1,138.8031,LEADER,38.0008
7,-2,AQI.AX,Alicanto Minerals Limited,Gold,small,1.43,96.0,-0.0306,-0.0561,-0.0033,FLAT,83.33,325.6,622.22,-47.03,41.9,98.13,0.8424,LOW,-,1.5657,1.6006,1.2869,1,139.0242,LEADER,37.667
8,9,ORP.AX,Orpheus Uranium Limited,Gold,small,0.1,94.67,0.3865,0.4706,0.7719,STRONG_DOWN,104.08,257.14,25.0,-30.0,35.57,87.39,6.4118,HIGH,-,0.0711,0.0675,0.0566,1,104.6638,LEADER,33.2315
9,9,LAT.AX,Latitude 66 Limited,Gold,small,0.105,95.33,-0.0448,-0.3,-0.2035,FLAT,36.36,275.0,-47.5,-48.78,34.78,81.13,0.061,LOW,-,0.1285,0.1518,0.1105,0,117.891,LAGGARD,33.0197
10,38,VAU.AX,Vault Minerals Limited,Gold,mid,5.06,76.67,0.2198,0.185,0.2729,FLAT,-2.28,92.52,77.37,-41.81,52.57,69.43,2.1011,HIGH,-,4.337,4.5204,4.8037,1,70.0501,LEADER,32.9804
11,16,CTO.AX,Citigold Corporation Limited,Gold,small,0.015,98.0,0.0294,0.0,-0.1201,STRONG_UP,7.14,400.0,275.0,-43.48,28.85,109.49,0.0925,LOW,-,0.0148,0.0169,0.0145,1,105.3977,LEADER,32.0616
12,-5,KCN.AX,Kingsgate Consolidated Limited,Gold,mid,5.59,87.33,0.0497,-0.0444,0.0319,FLAT,19.14,147.08,236.26,-43.14,54.55,87.26,0.6241,LOW,-,5.679,5.9262,5.1024,1,91.9465,LEADER,31.6906
13,1,BCN.AX,Beacon Minerals Limited,Gold,small,2.5,82.0,0.1657,0.0593,-0.1698,STRONG_UP,0.4,112.43,154.92,-55.02,47.83,75.55,3.4112,HIGH,-,2.2785,2.7428,2.9357,0,71.1811,LAGGARD,31.6891
14,-4,GA8.AX,GoldArc Resources Limited,Gold,small,0.069,94.0,0.0195,0.0,0.4007,FLAT,7.81,245.0,72.5,-60.0,35.57,93.66,0.4499,LOW,-,0.0679,0.0704,0.0582,1,93.0456,LEADER,31.3423
15,14,TSO.AX,Tesoro Gold Limited,Gold,small,0.97,91.33,0.0239,-0.0102,0.0635,FLAT,-13.0,181.16,102.08,-41.05,46.25,75.17,0.7646,LOW,-,0.9921,1.0273,1.0231,0,111.4628,LAGGARD,30.1647
16,15,EVN.AX,Evolution Mining Limited,Gold,large,13.21,68.67,0.0822,0.1618,0.1296,FLAT,10.33,74.21,282.13,-38.58,54.15,67.19,1.1333,MED,-,12.212,12.6436,12.391,1,59.8059,CONTENDER,30.1049
17,-13,FAL.AX,Falcon Metals Limited,Gold,small,0.5,93.33,-0.0347,0.0,0.0477,STRONG_DOWN,6.38,233.33,100.0,-61.21,42.69,108.07,0.8266,LOW,-,0.5095,0.5171,0.6407,0,92.1717,LAGGARD,29.6129
18,12,PDI.AX,Predictive Discovery Limited,Gold,mid,0.96,86.67,0.1809,0.2632,0.2477,FLAT,41.18,143.04,405.26,-31.07,48.62,71.99,0.6185,LOW,-,0.7875,0.8775,0.7351,1,96.6038,LEADER,29.1902
19,21,WWI.AX,West Wits Mining Limited,Gold,small,0.53,88.67,0.0856,0.06,-0.1963,STRONG_UP,-5.36,165.0,307.69,-51.61,40.32,72.81,0.6576,LOW,-,0.5117,0.5611,0.6225,0,91.3721,LAGGARD,29.1897
20,-7,WGX.AX,Westgold Resources Limited,Gold,large,5.2,70.67,0.0504,0.0505,0.0143,FLAT,-10.96,76.5,124.16,-44.22,52.17,65.49,0.8475,LOW,PROGRESS,5.0355,5.542,5.8353,0,60.9376,LAGGARD,28.9049
21,-10,ERM.AX,Emmerson Resources Limited,Gold,small,0.325,88.0,0.0786,-0.1096,-0.0751,FLAT,30.0,150.0,501.85,-36.78,44.27,64.6,0.2414,LOW,-,0.3332,0.3735,0.3136,1,102.7941,LEADER,28.5458
22,-10,GBM.AX,GBM Resources Limited,Gold,small,0.019,92.67,0.0135,-0.0952,-0.2227,STRONG_UP,-40.63,216.67,90.0,-73.13,34.39,114.54,0.2849,LOW,-,0.0219,0.0245,0.0341,0,65.053,LAGGARD,28.5305
23,-8,RSG.AX,Resolute Mining Limited,Gold,mid,1.16,74.67,0.068,-0.0252,-0.068,STRONG_UP,4.5,90.16,132.0,-39.33,50.99,68.85,1.2511,MED,EARLY,1.1803,1.2744,1.2068,0,66.775,LAGGARD,28.518
24,2,ORE.AX,Orezone Gold Corporation,Gold,mid,2.52,81.33,0.088,0.0678,0.2364,FLAT,44.83,104.88,104.88,-38.91,50.69,68.66,0.0322,LOW,-,2.426,2.3644,2.0541,1,77.4289,LEADER,27.6406
25,0,NEM.AX,Newmont Corporation,Gold,large,153.71,68.0,0.0735,0.0503,0.1005,FLAT,4.27,73.96,150.21,-29.94,56.92,53.49,0.8308,LOW,-,148.8089,154.5128,148.4208,1,78.7046,CONTENDER,27.3978
26,17,NMG.AX,New Murchison Gold Limited,Gold,small,0.048,89.33,0.2211,0.2,0.164,STRONG_UP,2.13,166.67,966.67,-50.67,37.94,83.23,0.7475,LOW,-,0.0428,0.0456,0.0452,1,75.9742,LEADER,27.1454
27,11,ALK.AX,Alkane Resources Limited,Gold,mid,1.635,84.0,0.1134,0.1237,0.1792,STRONG_DOWN,45.33,125.52,214.42,-26.67,49.01,68.79,0.8002,LOW,-,1.4955,1.5657,1.367,1,89.4258,LEADER,25.7025
28,-4,GGP.AX,Greatland Resources Limited,Gold,large,14.23,78.67,0.1205,0.1569,0.3533,STRONG_DOWN,53.51,94.93,94.93,-36.89,48.8,81.6,0.7136,LOW,-,13.2755,13.8212,10.851,1,56.7728,LEADER,25.6965
29,3,USL.AX,Unico Silver Limited,Gold,small,0.65,86.0,-0.013,0.0236,0.0477,STRONG_DOWN,-10.34,132.14,348.28,-50.88,45.45,105.22,1.5627,HIGH,-,0.6452,0.6593,0.7043,0,57.0794,LAGGARD,25.6244
30,25,SBM.AX,St Barbara Limited,Gold,mid,0.61,78.0,0.0772,0.0517,0.1468,FLAT,22.0,93.65,183.72,-41.28,44.66,67.63,0.635,LOW,-,0.5697,0.6255,0.6023,1,61.843,LEADER,25.3204
31,39,RRL.AX,Regis Resources Limited,Gold,mid,7.08,62.0,0.1682,0.1456,0.161,FLAT,-0.82,57.6,317.27,-41.77,54.55,62.5,1.2195,MED,-,6.2525,6.747,6.9045,1,50.2766,CONTENDER,25.1022
32,10,SNM.AX,Sentinel Metals Limited,Gold,small,0.7,84.67,0.0779,0.1667,0.3685,STRONG_DOWN,105.88,125.81,125.81,-33.12,47.47,71.07,1.002,MED,-,0.6835,0.6593,,0,84.0303,LAGGARD,25.1014
33,-11,VTM.AX,Victory Metals Limited,Gold,small,1.54,72.67,-0.0316,0.2675,0.1517,FLAT,30.51,85.54,460.0,-46.36,44.98,71.94,1.5968,HIGH,-,1.449,1.5731,1.3383,1,53.4847,CONTENDER,24.9857
34,-6,RGL.AX,Riversgold Limited,Gold,small,0.011,90.0,-0.0448,-0.1538,-0.0368,FLAT,57.14,175.0,83.33,-47.62,27.67,104.64,1.954,HIGH,-,0.0125,0.0136,0.0108,1,46.2753,LEADER,24.8113
35,-15,FXG.AX,Felix Gold Limited,Gold,small,0.32,83.33,-0.0125,-0.0588,0.47,FLAT,1.59,120.69,503.77,-71.15,45.45,104.57,0.6572,LOW,-,0.338,0.3073,0.3777,0,52.4562,LAGGARD,24.5926
36,-2,GMD.AX,Genesis Minerals Limited,Gold,large,6.22,52.0,0.1271,0.0724,0.1766,FLAT,-3.57,37.92,243.65,-42.99,52.57,71.97,1.1211,MED,SHIFT,5.75,6.0884,6.4066,0,27.6953,LAGGARD,24.4524
37,9,GDX,Van Eck Gold Miners AU GDX,Gold,small,82.51,64.67,-0.0138,-0.0446,0.0776,FLAT,-3.17,58.94,143.37,-36.28,56.8,53.72,1.5482,HIGH,-,83.6895,89.2494,86.86,0,62.3183,LAGGARD,23.9985
38,-17,TOR.AX,Torque Metals Limited,Gold,small,0.285,85.33,-0.0448,-0.1972,-0.2749,STRONG_UP,1.79,128.0,96.55,-48.18,41.9,80.46,0.5515,LOW,-,0.321,0.4088,0.3356,0,66.6567,LAGGARD,23.9444
39,8,PRU.AX,Perseus Mining Limited,Gold,large,5.54,64.0,0.0932,0.0757,0.2116,FLAT,3.67,58.83,145.33,-28.47,49.41,49.44,0.794,LOW,-,5.158,5.3814,5.2737,1,58.7922,CONTENDER,23.0903
