rank,delta_rank,ticker,name,sector,cap_band,close,peer_rs_score,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
1,1,TM1.AX,Terra Metals Limited,Gold,small,0.365,100.0,0.0623,0.2976,0.1759,FLAT,192.0,835.9,748.84,-46.49,43.48,109.42,1.3638,MED,-,0.3112,0.3098,0.2195,1,332.1588,LEADER,82.5081
2,1,A1G.AX,African Gold Limited,Gold,small,1.04,98.68,0.0043,0.128,0.4837,STRONG_DOWN,240.98,530.3,3254.84,-37.36,46.98,73.54,0.0,LOW,-,1.024,0.9613,0.5675,1,338.7766,LEADER,71.8127
3,2,DGR.AX,DGR Global Limited,Gold,small,0.028,99.34,0.0413,0.0045,0.1809,FLAT,27.27,600.0,115.38,-40.0,27.67,72.07,0.5359,LOW,-,0.0277,0.0298,0.0272,1,230.3594,LEADER,53.7618
4,0,AQI.AX,Alicanto Minerals Limited,Gold,small,1.64,98.03,0.0489,0.1434,-0.0941,FLAT,173.33,425.64,645.45,-47.03,41.5,94.79,0.5019,LOW,-,1.5395,1.5952,1.2111,1,186.3498,LEADER,46.5787
5,2,KCN.AX,Kingsgate Consolidated Limited,Gold,mid,6.08,92.76,-0.0256,-0.003,0.0586,STRONG_DOWN,46.82,198.6,252.19,-43.14,55.34,85.18,1.2636,MED,-,6.3285,5.7144,4.9381,1,129.0263,LEADER,41.9503
6,0,FAL.AX,Falcon Metals Limited,Gold,small,0.52,97.37,-0.0545,0.1111,-0.0815,FLAT,-16.13,333.33,92.59,-61.21,42.29,111.4,1.1239,MED,-,0.527,0.5147,0.6666,0,126.541,LAGGARD,41.2538
7,5,LAT.AX,Latitude 66 Limited,Gold,small,0.14,95.39,-0.0667,-0.14,-0.089,FLAT,94.44,268.42,-30.0,-47.73,33.6,82.59,0.1104,LOW,-,0.1546,0.1556,0.1054,1,109.2015,LEADER,32.1334
8,6,TSO.AX,Tesoro Gold Limited,Gold,small,1.05,92.11,0.0543,-0.0343,0.1743,FLAT,-2.78,180.0,79.49,-41.05,45.85,73.89,0.4535,LOW,-,1.0266,1.0071,0.996,1,111.6935,LEADER,31.1125
9,0,NEM.AX,Newmont Corporation,Gold,large,151.27,76.32,-0.045,0.0248,0.0247,FLAT,10.96,88.93,150.19,-29.94,57.71,53.76,0.6544,LOW,-,155.3939,155.3149,145.9373,1,95.4592,LEADER,31.0743
10,9,RSG.AX,Resolute Mining Limited,Gold,mid,1.285,80.92,-0.041,0.1234,-0.0055,FLAT,15.25,103.97,140.19,-31.25,51.38,71.24,1.5197,HIGH,-,1.2789,1.329,1.1779,1,74.9844,LEADER,30.7119
